team_url,player_name,market_value,player_link
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Luis Zamudio,€150k,https://www.transfermarkt.us/luis-zamudio/profil/spieler/564971
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Christian Garner,€75k,https://www.transfermarkt.us/christian-garner/profil/spieler/1107741
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Daniel Kuzemka,€25k,https://www.transfermarkt.us/daniel-kuzemka/profil/spieler/1005636
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Enzo Mori,-,https://www.transfermarkt.us/enzo-mori/profil/spieler/1267727
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Graham Smith,€300k,https://www.transfermarkt.us/graham-smith/profil/spieler/562557
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Leland Archer,€250k,https://www.transfermarkt.us/leland-archer/profil/spieler/354580
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Michael Edwards,€150k,https://www.transfermarkt.us/michael-edwards/profil/spieler/653313
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Joey Akpunonu,€125k,https://www.transfermarkt.us/joey-akpunonu/profil/spieler/1088716
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Nathan Dossantos,€275k,https://www.transfermarkt.us/nathan-dossantos/profil/spieler/972909
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Langston Blackstock,€200k,https://www.transfermarkt.us/langston-blackstock/profil/spieler/1109691
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Mark Segbers,€200k,https://www.transfermarkt.us/mark-segbers/profil/spieler/562390
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Aaron Molloy,€350k,https://www.transfermarkt.us/aaron-molloy/profil/spieler/428901
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Chris Allan,€250k,https://www.transfermarkt.us/chris-allan/profil/spieler/484381
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Diego Rodríguez,-,https://www.transfermarkt.us/diego-rodriguez/profil/spieler/1381759
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Houssou Landry,€200k,https://www.transfermarkt.us/houssou-landry/profil/spieler/865122
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Johnny Klein,€250k,https://www.transfermarkt.us/johnny-klein/profil/spieler/573944
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Juan Torres,€350k,https://www.transfermarkt.us/juan-torres/profil/spieler/920618
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Arturo Rodriguez,€300k,https://www.transfermarkt.us/arturo-rodriguez/profil/spieler/650286
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Emilio Ycaza,€250k,https://www.transfermarkt.us/emilio-ycaza/profil/spieler/463355
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Viggo Ortiz,-,https://www.transfermarkt.us/viggo-ortiz/profil/spieler/1155422
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Rubio Rubín,€600k,https://www.transfermarkt.us/rubio-rubin/profil/spieler/331282
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Cal Jennings,€450k,https://www.transfermarkt.us/cal-jennings/profil/spieler/635861
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,MD Myers,€300k,https://www.transfermarkt.us/md-myers/profil/spieler/1125094
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Douglas Martínez,€250k,https://www.transfermarkt.us/douglas-martinez/profil/spieler/443384
https://www.transfermarkt.us/charleston-battery/startseite/verein/4115/saison_id/2024,Jackson Conway,€150k,https://www.transfermarkt.us/jackson-conway/profil/spieler/469862
https://www.transfermarkt.us/indy-eleven/startseite/verein/39148/saison_id/2024,Hunter Sulte,€150k,https://www.transfermarkt.us/hunter-sulte/profil/spieler/617576
https://www.transfermarkt.us/indy-eleven/startseite/verein/39148/saison_id/2024,Reice Charles-Cook,€25k,https://www.transfermarkt.us/reice-charles-cook/profil/spieler/160328
https://www.transfermarkt.us/indy-eleven/startseite/verein/39148/saison_id/2024,Ryan Hunsucker,-,https://www.transfermarkt.us/ryan-hunsucker/profil/spieler/1370500
https://www.transfermarkt.us/indy-eleven/startseite/verein/39148/saison_id/2024,Patrick Hogan,€175k,https://www.transfermarkt.us/patrick-hogan/profil/spieler/900075
https://www.transfermarkt.us/indy-eleven/startseite/verein/39148/saison_id/2024,Benjamin Ofeimu,€175k,https://www.transfermarkt.us/benjamin-ofeimu/profil/spieler/588933
https://www.transfermarkt.us/indy-eleven/startseite/verein/39148/saison_id/2024,Josh O'Brien,€100k,https://www.transfermarkt.us/josh-obrien/profil/spieler/928473
