player_name,general_position,pass_completion_percentage,xpass_completion_percentage,passes_completed_over_expected_p100,share_team_touches,team_name,competition,dribbling_goals_added_above_avg_p90,fouling_goals_added_above_avg_p90,interrupting_goals_added_above_avg_p90,passing_goals_added_above_avg_p90,receiving_goals_added_above_avg_p90,shooting_goals_added_above_avg_p90,shots_p90,shots_on_target_p90,goals_p90,xgoals_p90,goals_minus_xgoals_p90,key_passes_p90,primary_assists_p90,xassists_p90,primary_assists_minus_xassists_p90,points_added_p90,xpoints_added_p90,avg_distance_yds_p90,avg_vertical_distance_yds_p90,attempted_passes_p90,Age,rating,Accurate long balls_percentile,Long ball accuracy_percentile,Chances created_percentile,Successful crosses_percentile,Cross accuracy_percentile,Dribbles_percentile,Dribbles success rate_percentile,Touches in opposition box_percentile,Dispossessed_percentile,Fouls won_percentile,Tackles won_percentile,Tackles won %_percentile,Duels won_percentile,Duels won %_percentile,Aerials won_percentile,Aerials won %_percentile,Interceptions_percentile,Blocked scoring attempt_percentile,Fouls committed_percentile,Recoveries_percentile,Possession won final 3rd_percentile,Dribbled past_percentile
augustine williams,5,0.6754,0.7844,-10.9009,0.0446,Pittsburgh Riverhounds SC,uslc,-0.0134692307692307,-0.0145846153846153,-0.0150307692307692,-0.0649615384615384,-0.0292923076923076,-0.0191538461538461,1.3846153846153846,0.5384615384615385,0.1538461538461538,0.1635615384615384,-0.0097153846153846,0.3076923076923077,0.0,0.0463692307692307,-0.0463692307692307,0.1160538461538461,0.1229461538461538,0.9798,-0.3157307692307692,14.692307692307692,27.0,6.53,34.61538461538461,78.84615384615384,11.538461538461538,48.07692307692308,44.230769230769226,92.3076923076923,92.3076923076923,40.38461538461539,23.07692307692308,36.53846153846153,42.30769230769231,28.846153846153843,71.15384615384616,51.92307692307693,67.3076923076923,51.92307692307693,40.38461538461539,80.76923076923077,53.84615384615385,63.46153846153846,100.0,36.53846153846153
kye rowles,1,0.8382000000000001,0.8271000000000001,1.1004,0.1069,D.C. United,mls,-0.0070263630916716,0.0085308568004793,0.0006794487717195,0.0089191132414619,-0.0096686638705811,-0.0048532055122828,0.1617735170760934,0.0539245056920311,0.0,0.0292432594367884,-0.0292432594367884,0.1078490113840623,0.0,0.0250425404433792,-0.0250425404433792,0.0,0.0194505692031156,1.2346932294787298,0.4768436189334931,46.64469742360696,27.0,6.81,39.70588235294117,11.76470588235294,38.23529411764706,0.0,0.0,36.76470588235294,35.294117647058826,11.029411764705882,52.20588235294118,33.82352941176471,55.14705882352941,41.17647058823529,38.97058823529411,51.47058823529411,52.94117647058824,53.67647058823529,95.58823529411764,45.588235294117645,34.55882352941176,45.588235294117645,0.0,35.294117647058826
lamar batista,1,0.6667000000000001,0.714,-4.7338000000000005,0.123,FC Tulsa,uslc,0.0068012422360248,0.0305124223602484,0.0139099378881987,-0.0303260869565217,0.0025341614906832,0.0052826086956521,0.6521739130434783,0.2795031055900621,0.093167701863354,0.0664285714285714,0.0267391304347826,0.093167701863354,0.0,0.018195652173913,-0.018195652173913,0.0,0.043639751552795,2.279785714285714,1.1541894409937887,39.40993788819876,27.0,7.41,26.041666666666668,5.208333333333334,78.125,0.0,0.0,81.25,60.41666666666666,89.58333333333334,17.708333333333336,97.91666666666666,67.70833333333334,9.375,97.91666666666666,54.16666666666666,85.41666666666666,51.04166666666666,63.54166666666666,69.79166666666666,92.70833333333334,84.375,83.33333333333334,19.791666666666664
vitor costa,4,0.7715000000000001,0.7693,0.2198,0.0732,San Jose Earthquakes,mls,-0.0317427385892116,0.0016058091286307,0.0289792531120331,-0.0555609958506224,0.0496082987551867,0.0158639004149377,1.045643153526971,0.1493775933609958,0.0746887966804979,0.1279792531120332,-0.0532904564315352,1.3443983402489628,0.1493775933609958,0.1319825726141078,0.0173950207468879,1.4937759336099588e-05,0.0782066390041493,1.3466614107883816,0.085361825726141,43.468879668049794,31.0,7.22,62.643678160919535,36.206896551724135,79.3103448275862,85.0574712643678,67.24137931034483,25.86206896551724,36.7816091954023,94.2528735632184,83.9080459770115,41.95402298850575,58.04597701149425,56.896551724137936,39.6551724137931,90.22988505747126,68.96551724137932,83.33333333333334,58.04597701149425,72.41379310344827,6.896551724137931,40.80459770114943,37.93103448275862,42.5287356321839
indiana vassilev,6,0.7572,0.7619,-0.4642,0.0515,Philadelphia Union,mls,0.0274128440366972,-0.0040252293577981,-0.0100114678899082,-0.018144495412844,-0.0394541284403669,-0.0160045871559633,1.1697247706422018,0.3440366972477064,0.0688073394495412,0.0577155963302752,0.011091743119266,0.8256880733944955,0.0688073394495412,0.060151376146789,0.0086559633027522,0.0340252293577981,0.035394495412844,1.1382798165137615,0.1854977064220183,28.623853211009173,24.0,6.83,16.091954022988507,32.18390804597701,54.59770114942529,73.5632183908046,47.12643678160919,70.11494252873564,29.88505747126437,69.54022988505747,43.67816091954023,74.13793103448276,20.689655172413797,55.172413793103445,32.758620689655174,44.2528735632184,32.758620689655174,30.45977011494253,36.7816091954023,78.73563218390804,17.81609195402299,60.91954022988506,82.18390804597702,68.39080459770115
shaq moore,4,0.7593000000000001,0.7622,-0.2852,0.0872,FC Dallas,mls,-0.0114512614678899,0.0035349770642201,0.036,0.0015017201834862,0.0242752293577981,0.0016410550458715,0.7740825688073395,0.2064220183486238,0.1032110091743119,0.0954082568807339,0.0078027522935779,0.7224770642201835,0.1032110091743119,0.1000114678899082,0.0031995412844036,0.0798595183486238,0.0825791284403669,1.0007803899082568,0.2308933486238532,33.23394495412844,28.0,6.97,40.36697247706422,55.96330275229357,62.38532110091744,69.72477064220183,62.38532110091744,57.798165137614674,46.78899082568808,77.98165137614679,54.12844036697248,66.05504587155964,64.22018348623854,82.56880733944955,46.78899082568808,51.37614678899083,61.46788990825688,55.04587155963303,44.95412844036697,53.21100917431193,66.05504587155964,14.678899082568808,44.95412844036697,80.73394495412845
jaylin lindsey,4,0.8260000000000001,0.8129000000000001,1.3173,0.0904,New Mexico United,uslc,-0.0089828897338403,0.0050560836501901,-0.0304904942965779,0.0080247148288973,0.0046197718631178,0.0007785171102661,0.5133079847908746,0.3422053231939163,0.085551330798479,0.0525285171102661,0.0330228136882129,0.4277566539923954,0.0,0.0301910646387832,-0.0301910646387832,0.0327832699619771,0.0127899239543726,1.5875846007604562,0.3972832699619771,58.5171102661597,25.0,6.93,51.51515151515152,39.39393939393939,53.03030303030303,37.87878787878788,36.36363636363637,24.24242424242424,37.87878787878788,74.24242424242425,45.45454545454545,18.181818181818183,50.0,37.87878787878788,25.75757575757576,46.96969696969697,48.48484848484848,46.96969696969697,83.33333333333334,0.0,30.303030303030305,6.0606060606060606,60.60606060606061,59.09090909090909
raheem edwards,4,0.7641,0.7846000000000001,-2.0448,0.0631,New York Red Bulls,mls,-0.0287826086956521,0.0243695652173913,0.0311086956521739,-0.0040217391304347,-0.0206521739130434,-0.0077282608695652,0.5434782608695652,0.108695652173913,0.0,0.0460978260869565,-0.0460978260869565,0.6521739130434783,0.0,0.0358478260869565,-0.0358478260869565,0.0,0.036141304347826,2.055141304347826,0.3861195652173912,42.391304347826086,30.0,6.72,44.03669724770643,89.90825688073394,55.96330275229357,44.03669724770643,20.18348623853211,95.41284403669724,47.70642201834863,43.11926605504588,1.834862385321101,70.64220183486239,96.3302752293578,84.40366972477065,94.4954128440367,13.761467889908255,42.201834862385326,78.89908256880734,67.88990825688074,55.04587155963303,92.6605504587156,88.9908256880734,35.77981651376147,0.0
juan agudelo,5,0.7321000000000001,0.806,-7.3872,0.0328,San Antonio FC,uslc,-0.041222891566265,-0.0020963855421686,-0.0068132530120481,-0.0173132530120481,0.0702650602409638,-0.0071927710843373,1.8072289156626504,0.5421686746987953,0.0,0.3221566265060241,-0.3221566265060241,0.7228915662650601,0.0,0.0462650602409638,-0.0462650602409638,0.0,0.2091506024096385,2.5788614457831325,-0.0765722891566265,20.24096385542169,32.0,6.46,86.53846153846155,78.84615384615384,51.92307692307693,0.0,0.0,42.30769230769231,26.923076923076923,75.0,59.61538461538461,63.46153846153846,86.53846153846155,57.692307692307686,53.84615384615385,38.46153846153847,44.230769230769226,48.07692307692308,0.0,61.53846153846154,67.3076923076923,48.07692307692308,90.3846153846154,11.538461538461538
jacob murrell,5,0.4966,0.665,-16.8388,0.0202,D.C. United,mls,-0.0277275747508305,-0.0103455149501661,-0.0086710963455149,-0.0402059800664451,-0.0016046511627906,-0.0093488372093023,1.196013289036545,0.3986710963455149,0.0996677740863787,0.184126245847176,-0.0844584717607973,0.3986710963455149,0.0996677740863787,0.0171827242524916,0.082485049833887,0.1924186046511627,0.1479169435215946,1.623926910299003,0.1122259136212624,14.850498338870432,21.0,6.18,16.27906976744186,16.27906976744186,9.30232558139535,89.53488372093024,73.25581395348837,19.76744186046512,34.88372093023256,5.813953488372093,94.18604651162792,5.813953488372093,46.51162790697674,43.02325581395349,15.11627906976744,6.976744186046512,52.32558139534884,10.465116279069768,53.48837209302325,59.30232558139535,52.32558139534884,30.23255813953488,27.906976744186046,72.09302325581395
ariath piol,5,0.7451,0.7792,-3.4095,0.0209,Real Salt Lake,mls,-0.1111293463143254,-0.0106397774687065,-0.0200528511821974,-0.0290653685674548,-0.0068344923504867,-0.0459388038942976,0.8762169680111266,0.125173852573018,0.125173852573018,0.170336578581363,-0.0451627260083449,0.7510431154381085,0.0,0.0330709318497913,-0.0330709318497913,0.0554269819193324,0.0868456189151599,1.708547983310153,-0.1774089012517385,12.767732962447845,20.0,6.09,38.372093023255815,29.069767441860467,32.55813953488372,0.0,0.0,12.790697674418606,11.627906976744184,8.13953488372093,30.23255813953488,8.13953488372093,18.6046511627907,100.0,4.651162790697675,4.651162790697675,41.86046511627907,30.23255813953488,33.72093023255814,17.441860465116278,25.58139534883721,6.976744186046512,20.930232558139537,0.0
dawid bugaj,4,0.8048000000000001,0.8042,0.0566,0.0779,CF Montréal,mls,0.001269,0.031194,-0.018378,-0.03276,-0.017406,-0.0039059999999999,0.36,0.0,0.0,0.009567,-0.009567,0.36,0.0,0.0323009999999999,-0.0323009999999999,0.0,0.005283,1.6474140000000002,0.095544,33.66,21.0,6.5,26.605504587155966,26.605504587155966,13.761467889908255,23.853211009174316,55.96330275229357,33.94495412844037,48.62385321100918,11.009174311926609,82.56880733944955,64.22018348623854,44.03669724770643,13.761467889908255,42.201834862385326,88.07339449541286,23.853211009174316,66.97247706422019,83.4862385321101,76.14678899082568,22.018348623853218,12.844036697247708,0.0,22.93577981651376
sam gleadle,5,0.6034,0.7111000000000001,-10.764,0.0201,Louisville City FC,uslc,0.0593228571428571,-0.0134228571428571,-0.0136285714285714,-0.1147885714285714,0.0202371428571428,-0.0283114285714285,1.542857142857143,0.7714285714285715,0.2571428571428571,0.2027571428571428,0.0543857142857142,0.7714285714285715,0.2571428571428571,0.1217314285714285,0.1354114285714285,0.0941142857142857,0.0714342857142857,2.8046828571428573,-0.5909142857142857,14.914285714285713,29.0,6.43,0.0,0.0,67.3076923076923,0.0,0.0,36.53846153846153,65.38461538461539,53.84615384615385,96.15384615384616,15.384615384615383,90.3846153846154,57.692307692307686,25.0,26.923076923076923,28.846153846153843,11.538461538461538,55.76923076923077,0.0,38.46153846153847,32.69230769230769,86.53846153846155,28.846153846153843
valentin noel,2,0.8085,0.8056000000000001,0.288,0.0818,Las Vegas Lights FC,uslc,0.0109585152838427,-0.0112925764192139,-0.0168930131004366,0.0295480349344978,-0.0466441048034934,-0.0130152838427947,1.7030567685589522,0.5895196506550218,0.0655021834061135,0.203089519650655,-0.1375873362445414,1.0480349344978166,0.0655021834061135,0.0727205240174672,-0.0072183406113537,0.0256572052401746,0.1364868995633187,1.6483231441048034,0.3713122270742358,29.41048034934498,26.0,6.8,92.1875,92.96875,63.28125,55.46875,52.34375,75.0,50.78125,50.0,25.78125,41.40625,16.40625,89.0625,11.71875,26.5625,16.40625,51.5625,10.9375,85.9375,32.03125,17.96875,64.84375,85.15625
caden clark,0,0.7292000000000001,0.7605000000000001,-3.1349,0.0378,CF Montréal,mls,-0.034207468879668,-0.0030323651452282,7.468879668049793e-05,0.0029128630705394,-0.0619917012448132,-0.0261560165975103,1.120331950207469,0.2987551867219917,0.0,0.0848987551867219,-0.0848987551867219,0.7468879668049793,0.1493775933609958,0.1334165975103734,0.0159609958506224,0.0,0.0726871369294605,1.2068738589211618,-0.0106954356846473,21.510373443983404,22.0,6.34,41.90476190476191,65.71428571428571,31.428571428571427,40.0,52.38095238095239,17.142857142857142,36.19047619047619,8.571428571428571,77.14285714285715,41.90476190476191,55.23809523809524,26.666666666666668,31.428571428571427,56.19047619047619,73.33333333333333,58.0952380952381,52.38095238095239,29.52380952380953,68.57142857142857,10.476190476190476,20.0,73.33333333333333
matt miazga,1,0.8864000000000001,0.8607,2.5696,0.0797,FC Cincinnati,mls,0.0045055900621118,-0.017127950310559,0.0285875776397515,-0.0146124223602484,-0.0168596273291925,-0.0099503105590062,0.1118012422360248,0.0,0.0,0.0027950310559006,-0.0027950310559006,0.1118012422360248,0.0,0.0083291925465838,-0.0083291925465838,0.0,0.0024819875776397,2.8675006211180127,0.9674832298136646,50.19875776397516,30.0,6.87,94.11764705882352,91.91176470588236,36.76470588235294,0.0,0.0,0.0,0.0,22.794117647058822,54.41176470588235,89.70588235294117,41.91176470588236,89.70588235294117,36.02941176470589,98.52941176470588,47.794117647058826,92.64705882352942,63.23529411764706,0.0,23.52941176470588,13.970588235294118,0.0,83.82352941176471
alvaro quezada,4,0.7701,0.7752,-0.5009,0.0663,El Paso Locomotive FC,uslc,-0.017578783151326,-0.0011372854914196,0.026368174726989,0.0016287051482059,0.0079188767550702,9.828393135725428e-05,0.842433697347894,0.0,0.0,0.0413915756630265,-0.0413915756630265,0.842433697347894,0.0,0.0776583463338533,-0.0776583463338533,0.0,0.0266349453978159,2.7944929797191884,0.6000093603744149,47.035881435257416,26.0,6.84,45.45454545454545,36.36363636363637,74.24242424242425,40.909090909090914,30.303030303030305,69.6969696969697,83.33333333333334,51.51515151515152,34.84848484848485,59.09090909090909,96.96969696969695,39.39393939393939,72.72727272727273,78.78787878787878,1.5151515151515151,1.5151515151515151,69.6969696969697,93.93939393939394,69.6969696969697,60.60606060606061,0.0,43.93939393939394
georgi minoungou,6,0.73,0.7462000000000001,-1.6221,0.0341,Seattle Sounders FC,mls,-0.0368038834951456,-0.0014679611650485,0.0151514563106796,-0.1676446601941747,0.0493165048543689,0.0182796116504854,2.621359223300971,1.0485436893203883,0.0,0.1437378640776699,-0.1437378640776699,1.7475728155339805,0.3495145631067961,0.3603320388349515,-0.0108174757281553,0.0,0.072104854368932,2.794666019417476,-0.5502407766990292,34.95145631067961,22.0,6.61,0.0,0.0,84.76190476190476,70.47619047619048,28.57142857142857,97.14285714285714,80.0,100.0,6.666666666666667,76.19047619047619,66.66666666666666,28.57142857142857,97.14285714285714,78.0952380952381,59.04761904761905,69.52380952380952,45.71428571428572,35.23809523809524,85.71428571428571,77.14285714285715,16.19047619047619,91.42857142857144
max arfsten,4,0.8454,0.8119000000000001,3.349,0.0868,Columbus Crew,mls,0.0259832149774047,0.0083724983860555,-0.0445526145900581,-0.013578437701743,0.064714009038089,0.0246817301484828,1.6268560361523563,0.5229180116204002,0.1743060038734667,0.2082724338282763,-0.0339664299548095,1.3363460296965786,0.1743060038734667,0.2283234344738541,-0.0540174306003873,0.1188244028405422,0.1410426081342801,0.8912846998063266,0.0263841187863137,48.10845706907683,24.0,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hosei kijima,6,0.8143,0.8118000000000001,0.257,0.0573,D.C. United,mls,-0.019191637630662,-0.0019128919860627,-0.0077142857142857,-0.0033114982578397,-0.0278592334494773,-0.0220703832752613,0.5017421602787456,0.1254355400696864,0.1254355400696864,0.0402961672473867,0.0851393728222996,0.8153310104529617,0.0,0.0436390243902439,-0.0436390243902439,0.0698048780487805,0.0220766550522648,1.0281512195121951,0.1405003484320557,29.72822299651568,23.0,6.53,18.96551724137931,25.86206896551724,58.620689655172406,37.93103448275862,44.2528735632184,87.93103448275862,43.67816091954023,62.643678160919535,13.218390804597702,58.620689655172406,23.5632183908046,47.70114942528736,35.05747126436782,17.81609195402299,13.79310344827586,9.770114942528735,32.18390804597701,22.41379310344828,11.494252873563218,42.5287356321839,76.4367816091954,41.37931034482759
ian fray,4,0.873,0.839,3.3969,0.0668,Inter Miami CF,mls,-0.0247942332896461,0.005956749672346,0.0313171690694626,-0.0189908256880733,-0.0129750982961992,0.0005543905635648,0.4718217562254259,0.1179554390563564,0.0,0.0444574049803407,-0.0444574049803407,0.5897771952817824,0.1179554390563564,0.1567981651376146,-0.0388427260812581,0.0,0.0294888597640891,2.1289069462647445,0.1837627785058977,44.58715596330276,22.0,6.65,10.091743119266056,18.34862385321101,48.62385321100918,47.70642201834863,96.3302752293578,96.3302752293578,63.30275229357798,84.40366972477065,15.59633027522936,89.90825688073394,86.23853211009175,52.293577981651374,96.3302752293578,45.87155963302752,28.440366972477065,33.94495412844037,87.1559633027523,77.06422018348624,87.1559633027523,98.1651376146789,57.798165137614674,42.201834862385326
jake lacava,6,0.6929000000000001,0.7435,-5.0595,0.0363,San Antonio FC,uslc,0.0078793774319066,0.022272373540856,-0.0073073929961089,0.0103190661478599,0.0031167315175097,0.0019844357976653,1.517509727626459,0.3501945525291828,0.1167315175097276,0.2361011673151751,-0.1193696498054474,0.3501945525291828,0.1167315175097276,0.0284357976653696,0.0882957198443579,0.0470077821011673,0.1546108949416342,1.855459143968872,-0.1716653696498054,14.82490272373541,24.0,6.8,15.68627450980392,51.9607843137255,20.588235294117645,40.19607843137255,43.13725490196079,24.509803921568626,81.37254901960785,68.62745098039215,79.41176470588235,60.78431372549019,13.725490196078432,67.64705882352942,17.647058823529413,64.70588235294117,34.31372549019608,36.27450980392157,29.411764705882355,66.66666666666666,15.68627450980392,27.450980392156865,52.94117647058824,36.27450980392157
logan ndenbe,4,0.8151,0.8132,0.1918,0.087,Sporting Kansas City,mls,0.0076654727793696,0.0082650429799426,-0.0263875358166189,-0.0212686246418338,0.0034813753581661,-0.001179799426934,0.3868194842406877,0.0644699140401146,0.0644699140401146,0.0187285100286532,0.0457414040114613,0.4512893982808023,0.0,0.0250401146131805,-0.0250401146131805,0.0379405444126074,0.0151762177650429,1.105330229226361,0.1138280802292263,51.25358166189112,25.0,6.72,68.80733944954129,79.81651376146789,34.86238532110092,58.71559633027523,48.62385321100918,34.86238532110092,40.36697247706422,45.87155963302752,44.03669724770643,77.98165137614679,80.73394495412845,85.3211009174312,55.04587155963303,96.3302752293578,37.61467889908257,90.82568807339447,56.88073394495413,60.550458715596335,16.51376146788991,44.95412844036697,86.23853211009175,69.72477064220183
