player_name,general_position,pass_completion_percentage,xpass_completion_percentage,passes_completed_over_expected_p100,share_team_touches,team_name,competition,dribbling_goals_added_above_avg_p90,fouling_goals_added_above_avg_p90,interrupting_goals_added_above_avg_p90,passing_goals_added_above_avg_p90,receiving_goals_added_above_avg_p90,shooting_goals_added_above_avg_p90,shots_p90,shots_on_target_p90,goals_p90,xgoals_p90,goals_minus_xgoals_p90,key_passes_p90,primary_assists_p90,xassists_p90,primary_assists_minus_xassists_p90,points_added_p90,xpoints_added_p90,avg_distance_yds_p90,avg_vertical_distance_yds_p90,attempted_passes_p90,Age,rating,Accurate long balls_percentile,Long ball accuracy_percentile,Chances created_percentile,Successful crosses_percentile,Cross accuracy_percentile,Dribbles_percentile,Dribbles success rate_percentile,Touches in opposition box_percentile,Dispossessed_percentile,Fouls won_percentile,Tackles won_percentile,Tackles won %_percentile,Duels won_percentile,Duels won %_percentile,Aerials won_percentile,Aerials won %_percentile,Interceptions_percentile,Blocked scoring attempt_percentile,Fouls committed_percentile,Recoveries_percentile,Possession won final 3rd_percentile,Dribbled past_percentile
alexander hack,1,0.8119000000000001,0.7987000000000001,1.3256,0.1059,New York Red Bulls,mls,-0.0043980295566502,0.0042384236453201,0.0118374384236453,0.0587615763546798,0.0066147783251231,0.0005142857142857,0.4433497536945813,0.354679802955665,0.0,0.0283655172413793,-0.0283655172413793,0.354679802955665,0.0,0.019711330049261,-0.019711330049261,0.0,0.0202167487684729,2.1243901477832514,0.9527497536945811,69.78325123152709,31.0,7.1,97.05882352941175,40.44117647058824,81.61764705882352,83.08823529411765,75.0,69.85294117647058,67.64705882352942,90.44117647058825,100.0,49.26470588235294,88.23529411764706,61.76470588235294,91.91176470588236,49.26470588235294,92.64705882352942,45.588235294117645,85.29411764705883,0.0,86.02941176470588,88.97058823529412,84.55882352941177,12.5
anibal godoy,2,0.8997,0.8654000000000001,3.4356,0.0986,San Diego FC,mls,0.0119595879556259,0.0105475435816164,-0.0066465927099841,0.0727773375594294,-0.0025816164817749,0.0011196513470681,1.1410459587955626,0.4278922345483359,0.0713153724247226,0.1140689381933438,-0.0427535657686212,0.7844690966719493,0.0713153724247226,0.0659167987321711,0.0053985736925515,0.0238977812995245,0.0655602218700475,1.317366085578447,0.3539096671949287,74.66719492868462,35.0,7.27,91.3793103448276,66.66666666666666,45.40229885057471,40.22988505747127,90.80459770114942,36.7816091954023,70.11494252873564,34.48275862068966,77.58620689655173,87.93103448275862,16.091954022988507,17.24137931034483,50.57471264367817,85.0574712643678,77.58620689655173,89.08045977011494,42.5287356321839,32.18390804597701,74.71264367816092,66.0919540229885,91.95402298850574,79.3103448275862
patrick mcnair,1,0.9362,0.8907,4.5543,0.1192,San Diego FC,mls,-0.0074607530312699,0.0099476707083599,-0.0419961710274409,0.0445060625398851,0.0013956604977664,0.0009936183790682,0.4594767070835993,0.1723037651563497,0.0,0.0525871091257179,-0.0525871091257179,0.2871729419272495,0.0,0.0566707083599234,-0.0566707083599234,0.0,0.0524377791959157,1.2259757498404595,0.3981423101467772,73.86088066368858,30.0,7.04,98.52941176470588,97.79411764705884,71.32352941176471,77.94117647058823,93.38235294117648,0.0,0.0,39.70588235294117,61.02941176470589,69.85294117647058,7.352941176470589,6.61764705882353,20.588235294117645,91.17647058823528,35.294117647058826,67.64705882352942,7.352941176470589,66.91176470588235,2.2058823529411766,90.44117647058825,0.0,60.29411764705882
darlington nagbe,2,0.9564,0.9136,4.2825,0.0827,Columbus Crew,mls,-0.0024888268156424,0.0079642458100558,-0.0169743016759776,-0.0250843575418994,-0.0242899441340782,-0.0165016759776536,0.2011173184357541,0.0502793296089385,0.0,0.0122932960893854,-0.0122932960893854,0.6033519553072626,0.0,0.0237418994413407,-0.0237418994413407,0.0,0.0075972067039106,0.7753122905027933,0.0571525139664804,53.04469273743017,35.0,7.01,14.942528735632186,97.70114942528735,37.35632183908046,35.63218390804598,90.80459770114942,29.310344827586203,59.77011494252874,12.06896551724138,52.87356321839081,69.54022988505747,7.471264367816093,30.45977011494253,9.770114942528735,77.58620689655173,39.6551724137931,73.5632183908046,13.79310344827586,36.7816091954023,7.471264367816093,72.98850574712644,49.42528735632184,93.67816091954025
steven moreira,1,0.89,0.8507,3.9382,0.098,Columbus Crew,mls,0.001953947368421,0.00925,0.0072828947368421,0.0547631578947368,-0.0027828947368421,0.0092828947368421,0.6578947368421052,0.2631578947368421,0.0657894736842105,0.0528421052631579,0.0129473684210526,0.9210526315789472,0.131578947368421,0.1235657894736842,0.0080131578947368,0.0581907894736842,0.0491513157894736,1.0940526315789474,0.2944868421052632,69.40789473684211,30.0,6.96,16.176470588235293,48.52941176470589,97.79411764705884,96.32352941176472,82.35294117647058,88.23529411764706,43.38235294117647,81.61764705882352,8.088235294117647,34.55882352941176,36.02941176470589,87.5,2.2058823529411766,0.0,1.4705882352941175,0.7352941176470588,32.35294117647059,97.05882352941175,7.352941176470589,67.64705882352942,86.02941176470588,11.029411764705882
bryce washington,1,0.8923000000000001,0.8729,1.9436,0.0723,North Carolina FC,uslc,-0.0100176991150442,-0.0114778761061946,-0.0495840707964601,-0.0287433628318584,-0.009858407079646,-0.0083274336283185,0.0884955752212389,0.0,0.0,0.004787610619469,-0.004787610619469,0.2654867256637168,0.0,0.0241061946902654,-0.0241061946902654,0.0,0.0044601769911504,1.805938053097345,0.483858407079646,28.76106194690265,26.0,6.77,3.125,40.625,59.375,0.0,0.0,0.0,0.0,29.166666666666668,100.0,10.416666666666668,5.208333333333334,64.58333333333334,9.375,30.20833333333333,43.75,34.375,77.08333333333334,0.0,21.875,4.166666666666666,0.0,83.33333333333334
kevin partida,3,0.8232,0.8257,-0.2464,0.0755,Orange County SC,uslc,-0.0037967213114754,-0.0076524590163934,-0.0063540983606557,-0.0463573770491803,-0.0213049180327868,-0.0117442622950819,0.2950819672131147,0.0,0.0,0.0062852459016393,-0.0062852459016393,0.1967213114754098,0.0983606557377049,0.0150688524590163,0.0832918032786885,0.0,0.0062163934426229,1.818344262295082,0.2753901639344263,33.9344262295082,30.0,6.83,17.96875,10.9375,14.0625,31.25,56.25,53.125,77.34375,11.71875,75.0,78.90625,56.25,42.1875,68.75,64.0625,62.5,34.375,82.8125,51.5625,79.6875,54.6875,22.65625,66.40625
christian ramirez,5,0.732,0.751,-1.902,0.0194,LA Galaxy,mls,-0.0139134615384615,-0.0067980769230769,-0.0055192307692307,0.0419326923076923,0.0622403846153846,-0.0102884615384615,1.826923076923077,0.5769230769230769,0.3846153846153846,0.4005480769230769,-0.0159326923076923,0.9615384615384616,0.0961538461538461,0.0728846153846153,0.0232692307692307,0.2794326923076923,0.2127019230769231,1.5340865384615383,0.2622403846153846,14.711538461538462,34.0,6.48,52.32558139534884,26.744186046511626,60.46511627906976,0.0,0.0,10.465116279069768,19.76744186046512,13.953488372093023,90.69767441860463,31.3953488372093,23.25581395348837,22.093023255813957,10.465116279069768,60.46511627906976,34.88372093023256,45.34883720930232,51.16279069767442,37.2093023255814,9.30232558139535,9.30232558139535,16.27906976744186,74.4186046511628
federico bernardeschi,6,0.7326,0.7366,-0.3997,0.0886,Toronto FC,mls,0.0615031185031185,-0.0076465696465696,-0.0031122661122661,0.0548419958419958,-0.0675405405405405,0.0159979209979209,2.993762993762994,0.997920997920998,0.2494802494802495,0.2782702702702702,-0.0287900207900207,1.496881496881497,0.1871101871101871,0.2145405405405405,-0.0274303534303534,0.1254012474012474,0.1948128898128898,1.2823097713097713,0.08002079002079,34.054054054054056,31.0,7.08,95.34883720930232,60.46511627906976,86.04651162790698,94.18604651162792,68.6046511627907,96.51162790697676,68.6046511627907,47.674418604651166,38.372093023255815,38.372093023255815,51.16279069767442,58.13953488372093,41.86046511627907,47.674418604651166,4.651162790697675,87.20930232558139,32.55813953488372,93.02325581395348,38.372093023255815,72.09302325581395,60.46511627906976,63.95348837209303
marcelo weigandt,4,0.8706,0.8219000000000001,4.8655,0.0657,Inter Miami CF,mls,-0.0048756957328385,-0.0018701298701298,0.0043246753246753,-0.0158627087198515,-0.0099684601113172,0.0108701298701298,0.5009276437847866,0.5009276437847866,0.1669758812615955,0.1802504638218924,-0.0132745825602968,0.6679035250463822,0.1669758812615955,0.0902003710575139,0.0767755102040816,0.0570723562152133,0.0735695732838589,3.0651929499072352,0.3686660482374768,56.77179962894249,25.0,6.6,72.47706422018348,76.14678899082568,46.78899082568808,88.07339449541286,92.6605504587156,42.201834862385326,19.26605504587156,21.100917431192663,58.71559633027523,51.37614678899083,35.77981651376147,14.678899082568808,29.357798165137616,20.18348623853211,9.174311926605505,9.174311926605505,8.256880733944955,0.0,60.550458715596335,49.54128440366973,38.53211009174312,71.55963302752293
mohamed farsi,4,0.8703000000000001,0.8391000000000001,3.1184,0.0865,Columbus Crew,mls,-0.0065327284510693,0.0090641607258587,-0.0322553467271548,-0.0738139987038237,0.0619384316267012,0.0188865845755022,0.933246921581335,0.4666234607906675,0.0583279325988334,0.1212112767336357,-0.0628833441348023,1.1665586519766689,0.1749837977965003,0.1285605962410888,0.0464232015554115,0.0364082955281918,0.0574821775761503,0.8971944264419961,-0.125346727154893,55.76150356448478,25.0,7.11,29.357798165137616,60.550458715596335,83.4862385321101,62.38532110091744,74.31192660550458,25.68807339449541,22.93577981651376,98.1651376146789,21.100917431192663,74.31192660550458,9.174311926605505,7.339449541284404,11.926605504587156,22.018348623853218,7.339449541284404,7.339449541284404,11.009174311926609,83.4862385321101,25.68807339449541,30.275229357798167,85.3211009174312,87.1559633027523
liel abada,6,0.7645000000000001,0.7676000000000001,-0.308,0.0408,Charlotte FC,mls,0.0350206513105639,-0.0058189038919777,-0.0128673550436854,0.0123955520254169,0.038494837172359,0.0296378077839555,2.7164416203335984,1.072279586973789,0.3574265289912628,0.4777934868943606,-0.1203669579030977,1.4297061159650517,0.0714853057982525,0.2123256552819698,-0.1408403494837172,0.2323558379666401,0.2570683081810961,1.1309046862589358,0.0835734710087371,23.3756949960286,23.0,6.81,26.666666666666668,58.0952380952381,64.76190476190476,49.523809523809526,68.57142857142857,20.952380952380956,12.38095238095238,66.66666666666666,50.47619047619048,18.09523809523809,58.0952380952381,37.142857142857146,20.0,14.285714285714285,10.476190476190476,10.476190476190476,40.95238095238095,52.38095238095239,24.761904761904763,59.04761904761905,29.52380952380953,16.19047619047619
matti peltola,3,0.8842000000000001,0.8748,0.942,0.0478,D.C. United,mls,-0.0130874471086036,-0.0396304654442877,0.044543018335684,-0.0336135401974612,-0.0181777150916784,-0.0117799717912552,0.5077574047954866,0.0,0.0,0.0167306064880112,-0.0167306064880112,0.2538787023977433,0.0,0.0073624823695345,-0.0073624823695345,0.0,0.0079971791255289,2.6703723554301835,0.0952552891396332,36.17771509167842,23.0,6.55,87.35632183908046,75.28735632183908,24.13793103448276,0.0,0.0,16.091954022988507,24.71264367816092,0.0,93.67816091954025,72.98850574712644,62.06896551724138,17.24137931034483,52.87356321839081,87.35632183908046,16.091954022988507,22.988505747126435,65.51724137931035,29.310344827586203,80.45977011494253,39.6551724137931,14.367816091954024,78.73563218390804
jack gurr,4,0.6184000000000001,0.6506000000000001,-3.2233,0.1014,Sacramento Republic FC,uslc,-0.0239841269841269,0.0224841269841269,-0.0165555555555555,-0.0273968253968254,0.0399523809523809,0.0148730158730158,1.0317460317460316,0.4761904761904761,0.1587301587301587,0.1052936507936507,0.0534365079365079,1.2698412698412698,0.0793650793650793,0.1535952380952381,-0.0742301587301587,0.0538174603174603,0.0638888888888889,1.8592380952380956,0.4582460317460318,40.55555555555556,29.0,7.12,65.625,14.84375,80.46875,95.3125,69.53125,17.96875,10.9375,83.59375,46.875,83.59375,70.3125,92.1875,65.625,50.78125,67.96875,44.53125,37.5,41.40625,46.09375,0.78125,21.875,26.5625
george campbell,1,0.8618,0.8544,0.7431,0.1342,CF Montréal,mls,-0.056581202487906,0.0097214927436074,0.0955169315825846,0.02020801658604,7.463718037318591e-05,0.0056724257083621,0.6841741534208707,0.1243953006219765,0.0,0.0313227366966136,-0.0313227366966136,0.3109882515549412,0.0,0.0605805114029025,-0.0605805114029025,0.0,0.0293821700069108,1.4210670352453352,0.4579737387698687,63.0062197650311,24.0,7.03,89.70588235294117,42.64705882352941,83.82352941176471,0.0,0.0,83.08823529411765,72.05882352941177,56.61764705882353,26.47058823529412,86.76470588235294,83.82352941176471,62.5,76.47058823529412,69.85294117647058,17.647058823529413,13.970588235294118,79.41176470588235,81.61764705882352,70.58823529411765,98.52941176470588,75.73529411764706,50.0
emil cuello,4,0.765,0.7502000000000001,1.4744000000000002,0.062,Phoenix Rising FC,uslc,0.0055691906005221,0.0028198433420365,0.053953002610966,0.0483603133159269,-0.0295143603133159,-0.0139582245430809,0.4699738903394256,0.0,0.0,0.0235926892950391,-0.0235926892950391,0.7049608355091384,0.0,0.0414516971279373,-0.0414516971279373,0.0,0.0091409921671018,4.985647519582245,2.111710182767624,50.99216710182768,28.0,6.5,72.72727272727273,34.84848484848485,71.21212121212122,93.93939393939394,81.81818181818183,78.78787878787878,37.87878787878788,48.48484848484848,78.78787878787878,81.81818181818183,60.60606060606061,63.63636363636363,56.060606060606055,57.57575757575758,18.181818181818183,18.181818181818183,21.21212121212121,81.81818181818183,84.84848484848484,81.81818181818183,0.0,77.27272727272727
roberto avila,5,0.6919000000000001,0.7479,-5.5991,0.0471,El Paso Locomotive FC,uslc,0.0580372983870967,-0.0067137096774193,-0.0181905241935483,0.0121209677419354,-0.0691421370967741,0.0009889112903225,2.2681451612903225,0.8165322580645162,0.1814516129032258,0.2513104838709677,-0.0698588709677419,0.997983870967742,0.2721774193548387,0.170945564516129,0.1012318548387096,0.0889385080645161,0.1606754032258064,1.447811491935484,0.0554879032258064,16.784274193548388,24.0,6.75,69.23076923076923,75.0,73.07692307692307,51.92307692307693,46.15384615384615,96.15384615384616,63.46153846153846,76.92307692307693,32.69230769230769,73.07692307692307,88.46153846153845,55.76923076923077,78.84615384615384,59.61538461538461,23.07692307692308,19.230769230769237,30.76923076923077,75.0,61.53846153846154,28.846153846153843,55.76923076923077,13.461538461538462
julian gressel,4,0.7228,0.7524000000000001,-2.964,0.0536,Minnesota United FC,mls,-0.0017635135135135,-0.000304054054054,-0.0249628378378378,-0.0223023648648648,-0.0013986486486486,0.0036182432432432,0.9121621621621622,0.4560810810810811,0.152027027027027,0.0699932432432432,0.0820337837837838,1.2162162162162162,0.152027027027027,0.1770962837837837,-0.0250692567567567,0.0002432432432432,0.016054054054054,3.310434121621622,0.1551587837837837,30.70945945945946,31.0,6.99,77.98165137614679,86.23853211009175,94.4954128440367,95.41284403669724,77.98165137614679,49.54128440366973,85.3211009174312,14.678899082568808,88.07339449541286,45.87155963302752,46.78899082568808,58.71559633027523,24.770642201834864,76.14678899082568,32.11009174311927,60.550458715596335,35.77981651376147,0.0,54.12844036697248,63.30275229357798,0.0,70.64220183486239
anthony fontana,0,0.797,0.7913,0.5676,0.0482,Colorado Springs Switchbacks FC,uslc,0.0409373650107991,0.0040431965442764,-0.0084460043196544,-0.0083876889848812,-0.0195550755939524,0.0212656587473002,1.9438444924406049,0.2915766738660907,0.1943844492440604,0.1843542116630669,0.0100302375809935,0.4859611231101511,0.0,0.0428520518358531,-0.0428520518358531,0.1736436285097192,0.1229092872570194,1.7975896328293737,0.198388768898488,25.853131749460047,25.0,6.36,51.9607843137255,71.56862745098039,22.54901960784314,68.62745098039215,83.33333333333334,49.01960784313725,58.82352941176471,42.15686274509804,43.13725490196079,31.37254901960784,26.47058823529412,60.78431372549019,10.784313725490197,15.68627450980392,18.62745098039216,45.09803921568628,18.62745098039216,90.19607843137256,78.43137254901961,16.666666666666664,41.17647058823529,61.76470588235294
alex muyl,6,0.7378,0.7876000000000001,-4.9793,0.0504,Nashville SC,mls,0.0071801685029163,-0.0059319507453013,0.0064160725858716,-0.0317070641607258,0.0086092028515878,-0.0051911860012961,1.2832145171743357,0.6999351911860013,0.0583279325988334,0.228896305897602,-0.1705683732987686,0.933246921581335,0.1749837977965003,0.1007556707712249,0.0742281270252754,0.0254893065456902,0.1097265068049254,0.9329086195722618,0.1017939079714841,25.13933895009721,29.0,6.96,10.919540229885058,8.620689655172415,66.66666666666666,47.12643678160919,40.80459770114943,76.4367816091954,65.51724137931035,81.60919540229885,23.5632183908046,68.39080459770115,13.79310344827586,17.24137931034483,39.08045977011494,21.83908045977012,54.02298850574713,30.45977011494253,37.93103448275862,66.66666666666666,45.97701149425287,51.72413793103448,68.96551724137932,16.666666666666664
tom pearce,6,0.6417,0.6602,-1.8418,0.0478,CF Montréal,mls,-0.022410447761194,3.358208955223881e-05,0.0072985074626865,0.0017462686567164,-0.0261716417910447,0.0020149253731343,2.126865671641791,1.007462686567164,0.0,0.1159253731343283,-0.1159253731343283,1.119402985074627,0.1119402985074626,0.1569738805970149,-0.0450335820895522,0.0,0.0670074626865671,2.4782574626865674,0.2358358208955223,35.93283582089552,27.0,6.53,47.12643678160919,22.41379310344828,70.6896551724138,96.55172413793105,63.793103448275865,0.0,0.0,59.77011494252874,94.82758620689656,36.7816091954023,13.218390804597702,13.79310344827586,4.597701149425287,45.97701149425287,33.90804597701149,35.05747126436782,40.22988505747127,50.57471264367817,33.90804597701149,2.2988505747126435,40.22988505747127,90.80459770114942
marcel hartel,0,0.7547,0.7541,0.0609,0.0992,St. Louis City SC,mls,-0.0145943491422805,-0.0037235116044399,-0.0049540867810292,0.0258738647830474,-0.0042865792129162,-0.0020842583249243,1.5438950554994952,0.5903128153380424,0.0908173562058526,0.1705595358224016,-0.0797421796165489,2.3158425832492435,0.0454086781029263,0.2451342078708375,-0.1997255297679111,0.0386337033299697,0.1125590312815338,0.8198082744702321,0.1388779011099899,43.319878910191726,29.0,7.14,35.05747126436782,63.2183908045977,100.0,91.95402298850574,66.66666666666666,49.42528735632184,24.71264367816092,77.01149425287356,73.5632183908046,11.494252873563218,10.344827586206897,89.08045977011494,1.1494252873563218,19.54022988505747,8.045977011494253,10.344827586206897,28.160919540229884,70.11494252873564,1.7241379310344829,22.988505747126435,62.643678160919535,85.63218390804597
gonzalo lujan,1,0.9051,0.874,3.108,0.0812,Inter Miami CF,mls,0.0018704347826086,0.0056191304347826,-0.0789182608695652,0.0016826086956521,-0.0092426086956521,-0.0025904347826086,0.391304347826087,0.1565217391304348,0.0,0.0224530434782608,-0.0224530434782608,0.0782608695652174,0.0,0.0018078260869565,-0.0018078260869565,0.0,0.0198,1.668811304347826,0.4168252173913043,53.60869565217392,24.0,6.82,48.52941176470589,74.26470588235294,35.294117647058826,0.0,0.0,66.17647058823529,57.35294117647059,22.058823529411764,56.61764705882353,19.11764705882353,91.17647058823528,70.58823529411765,61.76470588235294,74.26470588235294,37.5,33.088235294117645,30.14705882352941,0.0,44.85294117647059,61.02941176470589,93.38235294117648,76.47058823529412
tsiki ntsabeleng,2,0.8,0.8453,-4.5323,0.0282,FC Dallas,mls,0.0345903614457831,0.0008457831325301,-0.0560602409638554,-0.0175662650602409,0.0013012048192771,0.0058987951807228,1.3012048192771084,0.2168674698795181,0.0,0.2058939759036144,-0.2058939759036144,0.6506024096385542,0.0,0.0622626506024096,-0.0622626506024096,0.0,0.2487903614457831,3.764515662650602,0.9542602409638554,34.6987951807229,27.0,6.52,29.310344827586203,18.96551724137931,63.793103448275865,65.51724137931035,100.0,40.22988505747127,43.67816091954023,76.4367816091954,53.44827586206896,59.77011494252874,60.3448275862069,35.05747126436782,60.3448275862069,71.26436781609196,62.06896551724138,94.82758620689656,88.50574712643679,86.20689655172413,48.27586206896552,33.90804597701149,0.0,17.81609195402299
besard sabovic,2,0.8331000000000001,0.8297,0.3373,0.0711,Austin FC,mls,-0.0026897289586305,0.0044614835948644,0.0288680456490727,-0.0204714693295292,-0.0227760342368045,-0.0110734664764621,0.8987161198288159,0.1925820256776034,0.0,0.0413922967189729,-0.0413922967189729,0.6419400855920114,0.0,0.0610934379457917,-0.0610934379457917,0.0,0.0297667617689015,1.25214907275321,0.3049664764621969,39.222539229671895,27.0,6.72,44.2528735632184,20.689655172413797,43.103448275862064,56.32183908045977,87.93103448275862,30.45977011494253,81.03448275862068,27.011494252873565,88.50574712643679,86.20689655172413,48.85057471264368,40.80459770114943,58.04597701149425,66.66666666666666,52.87356321839081,54.02298850574713,26.436781609195403,46.55172413793103,94.82758620689656,20.689655172413797,24.13793103448276,81.60919540229885
manu garcia,2,0.8132,0.7992,1.3965,0.1038,Sporting Kansas City,mls,-0.008450487429451,0.0150723447922011,-0.017806054386865,0.0743088763468445,-0.0145643919958953,-0.0131883016931759,0.7388404309902513,0.2308876346844535,0.0923550538737814,0.0654982042072857,0.0268568496664956,1.4315033350436122,0.2308876346844535,0.1685525910723448,0.0623350436121087,0.0294935864545921,0.0312575679835813,0.9598830169317598,0.3381210877373011,45.48486403283735,27.0,7.35,95.40229885057472,95.97701149425288,87.35632183908046,74.71264367816092,65.51724137931035,93.10344827586206,43.103448275862064,47.12643678160919,17.81609195402299,89.08045977011494,44.2528735632184,86.20689655172413,68.96551724137932,48.85057471264368,8.620689655172415,8.620689655172415,12.06896551724138,43.67816091954023,27.58620689655172,38.50574712643678,78.16091954022988,51.14942528735632
ian harkes,2,0.8094,0.807,0.2335,0.0708,San Jose Earthquakes,mls,-0.007274740484429,-0.0129674740484429,-0.0037619377162629,0.0006664359861591,-0.0180186851211072,0.0017314878892733,1.1833910034602075,0.4359861591695501,0.0622837370242214,0.0542989619377162,0.0079847750865051,0.9965397923875432,0.1245674740484429,0.1223314878892733,0.0022359861591695,0.0326865051903114,0.0342311418685121,1.0572103806228372,0.2409010380622837,37.24567474048443,30.0,6.78,21.83908045977012,12.643678160919542,72.41379310344827,66.66666666666666,96.55172413793105,17.24137931034483,19.54022988505747,45.40229885057471,25.287356321839084,47.70114942528736,15.517241379310343,8.620689655172415,19.54022988505747,27.58620689655172,78.73563218390804,79.3103448275862,47.12643678160919,61.49425287356321,68.39080459770115,50.0,66.66666666666666,40.22988505747127
zavier gozo,0,0.6516000000000001,0.6939000000000001,-4.2352,0.048,Real Salt Lake,mls,-0.0214210526315789,-0.0148508771929824,-0.0015087719298245,-0.0301929824561403,0.0326578947368421,0.0215438596491228,2.1929824561403506,1.1403508771929824,0.175438596491228,0.2929122807017544,-0.1174736842105263,0.6140350877192982,0.0,0.0487456140350877,-0.0487456140350877,0.025219298245614,0.1935350877192982,1.3646578947368422,0.0037631578947368,19.385964912280706,18.0,6.85,10.476190476190476,15.23809523809524,18.09523809523809,47.61904761904761,28.57142857142857,73.33333333333333,74.28571428571429,75.23809523809524,60.95238095238096,27.61904761904762,84.76190476190476,10.476190476190476,86.66666666666667,48.57142857142857,80.95238095238095,62.85714285714285,74.28571428571429,38.095238095238095,91.42857142857144,38.095238095238095,76.19047619047619,2.857142857142857
antony,6,0.7616,0.8098000000000001,-4.8211,0.0749,Portland Timbers FC,mls,-0.0518904382470119,-0.0213525896414342,-0.0013984063745019,-0.0423705179282868,0.0260856573705179,0.0228705179282868,2.450199203187251,1.195219123505976,0.3585657370517928,0.2815517928286852,0.0770139442231075,1.0756972111553784,0.298804780876494,0.1032191235059761,0.1955856573705179,0.1656513944223107,0.1895438247011952,0.939914342629482,-0.081902390438247,34.8406374501992,23.0,7.49,33.33333333333333,24.761904761904763,40.95238095238095,18.09523809523809,35.23809523809524,94.28571428571428,55.23809523809524,63.8095238095238,25.71428571428571,46.66666666666666,80.0,44.761904761904766,85.71428571428571,38.095238095238095,47.61904761904761,40.0,51.42857142857142,50.47619047619048,79.04761904761905,96.1904761904762,60.0,20.952380952380956
justin rasmussen,4,0.6429,0.6726000000000001,-2.9785,0.0299,Oakland Roots SC,uslc,-0.0238942065491183,-0.004896725440806,0.0758765743073047,0.05316120906801,-0.0195188916876574,-0.0153022670025188,0.6801007556675063,0.2267002518891687,0.2267002518891687,0.0337556675062972,0.1929445843828715,1.1335012594458438,0.0,0.2046876574307304,-0.2046876574307304,0.1467884130982368,0.0125591939546599,5.558350125944584,1.354624685138539,25.3904282115869,26.0,6.34,13.636363636363637,4.545454545454546,87.87878787878788,75.75757575757575,71.21212121212122,0.0,0.0,33.33333333333333,48.48484848484848,15.151515151515152,21.21212121212121,25.75757575757576,10.606060606060606,31.818181818181817,57.57575757575758,83.33333333333334,48.48484848484848,0.0,27.27272727272727,10.606060606060606,68.18181818181817,80.3030303030303
lucas sanabria,3,0.8667,0.8693000000000001,-0.261,0.0517,LA Galaxy,mls,-0.0047717391304347,-0.0040108695652173,-0.0080978260869565,-0.0512608695652173,0.0136086956521739,-0.011195652173913,0.4347826086956521,0.217391304347826,0.108695652173913,0.0554239130434782,0.0532717391304347,0.3260869565217391,0.0,0.061641304347826,-0.061641304347826,0.0680760869565217,0.0349782608695652,1.8668478260869563,0.1093260869565217,37.5,21.0,6.48,35.63218390804598,93.10344827586206,13.218390804597702,0.0,0.0,32.758620689655174,66.0919540229885,33.90804597701149,54.59770114942529,54.59770114942529,83.9080459770115,33.90804597701149,68.39080459770115,76.4367816091954,23.5632183908046,13.218390804597702,66.0919540229885,0.0,61.49425287356321,49.42528735632184,55.172413793103445,52.87356321839081
telasco segovia,6,0.8767,0.8594,1.7276,0.0553,Inter Miami CF,mls,-0.0148861171366594,-0.0064327548806941,0.0036117136659436,-0.0683394793926247,-0.0059642082429501,-0.0086583514099783,1.1713665943600868,0.5856832971800434,0.3904555314533622,0.1320520607375271,0.2584034707158351,1.6594360086767894,0.2928416485900217,0.1701214750542299,0.1227201735357917,0.414790672451193,0.108117136659436,1.7020444685466374,-0.0476355748373102,49.88069414316704,22.0,7.01,63.2183908045977,74.13793103448276,83.9080459770115,72.41379310344827,66.0919540229885,85.63218390804597,88.50574712643679,84.48275862068965,11.494252873563218,24.13793103448276,43.67816091954023,52.29885057471264,38.50574712643678,22.41379310344828,43.103448275862064,43.103448275862064,11.494252873563218,59.195402298850574,85.63218390804597,27.58620689655172,89.65517241379311,74.13793103448276
justin haak,1,0.8575,0.8565,0.1083,0.0979,New York City FC,mls,-0.000953488372093,0.0060558139534883,0.0515348837209302,0.0131255813953488,-0.0051953488372093,0.0001348837209302,0.4651162790697674,0.0930232558139534,0.0,0.0394790697674418,-0.0394790697674418,0.3255813953488372,0.1395348837209302,0.0906697674418604,0.0488651162790697,0.0,0.017353488372093,0.9473813953488373,0.335339534883721,48.97674418604652,23.0,6.99,22.794117647058822,18.38235294117647,76.47058823529412,0.0,0.0,82.35294117647058,54.41176470588235,55.88235294117647,5.88235294117647,85.29411764705883,42.64705882352941,19.11764705882353,59.55882352941176,26.47058823529412,27.205882352941178,44.11764705882353,66.17647058823529,82.35294117647058,61.76470588235294,74.26470588235294,70.58823529411765,22.058823529411764
philip zinckernagel,6,0.6573,0.7095,-5.2196,0.0703,Chicago Fire FC,mls,0.0130212765957446,-0.0116993822923816,0.0002594371997254,-0.0085120109814687,-0.0091173644474948,0.0232443376801647,2.2237474262182566,0.9265614275909404,0.4941660947151681,0.2007673301304049,0.2933987645847632,2.0384351407000687,0.3706245710363761,0.3319066575154427,0.0387179135209334,0.1447783115991763,0.0932429649965682,1.1094770075497598,0.0387735072065888,30.638297872340424,30.0,7.45,29.52380952380953,35.23809523809524,89.52380952380953,89.52380952380953,55.23809523809524,77.14285714285715,60.95238095238096,62.85714285714285,9.523809523809524,57.14285714285714,60.0,50.47619047619048,64.76190476190476,19.047619047619047,20.0,35.23809523809524,16.19047619047619,79.04761904761905,93.33333333333331,46.66666666666666,47.61904761904761,10.476190476190476
