name,rating,Goals_percentile,Shots_percentile,Shots on target_percentile,Assists_percentile,Accurate passes_percentile,Pass accuracy_percentile,Accurate long balls_percentile,Long ball accuracy_percentile,Chances created_percentile,Successful crosses_percentile,Cross accuracy_percentile,Dribbles_percentile,Dribbles success rate_percentile,Touches_percentile,Touches in opposition box_percentile,Dispossessed_percentile,Fouls won_percentile,Tackles won_percentile,Tackles won %_percentile,Duels won_percentile,Duels won %_percentile,Aerials won_percentile,Aerials won %_percentile,Interceptions_percentile,Blocked scoring attempt_percentile,Fouls committed_percentile,Recoveries_percentile,Possession won final 3rd_percentile,Dribbled past_percentile,Yellow cards_percentile,Red cards_percentile,Penalty goals_percentile,Penalties awarded_percentile,Penalties conceded_percentile
Rodrigo Da Costa,6.86,88.28125,92.1875,89.84375,78.90625,32.8125,9.375,26.5625,17.1875,91.40625,75.78125,66.40625,19.53125,22.65625,49.21875,76.5625,59.375,88.28125,17.1875,35.9375,79.6875,42.96875,92.96875,33.59375,NA,48.4375,0.78125,67.96875,84.375,3.90625,23.4375,100,NA,NA,NA
Grant Robinson,6.85,0,54.54545454545454,81.81818181818183,84.84848484848484,78.78787878787878,66.66666666666666,95.45454545454544,89.39393939393939,50,68.18181818181817,48.48484848484848,74.24242424242425,71.21212121212122,84.84848484848484,62.121212121212125,53.03030303030303,13.636363636363637,63.63636363636363,68.18181818181817,30.303030303030305,19.696969696969695,43.93939393939394,27.27272727272727,31.818181818181817,NA,43.93939393939394,75.75757575757575,93.93939393939394,28.78787878787879,63.63636363636363,100,NA,NA,7.575757575757576
Abdoulaye Cissoko,6.85,0,94.79166666666666,NA,0,3.125,41.66666666666667,17.708333333333336,29.166666666666668,NA,NA,NA,NA,NA,3.125,92.70833333333334,46.875,100,44.79166666666667,85.41666666666666,92.70833333333334,42.70833333333333,79.16666666666666,25,83.33333333333334,95.83333333333334,61.458333333333336,63.541666666666664,NA,44.79166666666667,15.625,100,NA,NA,2.083333333333333
Bruno Rendon,6.85,76.5625,67.1875,75,0,10.9375,11.71875,50.78125,42.96875,28.125,46.875,31.25,55.46875,15.625,20.3125,85.9375,91.40625,42.1875,71.875,57.03125,75.78125,49.21875,87.5,57.03125,35.9375,26.5625,56.25,37.5,25,62.5,53.125,100,NA,NA,NA
Brunallergene Etou,6.85,0,30.303030303030305,54.54545454545454,78.78787878787878,19.696969696969695,6.0606060606060606,28.78787878787879,3.0303030303030303,45.45454545454545,72.72727272727273,51.51515151515152,80.3030303030303,22.727272727272727,62.121212121212125,89.39393939393939,43.93939393939394,100,93.93939393939394,92.42424242424242,93.93939393939394,80.3030303030303,80.3030303030303,60.60606060606061,65.15151515151516,NA,48.48484848484848,59.09090909090909,95.45454545454544,87.87878787878788,100,100,NA,NA,NA
John Scearce,6.85,69.53125,57.8125,45.3125,0,43.75,51.5625,53.90625,82.8125,17.96875,NA,NA,NA,NA,35.15625,64.84375,71.875,67.96875,60.9375,23.4375,86.71875,93.75,94.53125,89.0625,33.59375,71.875,36.71875,20.3125,30.46875,64.0625,43.75,100,NA,NA,NA
Cristian Parano,6.85,68.62745098039215,70.58823529411765,58.82352941176471,0,79.41176470588235,96.07843137254902,18.62745098039216,42.15686274509804,6.862745098039216,54.90196078431373,59.80392156862745,97.05882352941175,88.23529411764706,72.54901960784314,57.84313725490197,8.823529411764707,85.29411764705883,56.86274509803921,43.13725490196079,89.2156862745098,77.45098039215686,12.745098039215684,11.76470588235294,53.92156862745098,73.52941176470588,63.725490196078425,58.82352941176471,87.25490196078431,46.07843137254902,48.03921568627451,100,NA,NA,1.96078431372549
Alex Villanueva,6.84,71.21212121212122,87.87878787878788,83.33333333333334,71.21212121212122,30.303030303030305,71.21212121212122,39.39393939393939,78.78787878787878,54.54545454545454,62.121212121212125,34.84848484848485,90.9090909090909,42.42424242424242,27.27272727272727,87.87878787878788,9.090909090909092,50,40.909090909090914,45.45454545454545,54.54545454545454,22.727272727272727,30.303030303030305,39.39393939393939,28.78787878787879,56.060606060606055,36.36363636363637,45.45454545454545,36.36363636363637,34.84848484848485,43.93939393939394,100,NA,NA,NA
Alvaro Quezada,6.84,0,84.84848484848484,NA,0,66.66666666666666,65.15151515151516,45.45454545454545,36.36363636363637,74.24242424242425,40.909090909090914,30.303030303030305,69.6969696969697,83.33333333333334,71.21212121212122,51.51515151515152,34.84848484848485,59.09090909090909,96.96969696969695,39.39393939393939,72.72727272727273,78.78787878787878,1.5151515151515151,1.5151515151515151,69.6969696969697,93.93939393939394,69.6969696969697,60.60606060606061,NA,43.93939393939394,36.36363636363637,100,NA,NA,NA
Tommy McCabe,6.83,0,44.53125,35.15625,0,96.875,95.3125,85.9375,71.875,52.34375,NA,NA,12.5,53.125,87.5,25.78125,86.71875,9.375,21.875,42.96875,3.125,25,50,32.8125,51.5625,48.4375,22.65625,22.65625,39.84375,57.8125,77.34375,100,NA,NA,NA
Jonathan Ricketts,6.83,0,43.93939393939394,66.66666666666666,0,21.21212121212121,3.0303030303030303,62.121212121212125,15.151515151515152,21.21212121212121,33.33333333333333,81.81818181818183,NA,NA,21.21212121212121,68.18181818181817,83.33333333333334,16.666666666666664,36.36363636363637,62.121212121212125,43.93939393939394,53.03030303030303,89.39393939393939,77.27272727272727,71.21212121212122,NA,81.81818181818183,22.727272727272727,59.09090909090909,74.24242424242425,31.818181818181817,100,NA,NA,NA
Bobosi Byaruhanga,6.83,0,68.75,38.28125,0,34.375,23.4375,78.125,44.53125,11.71875,NA,NA,41.40625,43.75,37.5,42.1875,88.28125,21.09375,75,34.375,37.5,27.34375,33.59375,17.96875,93.75,89.0625,84.375,71.09375,47.65625,21.875,42.1875,100,NA,NA,NA
Evan Davila,6.83,0,82.8125,35.9375,0,42.1875,55.46875,37.5,30.46875,54.6875,37.5,32.8125,83.59375,75.78125,29.6875,46.09375,89.84375,40.625,23.4375,42.96875,47.65625,55.46875,71.09375,46.09375,32.03125,92.1875,12.5,94.53125,66.40625,24.21875,75.78125,100,NA,NA,NA
Kevin Partida,6.83,0,16.40625,NA,67.1875,48.4375,56.25,17.96875,10.9375,14.0625,31.25,56.25,53.125,77.34375,39.84375,11.71875,75,78.90625,56.25,42.1875,68.75,64.0625,62.5,34.375,82.8125,51.5625,79.6875,54.6875,22.65625,66.40625,39.84375,100,NA,NA,NA
Jeciel Cedeno,6.83,54.90196078431373,68.62745098039215,64.70588235294117,50,66.66666666666666,62.74509803921568,75.49019607843137,85.29411764705883,58.82352941176471,88.23529411764706,87.25490196078431,30.392156862745097,27.450980392156865,63.725490196078425,27.450980392156865,72.54901960784314,92.15686274509804,14.705882352941178,30.392156862745097,42.15686274509804,62.74509803921568,15.68627450980392,9.803921568627452,43.13725490196079,50.98039215686274,26.47058823529412,36.27450980392157,24.509803921568626,21.568627450980394,100,100,NA,88.23529411764706,NA
Younes Boudadi,6.83,0,13.636363636363637,50,0,48.48484848484848,57.57575757575758,90.9090909090909,78.78787878787878,15.151515151515152,NA,NA,36.36363636363637,74.24242424242425,24.24242424242424,13.636363636363637,100,24.24242424242424,68.18181818181817,36.36363636363637,37.878787878787875,63.63636363636363,36.36363636363637,22.727272727272727,87.87878787878788,NA,66.66666666666666,9.090909090909092,51.51515151515152,69.6969696969697,25.75757575757576,100,NA,NA,NA
Matthew Real,6.83,78.78787878787878,83.33333333333334,80.3030303030303,74.24242424242425,42.42424242424242,12.12121212121212,68.18181818181817,31.818181818181817,65.15151515151516,80.3030303030303,75.75757575757575,15.151515151515152,50,45.45454545454545,54.54545454545454,71.21212121212122,40.909090909090914,95.45454545454544,48.48484848484848,69.6969696969697,71.21212121212122,45.45454545454545,54.54545454545454,12.12121212121212,62.121212121212125,78.78787878787878,72.72727272727273,43.93939393939394,42.42424242424242,33.33333333333333,1.5151515151515151,NA,NA,NA
Edwin Laszo,6.82,0,50,NA,71.875,72.65625,27.34375,94.53125,56.25,31.25,35.15625,73.4375,85.15625,79.6875,84.375,36.71875,24.21875,57.8125,65.625,57.03125,90.625,32.03125,90.625,57.8125,78.125,57.8125,92.1875,100,NA,8.59375,13.28125,100,NA,NA,2.34375
Adrian Rebollar,6.82,82.03125,39.0625,40.625,0,1.5625,4.6875,18.75,17.1875,40.625,48.4375,32.03125,73.4375,22.65625,3.125,85.15625,7.8125,91.40625,57.8125,42.96875,72.65625,44.53125,7.8125,11.71875,75,64.84375,78.125,64.84375,90.625,78.125,51.5625,100,NA,NA,NA
Nicolas Firmino,6.82,50.98039215686274,67.64705882352942,39.21568627450981,0,90.19607843137256,97.05882352941175,68.62745098039215,45.09803921568628,23.52941176470588,27.450980392156865,78.43137254901961,56.86274509803921,70.58823529411765,82.35294117647058,61.76470588235294,9.803921568627452,38.23529411764706,62.74509803921568,30.392156862745097,52.94117647058824,63.725490196078425,50,77.45098039215686,93.1372549019608,83.33333333333334,42.15686274509804,55.88235294117647,56.86274509803921,48.03921568627451,44.11764705882353,100,NA,NA,NA
Wolfgang Prentice,6.82,79.41176470588235,15.68627450980392,45.09803921568628,46.07843137254902,30.392156862745097,22.54901960784314,37.25490196078432,30.392156862745097,16.666666666666664,42.15686274509804,35.294117647058826,54.90196078431373,27.450980392156865,31.37254901960784,31.37254901960784,28.431372549019606,61.76470588235294,83.33333333333334,58.82352941176471,64.70588235294117,58.82352941176471,53.92156862745098,73.52941176470588,64.70588235294117,20.588235294117645,33.33333333333333,34.31372549019608,13.725490196078432,14.705882352941178,40.19607843137255,100,NA,NA,NA
Jansen Wilson,6.82,61.76470588235294,71.56862745098039,70.58823529411765,85.29411764705883,18.62745098039216,5.88235294117647,32.35294117647059,13.725490196078432,71.56862745098039,62.74509803921568,42.15686274509804,8.823529411764707,8.823529411764707,16.666666666666664,56.86274509803921,55.88235294117647,12.745098039215684,35.294117647058826,34.31372549019608,8.823529411764707,4.901960784313726,37.25490196078432,19.607843137254903,65.68627450980392,44.11764705882353,44.11764705882353,45.09803921568628,81.37254901960785,23.52941176470588,62.74509803921568,100,NA,NA,NA
Quenzi Huerman,6.81,0,96.07843137254902,74.50980392156863,59.80392156862745,77.45098039215686,76.47058823529412,90.19607843137256,90.19607843137256,86.27450980392157,64.70588235294117,27.450980392156865,85.29411764705883,95.09803921568628,78.43137254901961,75.49019607843137,32.35294117647059,26.47058823529412,95.09803921568628,59.80392156862745,78.43137254901961,84.31372549019608,70.58823529411765,67.64705882352942,77.45098039215686,34.31372549019608,58.82352941176471,68.62745098039215,60.78431372549019,78.43137254901961,58.82352941176471,100,NA,93.1372549019608,NA
Dawson McCartney,6.81,49.01960784313725,25.49019607843137,21.568627450980394,61.76470588235294,69.6078431372549,66.66666666666666,33.33333333333333,14.705882352941178,38.23529411764706,25.49019607843137,25.49019607843137,35.294117647058826,53.92156862745098,66.66666666666666,11.76470588235294,87.25490196078431,37.25490196078432,48.03921568627451,44.11764705882353,32.35294117647059,31.37254901960784,55.88235294117647,43.13725490196079,54.90196078431373,NA,48.03921568627451,70.58823529411765,26.47058823529412,9.803921568627452,100,100,NA,NA,NA
Diego Mercado,6.81,0,30.46875,42.96875,0,57.03125,60.9375,72.65625,60.9375,32.03125,NA,NA,78.90625,83.59375,50,25,29.6875,31.25,78.90625,47.65625,70.3125,50.78125,73.4375,83.59375,94.53125,58.59375,89.84375,81.25,29.6875,30.46875,20.3125,7.03125,NA,NA,3.125
Almir Soto,6.81,0,45.3125,31.25,59.375,63.28125,60.15625,75,43.75,38.28125,46.09375,89.0625,24.21875,43.75,44.53125,17.96875,79.6875,7.03125,86.71875,69.53125,17.1875,22.65625,31.25,47.65625,59.375,64.0625,71.875,72.65625,51.5625,6.25,54.6875,100,NA,NA,NA
Valentin Noel,6.8,60.15625,87.5,82.8125,56.25,30.46875,63.28125,92.1875,92.96875,63.28125,55.46875,52.34375,75,50.78125,17.1875,50,25.78125,41.40625,16.40625,89.0625,11.71875,26.5625,16.40625,51.5625,10.9375,85.9375,32.03125,17.96875,64.84375,85.15625,37.5,100,95.3125,NA,NA
Nicolas Cardona,6.8,0,18.181818181818183,NA,0,4.545454545454546,22.727272727272727,27.27272727272727,40.909090909090914,59.09090909090909,NA,NA,NA,NA,12.12121212121212,NA,66.66666666666666,69.6969696969697,100,90.9090909090909,83.33333333333334,50,25.75757575757576,30.303030303030305,89.39393939393939,NA,86.36363636363636,36.36363636363637,78.78787878787878,4.545454545454546,28.78787878787879,100,NA,NA,NA
Jake LaCava,6.8,46.07843137254902,45.09803921568628,23.52941176470588,56.86274509803921,3.92156862745098,30.392156862745097,15.68627450980392,51.9607843137255,20.588235294117645,40.19607843137255,43.13725490196079,24.509803921568626,81.37254901960785,1.96078431372549,68.62745098039215,79.41176470588235,60.78431372549019,13.725490196078432,67.64705882352942,17.647058823529413,64.70588235294117,34.31372549019608,36.27450980392157,29.411764705882355,66.66666666666666,15.68627450980392,27.450980392156865,52.94117647058824,36.27450980392157,60.78431372549019,100,NA,92.15686274509804,NA
Robert Coronado,6.8,74.21875,32.03125,53.125,0,71.09375,91.40625,80.46875,81.25,62.5,NA,NA,23.4375,53.125,47.65625,8.59375,63.28125,79.6875,54.6875,21.09375,55.46875,96.875,17.1875,94.53125,67.1875,25.78125,39.84375,63.28125,24.21875,84.375,55.46875,100,NA,NA,NA
Marco Micaletto,6.79,96.875,78.90625,79.6875,0,27.34375,31.25,84.375,73.4375,78.90625,81.25,48.4375,54.6875,37.5,38.28125,60.15625,15.625,73.4375,8.59375,28.125,25.78125,21.875,39.0625,26.5625,32.8125,82.03125,66.40625,42.96875,61.71875,64.84375,45.3125,100,96.875,95.3125,NA
Shawn Smart,6.79,0,49.21875,39.0625,0,40.625,71.09375,34.375,21.875,19.53125,NA,NA,69.53125,17.96875,83.59375,48.4375,23.4375,97.65625,92.1875,74.21875,92.1875,61.71875,25,11.71875,78.90625,79.6875,37.5,35.9375,NA,43.75,72.65625,100,NA,NA,NA
Devon Williams,6.79,0,24.21875,45.3125,0,96.09375,93.75,68.75,67.96875,8.59375,NA,NA,37.5,71.09375,86.71875,23.4375,92.1875,14.84375,7.03125,9.375,4.6875,85.15625,50.78125,78.90625,33.59375,45.3125,2.34375,92.96875,72.65625,80.46875,66.40625,100,NA,NA,NA
Jurgen Damm,6.79,51.9607843137255,14.705882352941178,44.11764705882353,64.70588235294117,78.43137254901961,68.62745098039215,45.09803921568628,21.568627450980394,7.84313725490196,55.88235294117647,50,69.6078431372549,75.49019607843137,80.3921568627451,69.6078431372549,50.98039215686274,5.88235294117647,75.49019607843137,7.84313725490196,86.27450980392157,94.11764705882352,96.07843137254902,98.0392156862745,98.0392156862745,19.607843137254903,61.76470588235294,84.31372549019608,67.64705882352942,43.13725490196079,3.92156862745098,100,NA,NA,NA
Yanis Leerman,6.79,0,67.70833333333334,71.875,87.5,75,70.83333333333334,78.125,82.29166666666666,23.958333333333336,NA,NA,54.166666666666664,100,67.70833333333334,45.83333333333333,100,12.5,11.458333333333332,75,20.833333333333336,21.875,61.458333333333336,50,82.29166666666666,NA,90.625,42.70833333333333,NA,82.29166666666666,20.833333333333336,1.0416666666666663,NA,NA,7.291666666666667
Enzo Martinez,6.78,62.5,76.5625,57.8125,0,21.875,13.28125,87.5,61.71875,61.71875,28.90625,28.90625,39.84375,53.125,27.34375,70.3125,17.96875,63.28125,89.0625,75,64.84375,43.75,44.53125,28.90625,49.21875,60.9375,73.4375,52.34375,67.96875,28.125,60.15625,100,NA,NA,5.46875
Jackson Walti,6.78,0,26.5625,50,0,64.84375,37.5,42.96875,16.40625,27.34375,51.5625,62.5,66.40625,73.4375,65.625,32.03125,44.53125,21.875,45.3125,27.34375,31.25,31.25,56.25,71.09375,80.46875,32.03125,46.875,68.75,20.3125,7.03125,74.21875,100,NA,NA,NA
Gedion Zelalem,6.78,0,7.8125,NA,0,98.4375,85.15625,90.625,73.4375,14.84375,32.03125,32.8125,32.8125,74.21875,98.4375,NA,85.15625,16.40625,20.3125,10.9375,22.65625,46.875,70.3125,88.28125,57.03125,NA,85.15625,78.125,85.15625,38.28125,7.03125,100,NA,NA,NA
Aldair Sanchez,6.78,0,36.36363636363637,37.878787878787875,86.36363636363636,50,68.18181818181817,10.606060606060606,19.696969696969695,92.42424242424242,96.96969696969695,80.3030303030303,22.727272727272727,31.818181818181817,40.909090909090914,39.39393939393939,4.545454545454546,92.42424242424242,80.3030303030303,71.21212121212122,62.121212121212125,34.84848484848485,19.696969696969695,9.090909090909092,7.575757575757576,NA,68.18181818181817,43.93939393939394,37.878787878787875,71.21212121212122,16.666666666666664,100,NA,NA,NA
Rece Buckmaster,6.78,80.3030303030303,12.12121212121212,42.42424242424242,77.27272727272727,24.24242424242424,83.33333333333334,7.575757575757576,27.27272727272727,56.060606060606055,24.24242424242424,27.27272727272727,18.181818181818183,50,7.575757575757576,36.36363636363637,31.818181818181817,28.78787878787879,10.606060606060606,7.575757575757576,7.575757575757576,45.45454545454545,7.575757575757576,30.303030303030305,63.63636363636363,NA,16.666666666666664,12.12121212121212,NA,72.72727272727273,69.6969696969697,100,NA,NA,NA
James Musa,6.78,0,28.125,45.83333333333333,81.25,20.833333333333336,33.33333333333333,84.375,85.41666666666666,32.29166666666667,77.08333333333334,88.54166666666666,34.375,37.5,17.708333333333336,34.375,62.5,67.70833333333334,47.91666666666667,100,18.75,33.33333333333333,33.33333333333333,69.79166666666666,87.5,NA,81.25,10.416666666666668,88.54166666666666,41.66666666666667,14.583333333333334,100,NA,95.83333333333334,NA
Aime Mabika,6.77,0,73.95833333333334,NA,0,93.75,94.79166666666666,56.25,96.875,35.41666666666667,NA,NA,NA,NA,91.66666666666666,78.125,8.333333333333332,47.91666666666667,79.16666666666666,83.33333333333334,85.41666666666666,94.79166666666666,94.79166666666666,96.875,51.041666666666664,94.79166666666666,0,86.45833333333334,NA,48.95833333333333,100,100,NA,NA,NA
Lyam MacKinnon,6.77,57.692307692307686,86.53846153846155,73.07692307692307,0,9.615384615384617,3.8461538461538463,90.3846153846154,46.15384615384615,92.3076923076923,96.15384615384616,86.53846153846155,67.3076923076923,94.23076923076924,53.84615384615385,15.384615384615383,73.07692307692307,78.84615384615384,55.769230769230774,44.230769230769226,67.3076923076923,86.53846153846155,46.15384615384615,67.3076923076923,38.46153846153847,90.3846153846154,36.53846153846153,44.230769230769226,28.846153846153843,21.153846153846153,53.84615384615385,100,NA,NA,NA
Rio Hope-Gund,6.77,0,15.151515151515152,NA,0,93.93939393939394,72.72727272727273,87.87878787878788,63.63636363636363,NA,NA,NA,40.909090909090914,87.87878787878788,89.39393939393939,46.96969696969697,62.121212121212125,6.0606060606060606,57.57575757575758,84.84848484848484,13.636363636363637,60.60606060606061,63.63636363636363,72.72727272727273,37.878787878787875,71.21212121212122,51.51515151515152,89.39393939393939,54.54545454545454,78.78787878787878,100,100,NA,NA,NA
Bryce Washington,6.77,0,22.916666666666664,50,0,13.541666666666666,86.45833333333334,3.125,40.625,59.375,NA,NA,NA,NA,0,29.166666666666668,100,10.416666666666668,5.208333333333334,64.58333333333334,9.375,30.208333333333332,43.75,34.375,77.08333333333334,NA,21.875,4.166666666666666,NA,83.33333333333334,70.83333333333334,100,NA,NA,9.375
Jordan Scarlett,6.76,94.79166666666666,50,64.58333333333334,0,31.25,23.958333333333336,36.45833333333333,12.5,53.125,NA,NA,86.45833333333334,67.70833333333334,38.54166666666667,69.79166666666666,6.25,83.33333333333334,19.791666666666664,6.25,52.083333333333336,46.875,38.54166666666667,77.08333333333334,60.416666666666664,NA,47.91666666666667,77.08333333333334,75,29.166666666666668,73.95833333333334,100,NA,NA,10.416666666666668
Stephen Carroll,6.76,0,53.125,76.04166666666666,90.625,69.79166666666666,46.875,83.33333333333334,41.66666666666667,68.75,NA,NA,NA,NA,62.5,11.458333333333332,100,34.375,7.291666666666667,4.166666666666666,22.916666666666664,81.25,42.70833333333333,84.375,21.875,NA,30.208333333333332,93.75,NA,NA,100,100,NA,NA,NA
Kai Greene,6.76,69.79166666666666,41.66666666666667,39.58333333333333,0,53.125,67.70833333333334,33.33333333333333,47.91666666666667,41.66666666666667,75,88.54166666666666,71.875,66.66666666666666,54.166666666666664,42.70833333333333,42.70833333333333,23.958333333333336,70.83333333333334,42.70833333333333,72.91666666666666,50,81.25,52.083333333333336,67.70833333333334,NA,58.333333333333336,19.791666666666664,66.66666666666666,36.45833333333333,62.5,100,96.875,NA,NA
Patrick Hogan,6.76,78.125,57.291666666666664,69.79166666666666,0,11.458333333333332,21.875,31.25,32.29166666666667,39.58333333333333,NA,NA,NA,NA,7.291666666666667,86.45833333333334,100,16.666666666666664,33.33333333333333,59.375,46.875,58.333333333333336,78.125,78.125,70.83333333333334,NA,63.541666666666664,8.333333333333332,NA,57.291666666666664,48.95833333333333,100,NA,NA,NA
Phanuel Kavita,6.76,83.33333333333334,11.458333333333332,54.166666666666664,0,54.166666666666664,93.75,6.25,15.625,NA,NA,NA,44.79166666666667,37.5,33.33333333333333,10.416666666666668,38.54166666666667,20.833333333333336,56.25,100,12.5,11.458333333333332,26.041666666666668,23.958333333333336,5.208333333333334,NA,84.375,37.5,84.375,NA,64.58333333333334,100,NA,NA,NA
Albert Dikwa,6.75,25,38.46153846153847,76.92307692307693,80.76923076923077,15.384615384615383,5.769230769230769,28.846153846153843,28.846153846153843,61.53846153846154,63.46153846153846,75,34.61538461538461,40.38461538461539,25,78.84615384615384,84.61538461538461,65.38461538461539,48.07692307692308,73.07692307692307,36.53846153846153,82.6923076923077,38.46153846153847,46.15384615384615,44.230769230769226,32.69230769230769,17.307692307692307,36.53846153846153,53.84615384615385,82.6923076923077,100,100,NA,NA,NA
Cristian Vazquez,6.75,0,91.66666666666666,89.58333333333334,97.91666666666666,6.25,59.375,15.625,86.45833333333334,96.875,96.875,94.79166666666666,100,65.625,6.25,88.54166666666666,2.083333333333333,96.875,45.83333333333333,100,55.208333333333336,20.833333333333336,0,0,29.166666666666668,89.58333333333334,39.58333333333333,65.625,92.70833333333334,10.416666666666668,3.125,100,NA,NA,NA
Matias Romero,6.75,64.84375,17.96875,30.46875,0,65.625,71.875,32.03125,25,45.3125,64.84375,60.9375,74.21875,65.625,62.5,24.21875,35.15625,25,27.34375,70.3125,9.375,14.84375,10.9375,9.375,91.40625,36.71875,16.40625,86.71875,71.09375,42.1875,57.03125,7.8125,NA,NA,NA
Roberto Avila,6.75,28.846153846153843,80.76923076923077,51.92307692307693,84.61538461538461,48.07692307692308,36.53846153846153,69.23076923076923,75,73.07692307692307,51.92307692307693,46.15384615384615,96.15384615384616,63.46153846153846,63.46153846153846,76.92307692307693,32.69230769230769,73.07692307692307,88.46153846153845,55.769230769230774,78.84615384615384,59.61538461538461,23.076923076923077,19.230769230769234,30.76923076923077,75,61.53846153846154,28.846153846153843,55.769230769230774,13.461538461538462,65.38461538461539,100,NA,NA,NA
Robert Castellanos,6.75,0,66.66666666666666,NA,0,80.20833333333334,64.58333333333334,91.66666666666666,84.375,36.45833333333333,NA,NA,39.58333333333333,37.5,80.20833333333334,71.875,52.083333333333336,50,3.125,2.083333333333333,58.333333333333336,71.875,86.45833333333334,55.208333333333336,52.083333333333336,76.04166666666666,13.541666666666666,79.16666666666666,NA,77.08333333333334,72.91666666666666,100,NA,NA,NA
Nicky Hernandez,6.74,0,59.375,62.5,80.46875,37.5,69.53125,63.28125,86.71875,44.53125,44.53125,66.40625,53.90625,35.9375,22.65625,21.875,74.21875,68.75,42.1875,35.9375,52.34375,69.53125,54.6875,48.4375,69.53125,24.21875,30.46875,58.59375,52.34375,75,11.71875,100,NA,NA,NA
Kendall Burks,6.74,0,13.541666666666666,NA,0,94.79166666666666,91.66666666666666,58.333333333333336,70.83333333333334,28.125,NA,NA,31.25,37.5,90.625,19.791666666666664,42.70833333333333,23.958333333333336,29.166666666666668,13.541666666666666,30.208333333333332,31.25,48.95833333333333,38.54166666666667,38.54166666666667,NA,35.41666666666667,60.416666666666664,66.66666666666666,36.45833333333333,26.041666666666668,100,NA,NA,17.708333333333336
Ollie Bassett,6.74,65.625,82.03125,78.90625,84.375,58.59375,65.625,41.40625,92.1875,85.9375,66.40625,43.75,60.9375,29.6875,56.25,68.75,19.53125,14.0625,7.8125,13.28125,1.5625,2.34375,7.03125,22.65625,21.09375,96.875,42.96875,21.875,28.90625,32.8125,27.34375,100,NA,NA,NA
Giordano Colli,6.74,0,51.5625,64.84375,63.28125,21.09375,7.03125,44.53125,28.125,83.59375,96.09375,82.8125,28.90625,32.8125,30.46875,35.15625,47.65625,35.15625,40.625,13.28125,32.8125,20.3125,60.9375,20.3125,53.90625,44.53125,49.21875,26.5625,43.75,25.78125,28.90625,100,NA,NA,NA
Sami Guediri,6.74,0,56.060606060606055,59.09090909090909,0,46.96969696969697,15.151515151515152,50,24.24242424242424,39.39393939393939,42.42424242424242,74.24242424242425,87.87878787878788,74.24242424242425,75.75757575757575,37.878787878787875,50,21.21212121212121,84.84848484848484,43.93939393939394,77.27272727272727,24.24242424242424,77.27272727272727,33.33333333333333,90.9090909090909,NA,87.87878787878788,84.84848484848484,74.24242424242425,10.606060606060606,100,100,NA,NA,NA
Devon Amoo-Mensah,6.74,0,50,47.91666666666667,0,66.66666666666666,44.79166666666667,41.66666666666667,30.208333333333332,53.125,NA,NA,38.54166666666667,30.208333333333332,68.75,52.083333333333336,10.416666666666668,89.58333333333334,27.083333333333332,83.33333333333334,65.625,53.125,66.66666666666666,56.25,60.416666666666664,61.458333333333336,47.91666666666667,44.79166666666667,75,84.375,55.208333333333336,100,NA,NA,NA
Thomas Vancaeyezeele,6.74,0,36.71875,52.34375,68.75,59.375,49.21875,52.34375,27.34375,37.5,45.3125,37.5,33.59375,53.125,60.9375,42.96875,64.0625,10.15625,67.96875,57.03125,51.5625,84.375,85.9375,85.15625,92.96875,67.1875,14.0625,53.125,70.3125,65.625,100,100,NA,NA,NA
Ethan Zubak,6.73,75,51.92307692307693,71.15384615384616,0,65.38461538461539,59.61538461538461,51.92307692307693,78.84615384615384,13.461538461538462,NA,NA,46.15384615384615,48.07692307692308,44.230769230769226,59.61538461538461,50,21.153846153846153,61.53846153846154,69.23076923076923,63.46153846153846,46.15384615384615,86.53846153846155,61.53846153846154,34.61538461538461,17.307692307692307,9.615384615384617,7.6923076923076925,23.076923076923077,55.769230769230774,57.692307692307686,100,NA,NA,NA
Zachary Herivaux,6.73,75.78125,43.75,63.28125,0,85.9375,87.5,45.3125,77.34375,39.0625,33.59375,56.25,64.0625,68.75,80.46875,39.0625,43.75,33.59375,71.09375,68.75,60.15625,58.59375,75,78.90625,35.15625,54.6875,55.46875,64.0625,57.8125,63.28125,35.9375,3.90625,NA,NA,NA
Drew Skundrich,6.73,0,47.65625,NA,71.09375,82.03125,75,76.5625,65.625,42.96875,70.3125,85.15625,11.71875,100,73.4375,30.46875,70.3125,45.3125,51.5625,35.9375,46.09375,73.4375,74.21875,53.90625,18.75,83.59375,27.34375,57.03125,59.375,81.25,78.125,100,NA,NA,NA
Kobe Hernandez-Foster,6.73,0,62.74509803921568,37.25490196078432,48.03921568627451,94.11764705882352,81.37254901960785,98.0392156862745,77.45098039215686,66.66666666666666,84.31372549019608,57.84313725490197,12.745098039215684,41.17647058823529,93.1372549019608,1.96078431372549,80.3921568627451,2.941176470588235,44.11764705882353,84.31372549019608,6.862745098039216,37.25490196078432,52.94117647058824,66.66666666666666,62.74509803921568,79.41176470588235,18.62745098039216,56.86274509803921,10.784313725490197,79.41176470588235,54.90196078431373,100,NA,NA,NA
