name,rating,Goals_percentile,xG_percentile,xGOT_percentile,xG excl. penalty_percentile,Shots_percentile,Shots on target_percentile,Assists_percentile,xA_percentile,Accurate passes_percentile,Pass accuracy_percentile,Accurate long balls_percentile,Long ball accuracy_percentile,Chances created_percentile,Successful crosses_percentile,Cross accuracy_percentile,Dribbles_percentile,Dribbles success rate_percentile,Touches_percentile,Touches in opposition box_percentile,Dispossessed_percentile,Fouls won_percentile,Tackles won_percentile,Tackles won %_percentile,Duels won_percentile,Duels won %_percentile,Aerials won_percentile,Aerials won %_percentile,Interceptions_percentile,Blocked scoring attempt_percentile,Fouls committed_percentile,Recoveries_percentile,Possession won final 3rd_percentile,Dribbled past_percentile,Yellow cards_percentile,Red cards_percentile,Penalty goals_percentile,Penalties awarded_percentile,Penalties conceded_percentile
Max Arfsten,7.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hany Mukhtar,7.57,56.97674418604651,72.09302325581395,79.06976744186046,51.162790697674424,89.53488372093024,95.34883720930232,77.90697674418605,96.51162790697676,94.18604651162792,83.72093023255815,80.23255813953489,47.674418604651166,95.34883720930232,97.67441860465117,82.55813953488372,72.09302325581395,51.162790697674424,94.18604651162792,56.97674418604651,9.30232558139535,62.7906976744186,36.04651162790697,25.581395348837212,17.441860465116278,11.627906976744184,1.162790697674419,3.488372093023256,41.86046511627907,75.5813953488372,45.34883720930232,66.27906976744185,54.65116279069767,20.930232558139537,58.139534883720934,100,88.37209302325581,97.67441860465117,NA
Luis Suárez,7.53,43.02325581395349,66.27906976744185,30.23255813953488,68.6046511627907,47.674418604651166,24.418604651162788,97.67441860465117,86.04651162790698,84.88372093023256,61.627906976744185,83.72093023255815,76.74418604651163,89.53488372093024,84.88372093023256,91.86046511627907,18.6046511627907,11.627906976744184,76.74418604651163,32.55813953488372,84.88372093023256,56.97674418604651,77.90697674418605,79.06976744186046,18.6046511627907,81.3953488372093,10.465116279069768,76.74418604651163,36.04651162790697,51.162790697674424,43.02325581395349,26.744186046511626,44.18604651162791,81.3953488372093,12.790697674418606,100,NA,NA,NA
Marco Pasalic,7.53,97.1264367816092,95.40229885057472,95.97701149425288,95.97701149425288,98.85057471264368,96.55172413793105,89.65517241379311,82.75862068965517,14.942528735632186,18.39080459770115,54.02298850574713,83.9080459770115,80.45977011494253,51.14942528735632,40.229885057471265,96.55172413793105,63.793103448275865,13.79310344827586,93.67816091954025,15.517241379310343,8.620689655172415,17.24137931034483,41.37931034482759,27.011494252873565,21.26436781609195,9.195402298850574,10.344827586206897,14.942528735632186,97.70114942528735,9.195402298850574,23.563218390804597,67.81609195402298,44.252873563218394,75.86206896551724,100,NA,NA,NA
Cristian Roldan,7.53,60.91954022988506,48.27586206896552,65.51724137931035,49.42528735632184,67.24137931034483,72.41379310344827,54.59770114942529,72.98850574712644,92.52873563218392,74.71264367816092,97.70114942528735,94.82758620689656,64.9425287356322,74.13793103448276,95.97701149425288,66.66666666666666,75.86206896551724,93.67816091954025,64.36781609195403,70.11494252873564,78.73563218390804,68.96551724137932,32.758620689655174,93.67816091954025,88.50574712643679,92.52873563218392,69.54022988505747,85.0574712643678,55.74712643678161,42.5287356321839,81.03448275862068,59.195402298850574,25.287356321839084,84.48275862068965,100,NA,NA,NA
Sergio Busquets,7.52,0,16.091954022988507,NA,16.091954022988507,5.747126436781609,NA,91.3793103448276,64.9425287356322,94.2528735632184,83.33333333333334,94.82758620689656,88.50574712643679,65.51724137931035,NA,NA,22.988505747126435,81.03448275862068,91.3793103448276,17.24137931034483,77.01149425287356,79.3103448275862,76.4367816091954,54.59770114942529,75.86206896551724,93.67816091954025,65.51724137931035,54.02298850574713,60.3448275862069,20.689655172413794,18.39080459770115,71.83908045977012,81.03448275862068,33.33333333333333,61.49425287356321,100,NA,NA,NA
Cristian Arango,7.5,75.5813953488372,74.4186046511628,53.48837209302325,69.76744186046511,94.18604651162792,86.04651162790698,46.51162790697674,67.44186046511628,68.6046511627907,48.837209302325576,91.86046511627907,59.30232558139535,59.30232558139535,65.11627906976744,59.30232558139535,70.93023255813954,40.69767441860465,74.4186046511628,79.06976744186046,31.3953488372093,65.11627906976744,65.11627906976744,48.837209302325576,56.97674418604651,63.95348837209303,50,96.51162790697676,65.11627906976744,80.23255813953489,61.627906976744185,87.20930232558139,94.18604651162792,25.581395348837212,47.674418604651166,100,91.86046511627907,NA,NA
Brian White,7.5,93.02325581395348,82.55813953488372,91.86046511627907,83.72093023255815,66.27906976744185,89.53488372093024,0,13.953488372093023,23.25581395348837,52.32558139534884,63.95348837209303,81.3953488372093,27.906976744186046,NA,NA,20.930232558139537,36.04651162790697,12.790697674418606,69.76744186046511,88.37209302325581,26.744186046511626,20.930232558139537,62.7906976744186,25.581395348837212,73.25581395348837,65.11627906976744,83.72093023255815,38.372093023255815,25.581395348837212,23.25581395348837,3.488372093023256,13.953488372093023,65.11627906976744,33.72093023255814,100,87.20930232558139,89.53488372093024,NA
Dylan Chambost,7.5,60.3448275862069,80.45977011494253,58.04597701149425,81.60919540229885,62.643678160919535,58.04597701149425,88.50574712643679,85.0574712643678,97.1264367816092,73.5632183908046,85.63218390804597,73.5632183908046,88.50574712643679,83.9080459770115,52.29885057471264,24.71264367816092,62.06896551724138,97.1264367816092,55.74712643678161,55.74712643678161,7.471264367816093,40.229885057471265,60.3448275862069,9.195402298850574,55.74712643678161,47.701149425287355,63.2183908045977,38.50574712643678,74.71264367816092,10.919540229885058,47.12643678160919,67.24137931034483,60.91954022988506,76.4367816091954,100,NA,NA,NA
Antony,7.49,80,69.52380952380952,77.14285714285715,75.23809523809524,75.23809523809524,90.47619047619048,84.76190476190476,21.904761904761905,53.333333333333336,27.61904761904762,33.33333333333333,24.761904761904763,40.95238095238095,18.095238095238095,35.23809523809524,94.28571428571428,55.23809523809524,70.47619047619048,63.8095238095238,25.71428571428571,46.666666666666664,80,44.761904761904766,85.71428571428571,38.095238095238095,47.61904761904761,40,51.42857142857142,50.476190476190474,79.04761904761905,96.1904761904762,60,20.952380952380953,22.857142857142858,100,NA,NA,4.761904761904762
Sebastian Berhalter,7.48,71.26436781609196,67.24137931034483,84.48275862068965,68.39080459770115,87.93103448275862,81.60919540229885,94.82758620689656,98.27586206896552,65.51724137931035,51.72413793103448,92.52873563218392,59.77011494252874,98.27586206896552,100,83.33333333333334,9.770114942528735,13.79310344827586,86.7816091954023,54.02298850574713,18.96551724137931,32.758620689655174,79.3103448275862,22.988505747126435,71.83908045977012,69.54022988505747,77.01149425287356,45.97701149425287,70.11494252873564,88.50574712643679,54.59770114942529,43.103448275862064,28.735632183908045,93.10344827586206,33.90804597701149,100,NA,NA,5.172413793103448
Tani Oluwaseyi,7.48,70.93023255813954,70.93023255813954,65.11627906976744,76.74418604651163,83.72093023255815,77.90697674418605,84.88372093023256,75.5813953488372,20.930232558139537,24.418604651162788,17.441860465116278,61.627906976744185,58.139534883720934,66.27906976744185,69.76744186046511,51.162790697674424,32.55813953488372,36.04651162790697,70.93023255813954,80.23255813953489,18.6046511627907,62.7906976744186,47.674418604651166,65.11627906976744,54.65116279069767,72.09302325581395,82.55813953488372,73.25581395348837,54.65116279069767,70.93023255813954,55.81395348837209,47.674418604651166,31.3953488372093,18.6046511627907,100,NA,NA,NA
Alex Freeman,7.47,94.4954128440367,90.82568807339447,88.07339449541286,90.82568807339447,89.90825688073394,85.3211009174312,55.04587155963303,86.23853211009175,32.11009174311927,41.284403669724774,27.52293577981651,66.05504587155964,93.57798165137616,41.284403669724774,69.72477064220183,92.6605504587156,66.97247706422019,35.77981651376147,97.24770642201835,14.678899082568808,79.81651376146789,33.02752293577982,41.284403669724774,88.07339449541286,68.80733944954129,88.9908256880734,62.38532110091744,42.201834862385326,35.77981651376147,12.844036697247708,48.62385321100918,64.22018348623854,67.88990825688074,100,100,NA,NA,NA
Brian Gutierrez,7.47,97.70114942528735,97.1264367816092,97.1264367816092,95.40229885057472,96.55172413793105,98.27586206896552,64.9425287356322,77.01149425287356,38.50574712643678,39.08045977011494,53.44827586206896,44.827586206896555,93.67816091954025,59.77011494252874,48.27586206896552,90.22988505747126,31.60919540229885,51.72413793103448,86.20689655172413,29.88505747126437,68.96551724137932,20.114942528735632,14.367816091954024,44.827586206896555,44.827586206896555,14.367816091954024,54.02298850574713,52.29885057471264,90.80459770114942,58.04597701149425,69.54022988505747,95.40229885057472,94.2528735632184,36.206896551724135,4.022988505747127,98.85057471264368,NA,NA
Marco Delgado,7.46,86.20689655172413,58.04597701149425,66.0919540229885,59.195402298850574,50.57471264367817,61.49425287356321,90.22988505747126,82.18390804597702,95.40229885057472,82.18390804597702,88.50574712643679,60.91954022988506,84.48275862068965,70.6896551724138,59.195402298850574,45.97701149425287,95.40229885057472,94.2528735632184,42.5287356321839,72.41379310344827,52.87356321839081,73.5632183908046,90.22988505747126,40.229885057471265,79.3103448275862,43.67816091954023,35.05747126436782,71.26436781609196,67.24137931034483,31.60919540229885,94.82758620689656,75.28735632183908,48.85057471264368,52.87356321839081,100,NA,NA,NA
Philip Zinckernagel,7.45,96.1904761904762,48.57142857142857,63.8095238095238,52.38095238095239,69.52380952380952,73.33333333333333,89.52380952380953,75.23809523809524,29.52380952380953,16.19047619047619,29.52380952380953,35.23809523809524,89.52380952380953,89.52380952380953,55.23809523809524,77.14285714285715,60.95238095238096,47.61904761904761,62.857142857142854,9.523809523809524,57.14285714285714,60,50.476190476190474,64.76190476190476,19.047619047619047,20,35.23809523809524,16.19047619047619,79.04761904761905,93.33333333333331,46.666666666666664,47.61904761904761,10.476190476190476,23.809523809523807,100,NA,NA,NA
Marco Reus,7.45,73.33333333333333,65.71428571428571,89.52380952380953,71.42857142857143,40,63.8095238095238,95.23809523809524,80,94.28571428571428,88.57142857142857,82.85714285714286,95.23809523809524,97.14285714285714,75.23809523809524,59.04761904761905,39.04761904761905,88.57142857142857,76.19047619047619,54.285714285714285,94.28571428571428,9.523809523809524,61.904761904761905,91.42857142857144,10.476190476190476,88.57142857142857,NA,NA,34.285714285714285,24.761904761904763,10.476190476190476,16.19047619047619,42.857142857142854,88.57142857142857,60,100,NA,NA,NA
Hugo Cuypers,7.44,76.74418604651163,94.18604651162792,90.69767441860463,84.88372093023256,65.11627906976744,82.55813953488372,43.02325581395349,55.81395348837209,26.744186046511626,41.86046511627907,39.53488372093023,29.069767441860467,62.7906976744186,62.7906976744186,65.11627906976744,30.23255813953488,43.02325581395349,29.069767441860467,43.02325581395349,82.55813953488372,36.04651162790697,90.69767441860463,77.90697674418605,40.69767441860465,51.162790697674424,40.69767441860465,25.581395348837212,77.90697674418605,62.7906976744186,33.72093023255814,58.139534883720934,34.883720930232556,26.744186046511626,100,100,90.69767441860463,81.3953488372093,NA
Sean Zawadzki,7.43,91.91176470588236,69.85294117647058,83.82352941176471,69.85294117647058,46.32352941176471,73.52941176470588,0,92.64705882352942,89.70588235294117,93.38235294117648,42.64705882352941,81.61764705882352,90.44117647058825,NA,NA,61.76470588235294,60.29411764705882,81.61764705882352,61.02941176470589,25,91.91176470588236,73.52941176470588,30.14705882352941,79.41176470588235,88.23529411764706,36.76470588235294,66.17647058823529,54.41176470588235,44.11764705882353,63.97058823529411,92.64705882352942,89.70588235294117,58.82352941176471,41.17647058823529,100,NA,NA,NA
Diego Luna,7.43,93.33333333333331,78.0952380952381,78.0952380952381,50.476190476190474,50.476190476190474,66.66666666666666,50.476190476190474,36.19047619047619,83.80952380952381,53.333333333333336,89.52380952380953,77.14285714285715,65.71428571428571,53.333333333333336,49.523809523809526,60.95238095238096,54.285714285714285,80.95238095238095,32.38095238095238,62.857142857142854,60,32.38095238095238,69.52380952380952,40,68.57142857142857,21.904761904761905,69.52380952380952,32.38095238095238,16.19047619047619,52.38095238095239,54.285714285714285,91.42857142857144,39.04761904761905,16.19047619047619,1.9047619047619049,95.23809523809524,NA,NA
Hannes Wolf,7.41,88.57142857142857,56.19047619047619,84.76190476190476,61.904761904761905,53.333333333333336,62.857142857142854,59.04761904761905,38.095238095238095,60,33.33333333333333,13.333333333333334,9.523809523809524,55.23809523809524,41.904761904761905,42.857142857142854,44.761904761904766,16.19047619047619,66.66666666666666,84.76190476190476,38.095238095238095,15.23809523809524,81.9047619047619,61.904761904761905,28.57142857142857,11.428571428571429,26.666666666666668,33.33333333333333,89.52380952380953,78.0952380952381,49.523809523809526,90.47619047619048,33.33333333333333,5.714285714285714,68.57142857142857,100,NA,NA,NA
Luciano Acosta,7.4,65.71428571428571,73.33333333333333,80.95238095238095,53.333333333333336,32.38095238095238,53.333333333333336,32.38095238095238,82.85714285714286,80,13.333333333333334,85.71428571428571,48.57142857142857,86.66666666666667,91.42857142857144,84.76190476190476,78.0952380952381,58.0952380952381,92.38095238095238,67.61904761904762,45.714285714285715,70.47619047619048,43.80952380952381,79.04761904761905,61.904761904761905,46.666666666666664,14.285714285714285,23.809523809523807,47.61904761904761,45.714285714285715,77.14285714285715,32.38095238095238,66.66666666666666,37.142857142857146,9.523809523809524,100,88.57142857142857,93.33333333333331,NA
Djordje Mihailovic,7.39,80.95238095238095,87.61904761904762,85.71428571428571,45.714285714285715,61.904761904761905,68.57142857142857,41.904761904761905,98.09523809523807,37.142857142857146,15.23809523809524,50.476190476190474,26.666666666666668,92.38095238095238,94.28571428571428,65.71428571428571,38.095238095238095,43.80952380952381,53.333333333333336,58.0952380952381,78.0952380952381,53.333333333333336,12.38095238095238,25.71428571428571,22.857142857142858,70.47619047619048,60,80.95238095238095,67.61904761904762,64.76190476190476,21.904761904761905,49.523809523809526,71.42857142857143,72.38095238095238,57.14285714285714,100,96.1904761904762,85.71428571428571,NA
Diego Rossi,7.39,90.47619047619048,94.28571428571428,95.23809523809524,89.52380952380953,95.23809523809524,97.14285714285714,54.285714285714285,74.28571428571429,70.47619047619048,60.95238095238096,24.761904761904763,60.95238095238096,39.04761904761905,48.57142857142857,37.142857142857146,56.19047619047619,38.095238095238095,65.71428571428571,90.47619047619048,5.714285714285714,47.61904761904761,5.714285714285714,15.23809523809524,20.952380952380953,9.523809523809524,25.71428571428571,33.33333333333333,22.857142857142858,85.71428571428571,22.857142857142858,3.8095238095238098,14.285714285714285,87.61904761904762,56.19047619047619,100,92.38095238095238,NA,NA
Hirving Lozano,7.38,92.38095238095238,100,100,98.09523809523807,98.09523809523807,88.57142857142857,94.28571428571428,68.57142857142857,42.857142857142854,24.761904761904763,67.61904761904762,28.57142857142857,69.52380952380952,83.80952380952381,51.42857142857142,90.47619047619048,61.904761904761905,78.0952380952381,80,18.095238095238095,87.61904761904762,44.761904761904766,28.57142857142857,95.23809523809524,80,85.71428571428571,93.33333333333331,23.809523809523807,94.28571428571428,80.95238095238095,20.952380952380953,25.71428571428571,62.857142857142854,14.285714285714285,100,97.14285714285714,NA,NA
Jack McGlynn,7.38,34.285714285714285,9.523809523809524,15.23809523809524,9.523809523809524,49.523809523809526,48.57142857142857,62.857142857142854,89.52380952380953,100,89.52380952380953,98.09523809523807,70.47619047619048,95.23809523809524,100,85.71428571428571,22.857142857142858,95.23809523809524,97.14285714285714,2.857142857142857,95.23809523809524,12.38095238095238,60.95238095238096,61.904761904761905,15.23809523809524,92.38095238095238,38.095238095238095,77.14285714285715,40,47.61904761904761,30.47619047619048,58.0952380952381,24.761904761904763,82.85714285714286,66.66666666666666,100,NA,NA,NA
Pedro Vite,7.38,94.2528735632184,81.03448275862068,89.65517241379311,82.18390804597702,90.22988505747126,90.22988505747126,77.01149425287356,96.55172413793105,58.04597701149425,41.37931034482759,79.3103448275862,75.28735632183908,91.95402298850574,93.67816091954025,80.45977011494253,72.98850574712644,36.7816091954023,71.83908045977012,71.26436781609196,29.310344827586203,73.5632183908046,12.643678160919542,28.735632183908045,21.839080459770116,36.7816091954023,11.494252873563218,13.218390804597702,14.367816091954024,86.7816091954023,12.06896551724138,67.24137931034483,84.48275862068965,66.0919540229885,82.75862068965517,100,NA,NA,NA
Ryan Hollingshead,7.37,71.55963302752293,93.57798165137616,91.74311926605505,93.57798165137616,78.89908256880734,93.57798165137616,58.71559633027523,70.64220183486239,88.9908256880734,77.98165137614679,38.53211009174312,95.41284403669724,90.82568807339447,21.100917431192663,30.275229357798167,77.06422018348624,75.22935779816514,84.40366972477065,95.41284403669724,69.72477064220183,73.39449541284404,49.54128440366973,41.284403669724774,81.65137614678899,92.6605504587156,80.73394495412845,79.81651376146789,73.39449541284404,42.201834862385326,52.293577981651374,59.63302752293578,66.97247706422019,44.03669724770643,34.862385321100916,100,NA,96.3302752293578,NA
Pep Biel,7.36,95.40229885057472,95.97701149425288,94.82758620689656,96.55172413793105,95.40229885057472,92.52873563218392,98.85057471264368,97.70114942528735,14.367816091954024,20.689655172413794,43.67816091954023,90.22988505747126,95.97701149425288,82.18390804597702,54.59770114942529,69.54022988505747,18.96551724137931,9.195402298850574,85.63218390804597,18.39080459770115,23.563218390804597,18.39080459770115,90.80459770114942,6.321839080459771,1.7241379310344829,17.24137931034483,13.218390804597702,32.758620689655174,70.6896551724138,32.758620689655174,5.172413793103448,33.33333333333333,67.81609195402298,62.643678160919535,100,NA,NA,NA
Manu Garcia,7.35,74.13793103448276,49.42528735632184,71.83908045977012,50.57471264367817,43.67816091954023,54.59770114942529,94.2528735632184,83.9080459770115,48.27586206896552,35.05747126436782,95.40229885057472,95.97701149425288,87.356321839080465,74.71264367816092,65.51724137931035,93.10344827586206,43.103448275862064,58.04597701149425,47.12643678160919,17.81609195402299,89.08045977011494,44.252873563218394,86.20689655172413,68.96551724137932,48.85057471264368,8.620689655172415,8.620689655172415,12.06896551724138,43.67816091954023,27.58620689655172,38.50574712643678,78.16091954022988,51.14942528735632,65.51724137931035,100,NA,NA,NA
Andy Nájar,7.35,63.30275229357798,39.44954128440367,33.94495412844037,39.44954128440367,64.22018348623854,71.55963302752293,96.3302752293578,93.57798165137616,83.4862385321101,49.54128440366973,90.82568807339447,56.88073394495413,80.73394495412845,40.36697247706422,42.201834862385326,98.1651376146789,75.22935779816514,88.9908256880734,44.95412844036697,23.853211009174313,38.53211009174312,39.44954128440367,26.605504587155966,68.80733944954129,55.96330275229357,31.19266055045872,37.61467889908257,96.3302752293578,65.13761467889908,53.21100917431193,74.31192660550458,72.47706422018348,47.706422018348626,73.39449541284404,100,NA,NA,10.091743119266056
Quinn Sullivan,7.35,84.48275862068965,89.65517241379311,90.22988505747126,78.73563218390804,94.82758620689656,91.3793103448276,97.70114942528735,93.10344827586206,12.643678160919542,4.597701149425287,28.160919540229884,18.39080459770115,94.82758620689656,86.7816091954023,50,89.65517241379311,43.67816091954023,25.86206896551724,95.97701149425288,9.195402298850574,28.735632183908045,55.172413793103445,83.33333333333334,45.40229885057471,30.45977011494253,53.44827586206896,35.05747126436782,5.747126436781609,93.10344827586206,6.321839080459771,28.160919540229884,97.1264367816092,65.51724137931035,67.81609195402298,100,NA,NA,NA
David Da Costa,7.35,40.95238095238095,29.52380952380953,23.809523809523807,32.38095238095238,35.23809523809524,39.04761904761905,83.80952380952381,85.71428571428571,87.61904761904762,75.23809523809524,66.66666666666666,36.19047619047619,90.47619047619048,87.61904761904762,70.47619047619048,65.71428571428571,71.42857142857143,73.33333333333333,39.04761904761905,79.04761904761905,5.714285714285714,6.666666666666667,45.714285714285715,6.666666666666667,28.57142857142857,12.38095238095238,69.52380952380952,31.428571428571427,28.57142857142857,8.571428571428571,20,27.61904761904762,79.04761904761905,53.333333333333336,100,NA,NA,NA
Nathan Harriel,7.35,95.58823529411764,94.85294117647058,95.58823529411764,94.85294117647058,86.76470588235294,90.44117647058825,0,62.5,5.88235294117647,2.2058823529411766,5.88235294117647,17.647058823529413,72.05882352941177,92.64705882352942,88.97058823529412,77.20588235294117,55.14705882352941,18.38235294117647,87.5,16.911764705882355,94.85294117647058,68.38235294117648,19.11764705882353,96.32352941176472,92.64705882352942,91.17647058823528,81.61764705882352,97.79411764705884,77.20588235294117,46.32352941176471,40.44117647058824,91.91176470588236,49.26470588235294,34.55882352941176,100,NA,NA,NA
Rodrigues,7.35,83.82352941176471,77.20588235294117,67.64705882352942,77.20588235294117,83.08823529411765,69.85294117647058,85.29411764705883,78.67647058823529,30.88235294117647,8.823529411764707,80.14705882352942,47.05882352941176,77.94117647058823,NA,NA,97.05882352941175,66.17647058823529,62.5,53.67647058823529,59.55882352941176,94.11764705882352,88.97058823529412,36.76470588235294,97.79411764705884,84.55882352941177,49.26470588235294,50.73529411764706,94.11764705882352,86.76470588235294,52.94117647058824,94.85294117647058,97.79411764705884,3.6764705882352944,42.64705882352941,100,NA,NA,NA
