name,rating,Goals_percentile,Shots_percentile,Assists_percentile,Accurate passes_percentile,Pass accuracy_percentile,Accurate long balls_percentile,Long ball accuracy_percentile,Chances created_percentile,Successful crosses_percentile,Cross accuracy_percentile,Dribbles_percentile,Dribbles success rate_percentile,Touches_percentile,Touches in opposition box_percentile,Dispossessed_percentile,Fouls won_percentile,Tackles won_percentile,Tackles won %_percentile,Duels won_percentile,Duels won %_percentile,Aerials won_percentile,Aerials won %_percentile,Interceptions_percentile,Blocked scoring attempt_percentile,Fouls committed_percentile,Recoveries_percentile,Possession won final 3rd_percentile,Dribbled past_percentile,Yellow cards_percentile,Red cards_percentile,Shots on target_percentile,Penalties awarded_percentile
Jake Dengler,6.88,81.63265306122449,81.63265306122449,0,44.89795918367347,30.612244897959183,93.87755102040816,65.3061224489796,51.02040816326531,77.55102040816327,85.71428571428571,61.224489795918366,100,48.97959183673469,85.71428571428571,100,57.14285714285714,42.857142857142854,61.224489795918366,51.02040816326531,77.55102040816327,69.38775510204081,57.14285714285714,10.20408163265306,59.18367346938776,46.93877551020408,42.857142857142854,NA,87.75510204081633,65.3061224489796,14.285714285714285,67.3469387755102,NA
Michel Poon-Angeron,6.88,0,5.128205128205128,76.92307692307693,79.48717948717949,64.1025641025641,79.48717948717949,53.84615384615385,46.15384615384615,43.58974358974359,48.717948717948715,23.076923076923077,17.94871794871795,74.35897435897436,15.384615384615383,71.7948717948718,2.564102564102564,82.05128205128204,33.33333333333333,17.94871794871795,20.51282051282051,28.205128205128204,25.64102564102564,69.23076923076923,NA,58.97435897435898,94.87179487179486,38.46153846153847,51.28205128205128,38.46153846153847,100,28.205128205128204,NA
Aaron Walker,6.87,30.303030303030305,10.606060606060606,40.909090909090914,92.42424242424242,93.93939393939394,96.96969696969695,90.9090909090909,16.666666666666664,33.33333333333333,74.24242424242425,28.78787878787879,87.87878787878788,68.18181818181817,18.181818181818183,60.60606060606061,39.39393939393939,50,53.03030303030303,31.818181818181817,87.87878787878788,56.060606060606055,43.93939393939394,27.27272727272727,19.696969696969695,9.090909090909092,65.15151515151516,12.12121212121212,87.87878787878788,59.09090909090909,100,19.696969696969695,NA
Matthew Bentley,6.87,82.75862068965517,41.37931034482759,0,10.344827586206897,6.896551724137931,82.75862068965517,58.620689655172406,51.72413793103448,NA,NA,44.827586206896555,58.620689655172406,20.689655172413794,31.03448275862069,79.3103448275862,62.06896551724138,86.20689655172413,44.827586206896555,68.96551724137932,27.58620689655172,62.06896551724138,27.58620689655172,86.20689655172413,20.689655172413794,62.06896551724138,34.48275862068966,44.827586206896555,48.27586206896552,48.27586206896552,100,68.96551724137932,86.20689655172413
Nick Spielman,6.86,0,16.3265306122449,0,63.26530612244898,85.71428571428571,46.93877551020408,75.51020408163265,48.97959183673469,NA,NA,67.3469387755102,100,44.89795918367347,44.89795918367347,34.69387755102041,24.489795918367346,24.489795918367346,22.448979591836736,16.3265306122449,67.3469387755102,28.57142857142857,63.26530612244898,26.53061224489796,NA,8.16326530612245,61.224489795918366,NA,51.02040816326531,67.3469387755102,100,NA,NA
Javen Romero,6.85,0,0,0,40,56.8,90.4,86.4,NA,NA,NA,NA,NA,37.6,NA,40,54.400000000000006,92.8,70.39999999999999,32,8,5.6000000000000005,3.2,82.39999999999999,NA,66.4,94.4,NA,29.6,4.8,100,NA,NA
Ualefi Rodrigues,6.84,0,7.6923076923076925,0,15.384615384615383,15.384615384615383,41.02564102564102,41.02564102564102,17.94871794871795,NA,NA,58.97435897435898,87.17948717948718,7.6923076923076925,7.6923076923076925,89.74358974358975,28.205128205128204,79.48717948717949,87.17948717948718,25.64102564102564,66.66666666666666,38.46153846153847,58.97435897435898,41.02564102564102,51.28205128205128,12.82051282051282,76.92307692307693,61.53846153846154,25.64102564102564,100,100,NA,NA
Mikkel Goeling,6.84,48.48484848484848,36.36363636363637,0,18.181818181818183,12.12121212121212,43.93939393939394,51.51515151515152,42.42424242424242,NA,NA,37.878787878787875,71.21212121212122,10.606060606060606,42.42424242424242,69.6969696969697,22.727272727272727,37.878787878787875,18.181818181818183,86.36363636363636,46.96969696969697,96.96969696969695,53.03030303030303,71.21212121212122,62.121212121212125,34.84848484848485,54.54545454545454,33.33333333333333,31.818181818181817,57.57575757575758,100,48.48484848484848,NA
Isidro Martinez,6.84,76.92307692307693,46.15384615384615,89.74358974358975,30.76923076923077,28.205128205128204,33.33333333333333,23.076923076923077,89.74358974358975,87.17948717948718,61.53846153846154,61.53846153846154,92.3076923076923,30.76923076923077,23.076923076923077,56.41025641025641,41.02564102564102,89.74358974358975,76.92307692307693,66.66666666666666,43.58974358974359,41.02564102564102,23.076923076923077,76.92307692307693,41.02564102564102,79.48717948717949,28.205128205128204,NA,17.94871794871795,66.66666666666666,100,48.717948717948715,NA
Chandler O'Dwyer,6.82,65.15151515151516,65.15151515151516,65.15151515151516,22.727272727272727,22.727272727272727,57.57575757575758,87.87878787878788,15.151515151515152,13.636363636363637,89.39393939393939,10.606060606060606,36.36363636363637,7.575757575757576,21.21212121212121,45.45454545454545,72.72727272727273,62.121212121212125,72.72727272727273,84.84848484848484,57.57575757575758,95.45454545454544,56.060606060606055,NA,50,65.15151515151516,9.090909090909092,56.060606060606055,62.121212121212125,63.63636363636363,100,63.63636363636363,NA
Sean Vinberg,6.82,0,34.69387755102041,0,22.448979591836736,32.6530612244898,51.02040816326531,48.97959183673469,32.6530612244898,81.63265306122449,100,79.59183673469387,65.3061224489796,22.448979591836736,22.448979591836736,55.10204081632652,85.71428571428571,32.6530612244898,44.89795918367347,57.14285714285714,53.06122448979592,57.14285714285714,46.93877551020408,12.244897959183673,NA,63.26530612244898,69.38775510204081,77.55102040816327,57.14285714285714,24.489795918367346,100,87.75510204081633,NA
Jonathan Nyandjo,6.82,34.84848484848485,84.84848484848484,45.45454545454545,25.75757575757576,33.33333333333333,37.878787878787875,34.84848484848485,51.51515151515152,51.51515151515152,89.39393939393939,78.78787878787878,48.48484848484848,42.42424242424242,60.60606060606061,7.575757575757576,96.96969696969695,42.42424242424242,78.78787878787878,87.87878787878788,83.33333333333334,66.66666666666666,83.33333333333334,16.666666666666664,75.75757575757575,30.303030303030305,15.151515151515152,21.21212121212121,86.36363636363636,100,100,59.09090909090909,86.36363636363636
Jayden Onen,6.81,62.121212121212125,18.181818181818183,56.060606060606055,45.45454545454545,21.21212121212121,66.66666666666666,50,30.303030303030305,30.303030303030305,63.63636363636363,56.060606060606055,42.42424242424242,33.33333333333333,27.27272727272727,81.81818181818183,18.181818181818183,33.33333333333333,57.57575757575758,13.636363636363637,18.181818181818183,46.96969696969697,30.303030303030305,77.27272727272727,16.666666666666664,54.54545454545454,39.39393939393939,15.151515151515152,39.39393939393939,27.27272727272727,0,33.33333333333333,83.33333333333334
Ozzie Ramos,6.81,0,25.64102564102564,0,48.717948717948715,23.076923076923077,58.97435897435898,12.82051282051282,61.53846153846154,84.61538461538461,58.97435897435898,20.51282051282051,35.8974358974359,58.97435897435898,2.564102564102564,87.17948717948718,23.076923076923077,74.35897435897436,51.28205128205128,48.717948717948715,46.15384615384615,71.7948717948718,84.61538461538461,92.3076923076923,28.205128205128204,38.46153846153847,61.53846153846154,79.48717948717949,0,2.564102564102564,100,23.076923076923077,NA
Jay Tee Kamara,6.81,89.39393939393939,60.60606060606061,0,36.36363636363637,25.75757575757576,72.72727272727273,96.96969696969695,6.0606060606060606,46.96969696969697,19.696969696969695,66.66666666666666,31.818181818181817,37.878787878787875,84.84848484848484,62.121212121212125,57.57575757575758,68.18181818181817,100,30.303030303030305,34.84848484848485,NA,NA,21.21212121212121,45.45454545454545,71.21212121212122,46.96969696969697,96.96969696969695,77.27272727272727,39.39393939393939,100,96.96969696969695,NA
Dani Fernandez,6.81,0,38.775510204081634,0,51.02040816326531,81.63265306122449,89.79591836734694,100,67.3469387755102,NA,NA,57.14285714285714,100,32.6530612244898,48.97959183673469,38.775510204081634,NA,57.14285714285714,63.26530612244898,32.6530612244898,32.6530612244898,61.224489795918366,36.734693877551024,79.59183673469387,71.42857142857143,22.448979591836736,63.26530612244898,NA,73.46938775510205,71.42857142857143,100,63.26530612244898,NA
Pedro Hernandez,6.81,79.3103448275862,24.13793103448276,0,13.79310344827586,24.13793103448276,89.65517241379311,34.48275862068966,3.4482758620689653,68.96551724137932,65.51724137931035,41.37931034482759,48.27586206896552,27.58620689655172,27.58620689655172,31.03448275862069,55.172413793103445,41.37931034482759,13.79310344827586,55.172413793103445,48.27586206896552,34.48275862068966,41.37931034482759,44.827586206896555,62.06896551724138,37.93103448275862,68.96551724137932,41.37931034482759,31.03448275862069,72.41379310344827,100,17.24137931034483,NA
Timmy Mehl,6.8,0,32.608695652173914,0,95.65217391304348,50,95.65217391304348,91.30434782608695,52.17391304347826,76.08695652173914,73.91304347826086,67.3913043478261,43.47826086956522,95.65217391304348,21.73913043478261,67.3913043478261,73.91304347826086,84.78260869565217,50,58.69565217391305,76.08695652173914,28.26086956521739,50,89.13043478260869,41.30434782608695,50,63.04347826086957,86.95652173913044,36.95652173913043,45.65217391304348,15.217391304347828,54.34782608695651,NA
Ben Zakowski,6.79,46.96969696969697,86.36363636363636,42.42424242424242,7.575757575757576,16.666666666666664,28.78787878787879,27.27272727272727,18.181818181818183,54.54545454545454,31.818181818181817,16.666666666666664,45.45454545454545,12.12121212121212,77.27272727272727,54.54545454545454,42.42424242424242,69.6969696969697,48.48484848484848,50,66.66666666666666,60.60606060606061,48.48484848484848,92.42424242424242,69.6969696969697,46.96969696969697,25.75757575757576,40.909090909090914,51.51515151515152,43.93939393939394,100,72.72727272727273,NA
Josh Kirkland,6.79,100,34.48275862068966,68.96551724137932,20.689655172413794,31.03448275862069,13.79310344827586,10.344827586206897,58.620689655172406,79.3103448275862,82.75862068965517,27.58620689655172,13.79310344827586,41.37931034482759,55.172413793103445,44.827586206896555,10.344827586206897,24.13793103448276,44.827586206896555,17.24137931034483,13.79310344827586,37.93103448275862,37.93103448275862,NA,10.344827586206897,0,44.827586206896555,55.172413793103445,17.24137931034483,100,100,72.41379310344827,NA
Prince Saydee,6.79,87.87878787878788,62.121212121212125,0,40.909090909090914,42.42424242424242,4.545454545454546,18.181818181818183,4.545454545454546,31.818181818181817,27.27272727272727,80.3030303030303,71.21212121212122,21.21212121212121,62.121212121212125,89.39393939393939,28.78787878787879,18.181818181818183,100,22.727272727272727,39.39393939393939,51.51515151515152,65.15151515151516,62.121212121212125,33.33333333333333,75.75757575757575,33.33333333333333,57.57575757575758,48.48484848484848,50,100,66.66666666666666,NA
Collin Fernandez,6.78,0,12.727272727272728,49.09090909090909,92.72727272727272,70.9090909090909,100,83.63636363636363,14.545454545454543,21.818181818181817,20,29.09090909090909,83.63636363636363,92.72727272727272,10.909090909090908,74.54545454545455,76.36363636363637,89.0909090909091,38.18181818181819,89.0909090909091,92.72727272727272,61.81818181818181,49.09090909090909,58.18181818181818,25.454545454545453,69.0909090909091,56.36363636363636,27.27272727272727,25.454545454545453,25.454545454545453,100,16.363636363636363,NA
Maciej Bortniczuk,6.78,36.36363636363637,45.45454545454545,81.81818181818183,9.090909090909092,31.818181818181817,40.909090909090914,68.18181818181817,27.27272727272727,48.48484848484848,69.6969696969697,31.818181818181817,50,3.0303030303030303,16.666666666666664,96.96969696969695,53.03030303030303,7.575757575757576,13.636363636363637,6.0606060606060606,15.151515151515152,13.636363636363637,10.606060606060606,65.15151515151516,46.96969696969697,63.63636363636363,90.9090909090909,86.36363636363636,27.27272727272727,16.666666666666664,100,34.84848484848485,NA
Rafael Jauregui,6.77,0,84.61538461538461,74.35897435897436,28.205128205128204,61.53846153846154,7.6923076923076925,17.94871794871795,56.41025641025641,41.02564102564102,41.02564102564102,82.05128205128204,28.205128205128204,25.64102564102564,92.3076923076923,20.51282051282051,48.717948717948715,20.51282051282051,51.28205128205128,28.205128205128204,10.256410256410255,33.33333333333333,15.384615384615383,17.94871794871795,100,20.51282051282051,38.46153846153847,71.7948717948718,43.58974358974359,33.33333333333333,100,64.1025641025641,NA
Owen Green,6.77,0,28.57142857142857,0,4.081632653061225,10.20408163265306,57.14285714285714,79.59183673469387,59.18367346938776,NA,NA,95.91836734693877,69.38775510204081,12.244897959183673,28.57142857142857,100,16.3265306122449,81.63265306122449,44.89795918367347,53.06122448979592,14.285714285714285,34.69387755102041,8.16326530612245,91.83673469387756,NA,16.3265306122449,81.63265306122449,NA,10.20408163265306,20.40816326530612,100,NA,NA
Luke McCormick,6.76,92.3076923076923,74.35897435897436,92.3076923076923,12.82051282051282,41.02564102564102,15.384615384615383,30.76923076923077,79.48717948717949,53.84615384615385,43.58974358974359,89.74358974358975,20.51282051282051,12.82051282051282,87.17948717948718,7.6923076923076925,51.28205128205128,2.564102564102564,10.256410256410255,10.256410256410255,5.128205128205128,7.6923076923076925,5.128205128205128,43.58974358974359,74.35897435897436,48.717948717948715,23.076923076923077,64.1025641025641,10.256410256410255,64.1025641025641,100,84.61538461538461,NA
Clay Dimick,6.76,68.75,37.5,50,31.25,90.625,31.25,65.625,59.375,68.75,81.25,15.625,37.5,9.375,62.5,93.75,0,0,0,0,25,28.125,40.625,3.125,NA,3.125,0,46.875,84.375,81.25,100,37.5,NA
Jon Bakero,6.76,71.7948717948718,94.87179487179486,87.17948717948718,51.28205128205128,71.7948717948718,30.76923076923077,64.1025641025641,87.17948717948718,92.3076923076923,69.23076923076923,38.46153846153847,35.8974358974359,46.15384615384615,82.05128205128204,38.46153846153847,20.51282051282051,5.128205128205128,100,5.128205128205128,89.74358974358975,58.97435897435898,100,10.256410256410255,NA,0,7.6923076923076925,53.84615384615385,87.17948717948718,71.7948717948718,100,92.3076923076923,NA
Stavros Zarokostas,6.76,0,57.57575757575758,92.42424242424242,1.5151515151515151,6.0606060606060606,21.21212121212121,9.090909090909092,53.03030303030303,75.75757575757575,65.15151515151516,62.121212121212125,25.75757575757576,16.666666666666664,95.45454545454544,68.18181818181817,19.696969696969695,72.72727272727273,21.21212121212121,54.54545454545454,7.575757575757576,31.818181818181817,31.818181818181817,57.57575757575758,81.81818181818183,100,42.42424242424242,25.75757575757576,7.575757575757576,9.090909090909092,100,42.42424242424242,NA
Guilherme Franca,6.76,89.79591836734694,46.93877551020408,0,34.69387755102041,20.40816326530612,77.55102040816327,26.53061224489796,38.775510204081634,NA,NA,NA,NA,55.10204081632652,61.224489795918366,42.857142857142854,83.6734693877551,51.02040816326531,36.734693877551024,65.3061224489796,48.97959183673469,65.3061224489796,59.18367346938776,81.63265306122449,NA,89.79591836734694,87.75510204081633,83.6734693877551,40.81632653061224,16.3265306122449,100,81.63265306122449,NA
Alexis Cerritos,6.75,86.20689655172413,44.827586206896555,0,100,100,100,79.3103448275862,44.827586206896555,NA,NA,79.3103448275862,93.10344827586206,100,34.48275862068966,17.24137931034483,27.58620689655172,89.65517241379311,100,20.689655172413794,44.827586206896555,10.344827586206897,44.827586206896555,79.3103448275862,17.24137931034483,51.72413793103448,65.51724137931035,27.58620689655172,41.37931034482759,20.689655172413794,100,79.3103448275862,NA
Omar Ciss,6.74,0,28.205128205128204,0,46.15384615384615,76.92307692307693,76.92307692307693,76.92307692307693,33.33333333333333,NA,NA,46.15384615384615,35.8974358974359,33.33333333333333,46.15384615384615,46.15384615384615,74.35897435897436,41.02564102564102,33.33333333333333,41.02564102564102,66.66666666666666,12.82051282051282,43.58974358974359,35.8974358974359,48.717948717948715,56.41025641025641,82.05128205128204,28.205128205128204,58.97435897435898,28.205128205128204,100,20.51282051282051,NA
Angelo Kelly-Rosales,6.74,74.35897435897436,61.53846153846154,0,53.84615384615385,56.41025641025641,28.205128205128204,30.76923076923077,84.61538461538461,66.66666666666666,61.53846153846154,NA,NA,64.1025641025641,84.61538461538461,58.97435897435898,82.05128205128204,92.3076923076923,74.35897435897436,79.48717948717949,64.1025641025641,51.28205128205128,51.28205128205128,28.205128205128204,82.05128205128204,92.3076923076923,84.61538461538461,25.64102564102564,84.61538461538461,0,100,46.15384615384615,NA
Mikey Lopez,6.74,0,53.125,0,84.375,87.5,43.75,56.25,25,9.375,46.875,50,40.625,40.625,12.5,71.875,9.375,62.5,93.75,50,6.25,68.75,43.75,90.625,NA,87.5,65.625,50,18.75,6.25,100,NA,NA
Sergio Ors,6.73,57.57575757575758,92.42424242424242,48.48484848484848,19.696969696969695,34.84848484848485,9.090909090909092,13.636363636363637,21.21212121212121,18.181818181818183,16.666666666666664,68.18181818181817,78.78787878787878,31.818181818181817,80.3030303030303,12.12121212121212,4.545454545454546,65.15151515151516,53.03030303030303,60.60606060606061,27.27272727272727,90.9090909090909,66.66666666666666,53.03030303030303,71.21212121212122,62.121212121212125,36.36363636363637,71.21212121212122,36.36363636363637,56.060606060606055,100,77.27272727272727,NA
Callum Johnson,6.73,0,2.564102564102564,0,10.256410256410255,2.564102564102564,12.82051282051282,0,38.46153846153847,89.74358974358975,66.66666666666666,17.94871794871795,35.8974358974359,10.256410256410255,41.02564102564102,84.61538461538461,7.6923076923076925,69.23076923076923,23.076923076923077,38.46153846153847,33.33333333333333,64.1025641025641,25.64102564102564,94.87179487179486,NA,74.35897435897436,74.35897435897436,58.97435897435898,76.92307692307693,25.64102564102564,100,53.84615384615385,NA
Souaibou Marou,6.73,100,100,0,2.564102564102564,25.64102564102564,0,15.384615384615383,23.076923076923077,NA,NA,41.02564102564102,23.076923076923077,2.564102564102564,94.87179487179486,35.8974358974359,5.128205128205128,7.6923076923076925,51.28205128205128,0,2.564102564102564,53.84615384615385,33.33333333333333,82.05128205128204,41.02564102564102,64.1025641025641,5.128205128205128,NA,17.94871794871795,100,100,100,100
Ismaila Jome,6.72,60.60606060606061,48.48484848484848,50,56.060606060606055,72.72727272727273,18.181818181818183,31.818181818181817,36.36363636363637,45.45454545454545,33.33333333333333,34.84848484848485,50,19.696969696969695,54.54545454545454,53.03030303030303,12.12121212121212,56.060606060606055,69.6969696969697,16.666666666666664,40.909090909090914,59.09090909090909,60.60606060606061,54.54545454545454,42.42424242424242,43.93939393939394,31.818181818181817,9.090909090909092,83.33333333333334,100,100,45.45454545454545,NA
Marc Torrellas,6.72,37.878787878787875,21.21212121212121,0,83.33333333333334,46.96969696969697,87.87878787878788,51.51515151515152,7.575757575757576,21.21212121212121,22.727272727272727,6.0606060606060606,16.666666666666664,81.81818181818183,3.0303030303030303,95.45454545454544,31.818181818181817,83.33333333333334,51.51515151515152,66.66666666666666,77.27272727272727,87.87878787878788,71.21212121212122,96.96969696969695,34.84848484848485,51.51515151515152,93.93939393939394,36.36363636363637,34.84848484848485,48.48484848484848,100,36.36363636363637,NA
Josue Gomez,6.71,0,58.620689655172406,0,89.65517241379311,79.3103448275862,72.41379310344827,68.96551724137932,100,93.10344827586206,86.20689655172413,10.344827586206897,31.03448275862069,89.65517241379311,68.96551724137932,3.4482758620689653,82.75862068965517,65.51724137931035,68.96551724137932,72.41379310344827,65.51724137931035,75.86206896551724,100,41.37931034482759,55.172413793103445,93.10344827586206,93.10344827586206,72.41379310344827,3.4482758620689653,68.96551724137932,100,44.827586206896555,100
Rodrigo Robles,6.7,72.72727272727273,66.66666666666666,90.9090909090909,48.48484848484848,75.75757575757575,45.45454545454545,75.75757575757575,63.63636363636363,36.36363636363637,33.33333333333333,46.96969696969697,21.21212121212121,51.51515151515152,89.39393939393939,6.0606060606060606,92.42424242424242,27.27272727272727,45.45454545454545,62.121212121212125,36.36363636363637,68.18181818181817,60.60606060606061,30.303030303030305,53.03030303030303,45.45454545454545,22.727272727272727,75.75757575757575,40.909090909090914,100,100,83.33333333333334,92.42424242424242
Joe Gallardo,6.7,83.33333333333334,59.09090909090909,0,43.93939393939394,27.27272727272727,80.3030303030303,36.36363636363637,65.15151515151516,95.45454545454544,50,18.181818181818183,12.12121212121212,71.21212121212122,40.909090909090914,48.48484848484848,37.878787878787875,59.09090909090909,19.696969696969695,34.84848484848485,37.878787878787875,34.84848484848485,27.27272727272727,40.909090909090914,74.24242424242425,15.151515151515152,13.636363636363637,45.45454545454545,12.12121212121212,54.54545454545454,100,43.93939393939394,NA
Ian Cerro,6.69,42.42424242424242,33.33333333333333,60.60606060606061,24.24242424242424,18.181818181818183,60.60606060606061,33.33333333333333,48.48484848484848,77.27272727272727,74.24242424242425,19.696969696969695,9.090909090909092,43.93939393939394,9.090909090909092,46.96969696969697,69.6969696969697,77.27272727272727,100,25.75757575757576,12.12121212121212,19.696969696969695,21.21212121212121,83.33333333333334,39.39393939393939,60.60606060606061,86.36363636363636,66.66666666666666,6.0606060606060606,100,100,22.727272727272727,NA
Adam Aoumaich,6.68,0,93.93939393939394,86.36363636363636,78.78787878787878,62.121212121212125,81.81818181818183,56.060606060606055,95.45454545454544,93.93939393939394,81.81818181818183,100,63.63636363636363,95.45454545454544,93.93939393939394,10.606060606060606,90.9090909090909,22.727272727272727,21.21212121212121,95.45454545454544,63.63636363636363,74.24242424242425,92.42424242424242,42.42424242424242,95.45454545454544,96.96969696969695,100,28.78787878787879,NA,3.0303030303030303,100,31.818181818181817,96.96969696969695
Julian Cisneros,6.68,0,65.625,0,9.375,9.375,12.5,3.125,34.375,15.625,25,81.25,59.375,28.125,65.625,9.375,78.125,84.375,68.75,84.375,12.5,21.875,37.5,21.875,84.375,90.625,75,65.625,3.125,15.625,3.125,62.5,NA
Marco Milanese,6.67,0,0,0,71.42857142857143,46.93877551020408,79.59183673469387,61.224489795918366,85.71428571428571,NA,NA,75.51020408163265,57.14285714285714,77.55102040816327,16.3265306122449,20.40816326530612,63.26530612244898,95.91836734693877,71.42857142857143,59.18367346938776,75.51020408163265,18.367346938775512,40.81632653061224,57.14285714285714,NA,28.57142857142857,75.51020408163265,81.63265306122449,48.97959183673469,36.734693877551024,8.16326530612245,NA,NA
Nil Vinyals,6.67,50,31.818181818181817,0,89.39393939393939,78.78787878787878,54.54545454545454,36.36363636363637,96.96969696969695,80.3030303030303,51.51515151515152,95.45454545454544,89.39393939393939,92.42424242424242,69.6969696969697,28.78787878787879,34.84848484848485,96.96969696969695,39.39393939393939,96.96969696969695,96.96969696969695,54.54545454545454,43.93939393939394,48.48484848484848,50,19.696969696969695,84.84848484848484,37.878787878787875,92.42424242424242,100,100,51.51515151515152,NA
Masango Akale,6.66,69.0909090909091,54.54545454545454,94.54545454545456,10.909090909090908,41.81818181818181,3.636363636363636,9.090909090909092,78.18181818181819,72.72727272727273,87.27272727272727,96.36363636363636,49.09090909090909,7.272727272727272,94.54545454545456,16.363636363636363,72.72727272727273,47.27272727272727,83.63636363636363,67.27272727272727,50.90909090909091,3.636363636363636,3.636363636363636,3.636363636363636,54.54545454545454,29.09090909090909,7.272727272727272,34.54545454545455,80,81.81818181818183,0,80,NA
Gabriel Cabral,6.66,0,64.1025641025641,0,87.17948717948718,82.05128205128204,87.17948717948718,89.74358974358975,82.05128205128204,79.48717948717949,87.17948717948718,15.384615384615383,82.05128205128204,87.17948717948718,28.205128205128204,25.64102564102564,92.3076923076923,15.384615384615383,89.74358974358975,51.28205128205128,56.41025641025641,46.15384615384615,35.8974358974359,30.76923076923077,76.92307692307693,61.53846153846154,56.41025641025641,87.17948717948718,64.1025641025641,69.23076923076923,100,17.94871794871795,NA
Yaniv Bazini,6.66,27.58620689655172,20.689655172413794,72.41379310344827,44.827586206896555,37.93103448275862,44.827586206896555,55.172413793103445,31.03448275862069,82.75862068965517,100,68.96551724137932,55.172413793103445,37.93103448275862,41.37931034482759,51.72413793103448,41.37931034482759,37.93103448275862,20.689655172413794,58.620689655172406,72.41379310344827,79.3103448275862,86.20689655172413,75.86206896551724,58.620689655172406,34.48275862068966,62.06896551724138,17.24137931034483,34.48275862068966,55.172413793103445,100,6.896551724137931,NA
Dakota Barnathan,6.65,51.28205128205128,17.94871794871795,0,20.51282051282051,12.82051282051282,82.05128205128204,43.58974358974359,10.256410256410255,NA,NA,10.256410256410255,12.82051282051282,20.51282051282051,38.46153846153847,92.3076923076923,38.46153846153847,25.64102564102564,30.76923076923077,53.84615384615385,61.53846153846154,84.61538461538461,64.1025641025641,87.17948717948718,NA,41.02564102564102,17.94871794871795,12.82051282051282,66.66666666666666,58.97435897435898,100,15.384615384615383,NA
Dean Guezen,6.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Preston Kilwien,6.64,0,30.434782608695656,91.30434782608695,39.130434782608695,54.34782608695651,67.3913043478261,58.69565217391305,80.43478260869566,82.6086956521739,82.6086956521739,45.65217391304348,26.08695652173913,23.91304347826087,19.565217391304348,100,17.391304347826086,13.043478260869565,19.565217391304348,2.1739130434782608,52.17391304347826,13.043478260869565,54.34782608695651,50,NA,13.043478260869565,47.82608695652174,78.26086956521739,65.21739130434783,34.78260869565217,100,43.47826086956522,NA
Kevin O'Connor,6.63,0,9.090909090909092,37.878787878787875,42.42424242424242,13.636363636363637,46.96969696969697,16.666666666666664,10.606060606060606,78.78787878787878,46.96969696969697,27.27272727272727,68.18181818181817,40.909090909090914,6.0606060606060606,83.33333333333334,40.909090909090914,21.21212121212121,21.21212121212121,43.93939393939394,68.18181818181817,83.33333333333334,69.6969696969697,18.181818181818183,15.151515151515152,24.24242424242424,3.0303030303030303,6.0606060606060606,72.72727272727273,28.78787878787879,100,13.636363636363637,NA
Zahir Vazquez,6.62,89.74358974358975,92.3076923076923,0,0,0,5.128205128205128,5.128205128205128,7.6923076923076925,48.717948717948715,43.58974358974359,64.1025641025641,69.23076923076923,0,66.66666666666666,51.28205128205128,64.1025641025641,43.58974358974359,71.7948717948718,30.76923076923077,17.94871794871795,20.51282051282051,7.6923076923076925,53.84615384615385,92.3076923076923,5.128205128205128,35.8974358974359,89.74358974358975,2.564102564102564,100,100,87.17948717948718,NA
Michael Knapp,6.62,84.61538461538461,35.8974358974359,0,5.128205128205128,10.256410256410255,23.076923076923077,7.6923076923076925,20.51282051282051,NA,NA,51.28205128205128,35.8974358974359,5.128205128205128,74.35897435897436,76.92307692307693,56.41025641025641,35.8974358974359,51.28205128205128,69.23076923076923,28.205128205128204,87.17948717948718,56.41025641025641,66.66666666666666,56.41025641025641,82.05128205128204,33.33333333333333,35.8974358974359,38.46153846153847,46.15384615384615,5.128205128205128,58.97435897435898,NA
Devin Boyce,6.62,43.93939393939394,42.42424242424242,0,63.63636363636363,24.24242424242424,27.27272727272727,27.27272727272727,71.21212121212122,63.63636363636363,33.33333333333333,21.21212121212121,34.84848484848485,65.15151515151516,19.696969696969695,34.84848484848485,60.60606060606061,78.78787878787878,57.57575757575758,74.24242424242425,21.21212121212121,89.39393939393939,42.42424242424242,84.84848484848484,60.60606060606061,86.36363636363636,4.545454545454546,10.606060606060606,4.545454545454546,24.24242424242424,100,24.24242424242424,NA
Michael Chilaka,6.62,0,30.612244897959183,0,95.91836734693877,100,59.18367346938776,91.83673469387756,77.55102040816327,NA,NA,53.06122448979592,46.93877551020408,95.91836734693877,75.51020408163265,16.3265306122449,46.93877551020408,34.69387755102041,14.285714285714285,4.081632653061225,12.244897959183673,2.0408163265306123,14.285714285714285,71.42857142857143,NA,48.97959183673469,67.3469387755102,85.71428571428571,81.63265306122449,44.89795918367347,100,85.71428571428571,NA
Chevone Marsh,6.61,0,83.33333333333334,53.03030303030303,15.151515151515152,53.03030303030303,34.84848484848485,57.57575757575758,31.818181818181817,NA,NA,57.57575757575758,71.21212121212122,13.636363636363637,83.33333333333334,22.727272727272727,62.121212121212125,51.51515151515152,62.121212121212125,36.36363636363637,62.121212121212125,36.36363636363637,25.75757575757576,51.51515151515152,93.93939393939394,48.48484848484848,50,84.84848484848484,NA,46.96969696969697,100,39.39393939393939,93.93939393939394
