player_name,rating,team_name,competition,Age,Cluster,adjustment,cluster_rating_zscore,cluster_rating_percentile,Cluster Name,Age Group
tomas aviles,6.56,Inter Miami CF,mls,21.0,7,1.0,0.6604744035924682,61.3,Progressive Dribblers in Def 3rd,promising
olivier giroud,6.81,Los Angeles FC,mls,38.0,0,1.0,1.1115975750226166,82.7,High Volume Goalscorers,Veteran
daniel crisostomo,5.612693142638233,Tampa Bay Rowdies,uslc,28.0,7,0.8134337887881496,-0.5394193179597847,42.6,Progressive Dribblers in Def 3rd,prime
daniel trejo,5.287319627122972,Birmingham Legion FC,uslc,27.0,2,0.8134337887881496,-0.5410231572883166,41.6,Creative 9s,prime
sebastian berhalter,7.48,Vancouver Whitecaps FC,mls,24.0,5,1.0,1.00532465899314,89.4,10s,promising
benjamin cremaschi,6.83,Inter Miami CF,mls,20.0,3,1.0,0.9124793947930389,77.3,Attacking FBs,young
monsef bakrar,6.4,New York City FC,mls,24.0,0,1.0,0.6178982592863862,64.5,High Volume Goalscorers,promising
alonso martinez,7.25,New York City FC,mls,26.0,6,1.0,1.2587594003645803,89.4,Difference Makers,prime
owen gene,6.39,Minnesota United FC,mls,22.0,4,1.0,0.19392965972610524,52.5,No-Nonsense Defender,promising
ramiro enrique,6.73,Orlando City SC,mls,24.0,0,1.0,1.0152660012204262,77.4,High Volume Goalscorers,promising
lucas bartlett,6.64,D.C. United,mls,27.0,4,1.0,0.49127340293504557,55.6,No-Nonsense Defender,prime
edward kizza,5.10836419358958,Indy Eleven,uslc,26.0,2,0.8134337887881496,-0.7527713940074243,30.8,Creative 9s,prime
jacob bartlett,6.71,Sporting Kansas City,mls,19.0,7,1.0,0.8504699228206208,75.0,Progressive Dribblers in Def 3rd,young
christian benteke,7.13,D.C. United,mls,34.0,0,1.0,1.496923870231383,93.5,High Volume Goalscorers,Veteran
hirving lozano,7.38,San Diego FC,mls,29.0,0,1.0,1.7979600383632313,97.6,High Volume Goalscorers,prime
maximiliano falcon,6.58,Inter Miami CF,mls,28.0,1,1.0,0.6714326553688318,65.5,Progressive Passers in Def 3rd,prime
alexander hack,7.1,New York Red Bulls,mls,31.0,4,1.0,1.0383858904394958,79.8,No-Nonsense Defender,prime
anibal godoy,7.27,San Diego FC,mls,35.0,1,1.0,1.5498779294363636,98.3,Progressive Passers in Def 3rd,Veteran
patrick mcnair,7.04,San Diego FC,mls,30.0,1,1.0,1.25706283808052,92.4,Progressive Passers in Def 3rd,prime
darlington nagbe,7.01,Columbus Crew,mls,35.0,7,1.0,1.2304609612769248,90.8,Progressive Dribblers in Def 3rd,Veteran
steven moreira,6.96,Columbus Crew,mls,30.0,3,1.0,1.0716403323062325,80.6,Attacking FBs,prime
bryce washington,5.506946750095773,North Carolina FC,uslc,26.0,1,0.8134337887881496,-0.6946811941980886,31.9,Progressive Passers in Def 3rd,prime
kevin partida,5.555752777423062,Orange County SC,uslc,30.0,7,0.8134337887881496,-0.6115420796537648,37.3,Progressive Dribblers in Def 3rd,prime
christian ramirez,6.48,LA Galaxy,mls,34.0,2,1.0,0.8702106954076063,70.1,Creative 9s,Veteran
federico bernardeschi,7.08,Toronto FC,mls,31.0,6,1.0,1.064677066167411,85.0,Difference Makers,prime
marcelo weigandt,6.6,Inter Miami CF,mls,25.0,7,1.0,0.7111398753866421,62.7,Progressive Dribblers in Def 3rd,promising
mohamed farsi,7.11,Columbus Crew,mls,25.0,3,1.0,1.2552875678983797,90.1,Attacking FBs,promising
liel abada,6.81,Charlotte FC,mls,23.0,6,1.0,0.7564286530307296,69.5,Difference Makers,promising
matti peltola,6.55,D.C. United,mls,23.0,7,1.0,0.647808035643925,59.9,Progressive Dribblers in Def 3rd,promising
jack gurr,5.791648576171625,Sacramento Republic FC,uslc,29.0,3,0.8134337887881496,-0.3587897289352976,46.1,Attacking FBs,prime
george campbell,7.03,CF Montréal,mls,24.0,7,1.0,1.2557936971740125,91.5,Progressive Dribblers in Def 3rd,promising
emil cuello,5.287319627122972,Phoenix Rising FC,uslc,28.0,3,0.8134337887881496,-0.9762471777478158,18.4,Attacking FBs,prime
roberto avila,5.4906780743200105,El Paso Locomotive FC,uslc,24.0,6,0.8134337887881496,-0.7497894581073691,30.5,Difference Makers,promising
julian gressel,6.99,Minnesota United FC,mls,31.0,2,1.0,1.473665972481348,93.5,Creative 9s,prime
anthony fontana,5.173438896692632,Colorado Springs Switchbacks FC,uslc,25.0,7,0.8134337887881496,-1.0957949081704839,16.9,Progressive Dribblers in Def 3rd,promising
alex muyl,6.96,Nashville SC,mls,29.0,6,1.0,0.9276777714399971,77.4,Difference Makers,prime
tom pearce,6.53,CF Montréal,mls,27.0,2,1.0,0.9293729774736592,74.8,Creative 9s,prime
marcel hartel,7.14,St. Louis City SC,mls,29.0,5,1.0,0.6262577083785014,60.6,10s,prime
gonzalo lujan,6.82,Inter Miami CF,mls,24.0,7,1.0,0.9897999702545995,81.0,Progressive Dribblers in Def 3rd,promising
tsiki ntsabeleng,6.52,FC Dallas,mls,27.0,3,1.0,0.5329417745692684,59.2,Attacking FBs,prime
besard sabovic,6.72,Austin FC,mls,27.0,1,1.0,0.8496679283680408,72.7,Progressive Passers in Def 3rd,prime
manu garcia,7.35,Sporting Kansas City,mls,27.0,5,1.0,0.8603872955228364,73.5,10s,prime
ian harkes,6.78,San Jose Earthquakes,mls,30.0,3,1.0,0.8512636495956568,72.7,Attacking FBs,prime
zavier gozo,6.85,Real Salt Lake,mls,18.0,0,1.0,1.1597633619237124,86.7,High Volume Goalscorers,young
antony,7.49,Portland Timbers FC,mls,23.0,6,1.0,1.532757989819408,95.6,Difference Makers,promising
justin rasmussen,5.157170220916869,Oakland Roots SC,uslc,26.0,2,0.8134337887881496,-0.6950218749022132,31.8,Creative 9s,prime
lucas sanabria,6.48,LA Galaxy,mls,21.0,7,1.0,0.5591434600041214,53.5,Progressive Dribblers in Def 3rd,promising
telasco segovia,7.01,Inter Miami CF,mls,22.0,6,1.0,0.9847608109097526,81.9,Difference Makers,promising
justin haak,6.99,New York City FC,mls,23.0,7,1.0,1.2051282253798385,89.8,Progressive Dribblers in Def 3rd,promising
philip zinckernagel,7.45,Chicago Fire FC,mls,30.0,6,1.0,1.4870915582436033,94.7,Difference Makers,prime
mikey lopez,4.836171625590601,Portland Hearts of Pine,usl1,32.0,1,0.717532882135104,-1.5486511044642182,7.6,Progressive Passers in Def 3rd,Veteran
joseph rosales,6.85,Minnesota United FC,mls,24.0,5,1.0,0.3029358975601339,50.0,10s,promising
nate jones,5.140901545141106,Las Vegas Lights FC,uslc,23.0,7,0.8134337887881496,-1.137007914852758,14.8,Progressive Dribblers in Def 3rd,promising
edison azcona,5.197841910356276,Las Vegas Lights FC,uslc,21.0,2,0.8134337887881496,-0.6468972756478705,32.7,Creative 9s,promising
jack mcglynn,7.38,Houston Dynamo FC,mls,22.0,5,1.0,0.8938343794005988,78.0,10s,promising
bongokuhle hlongwane,7.0,Minnesota United FC,mls,25.0,6,1.0,0.9733442030158017,80.5,Difference Makers,promising
daniel edelman,7.16,New York Red Bulls,mls,22.0,1,1.0,1.4098359292226998,96.2,Progressive Passers in Def 3rd,promising
cole bassett,6.83,Colorado Rapids,mls,23.0,0,1.0,1.135680468473165,85.5,High Volume Goalscorers,promising
jon bell,6.57,Seattle Sounders FC,mls,27.0,7,1.0,0.6731407715410126,62.0,Progressive Dribblers in Def 3rd,prime
luca bombino,6.96,San Diego FC,mls,19.0,7,1.0,1.1671291215342077,88.4,Progressive Dribblers in Def 3rd,young
tyrese spicer,6.62,Toronto FC,mls,24.0,0,1.0,0.8828100872424125,72.2,High Volume Goalscorers,promising
maxime dominguez,6.68,Toronto FC,mls,29.0,7,1.0,0.8124708189749901,72.2,Progressive Dribblers in Def 3rd,prime
brandt bronico,6.78,Charlotte FC,mls,30.0,3,1.0,0.8512636495956568,72.7,Attacking FBs,prime
miles robinson,7.05,FC Cincinnati,mls,28.0,4,1.0,0.978917141797708,78.8,No-Nonsense Defender,prime
jeppe tverskov,7.75,San Diego FC,mls,32.0,4,1.0,1.811479622782741,100.0,No-Nonsense Defender,Veteran
