"","Player","Team","Season","Position","Minutes","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"","Luca Bombino","SD","2025","FB","654","-0.12","0.02","0.26","-0.04","-0.07","-0.00","0.04"
"","Jake Davis","SKC","2025","FB","896","-0.22","0.05","0.26","-0.09","0.12","-0.07","0.04"
"","Andrés Perea","NYC","2025","DM","387","-0.02","-0.06","-0.05","-0.25","0.38","0.05","0.04"
"","Belal Halbouni","VAN","2025","CB","10","0.01","0.00","0.01","0.02","-0.00","-0.00","0.04"
"","Teal Bunbury","NSH","2025","ST","153","-0.68","-0.00","0.02","-0.09","0.80","-0.01","0.04"
"","Markus Cimermancic","TOR","2025","FB","251","-0.07","0.01","0.30","-0.22","0.06","-0.04","0.03"
"","Theodore Ku-Dipietro","COL","2025","W","159","0.04","0.00","-0.01","-0.17","0.12","0.05","0.03"
"","Randall Leal","DCU","2025","W","192","-0.08","-0.01","0.21","0.05","-0.13","-0.00","0.03"
"","Thomas Williams","ORL","2025","CB","17","-0.00","-0.01","0.06","-0.01","-0.00","-0.00","0.03"
"","Danley Jean Jacques","PHI","2025","CM","1157","-0.04","-0.06","0.34","-0.02","-0.17","-0.01","0.03"
"","Ilay Faingold","NER","2025","FB","1073","0.30","0.07","-0.12","-0.11","-0.03","-0.08","0.03"
"","Eriq Zavaleta","LAG","2025","CB","144","0.01","0.01","0.11","-0.07","-0.01","-0.02","0.03"
"","Philip Quinton","RSL","2025","CB","604","-0.02","0.05","0.06","-0.06","0.04","-0.04","0.03"
"","Osaze De Rosario","SEA","2025","ST","92","-0.01","-0.07","0.01","0.02","0.10","-0.03","0.03"
"","Dante Sealy","MTL","2025","W","1061","0.11","-0.04","-0.30","0.11","0.05","0.08","0.02"
"","Dario Zuparic","POR","2025","CB","145","-0.00","0.02","0.11","-0.06","-0.03","-0.02","0.02"
"","Conner Antley","DCU","2025","CB","228","0.06","0.01","0.04","-0.02","-0.03","-0.03","0.02"
"","Bret Halsey","CIN","2025","FB","37","0.04","0.00","0.02","-0.02","-0.01","-0.00","0.02"
"","Alonso Coello","TOR","2025","DM","792","-0.10","0.00","0.25","0.06","-0.10","-0.09","0.02"
"","Omar González","CHI","2025","CB","91","0.06","0.01","-0.03","0.01","-0.02","-0.01","0.01"
"","Paul Marie","SJE","2025","W","89","-0.03","0.00","-0.01","0.01","0.01","0.04","0.01"
"","Daniel Ríos","VAN","2025","ST","491","-0.14","-0.06","-0.14","-0.14","0.49","0.01","0.01"
"","Stefan Chirila","CIN","2025","AM","11","0.06","-0.00","-0.01","-0.04","0.01","-0.00","0.01"
"","Emeka Eneli","RSL","2025","DM","1215","0.16","0.04","0.15","0.03","-0.22","-0.15","0.01"
"","Kyle Smith","ORL","2025","FB","523","0.04","0.08","-0.16","0.12","-0.02","-0.06","0.01"
"","Iuri Tavares","CLT","2025","DM","46","0.02","-0.01","0.01","-0.00","-0.03","0.02","0.01"
"","Ranko Veselinović","VAN","2025","CB","1211","0.17","0.10","-0.50","-0.13","0.25","0.11","0.01"
"","Bryan Acosta","NSH","2025","DM","74","-0.01","0.00","0.03","0.03","-0.02","-0.02","0.01"
"","Erik Sviatchenko","HOU","2025","CB","548","-0.11","0.05","0.07","-0.00","-0.05","0.04","0.01"
"","Memo Rodríguez","SKC","2025","DM","324","0.00","0.01","-0.15","0.22","-0.09","0.02","0.01"
"","Lewis Morgan","NYRB","2025","AM","98","0.07","-0.01","-0.02","-0.05","0.02","0.00","0.01"
"","David Ruiz","MIA","2025","CM","86","-0.04","0.00","0.00","-0.06","0.11","-0.01","0.01"
"","Nemanja Radoja","SKC","2025","DM","837","0.00","-0.00","0.24","0.06","-0.20","-0.10","0.00"
"","Adam Saldana","LAFC","2025","DM","201","-0.03","0.01","0.22","-0.11","-0.06","-0.04","0.00"
"","Derrick Jones","CLB","2025","W","6","-0.00","-0.00","0.01","-0.00","-0.01","-0.00","0.00"
"","Juan Mosquera","POR","2025","FB","844","0.15","0.04","0.22","-0.40","-0.09","0.08","0.00"
"","Franco Negri","SD","2025","FB","448","-0.06","-0.01","-0.05","0.15","-0.03","0.01","0.00"
"","Lassi Lappalainen","CLB","2025","FB","12","0.00","-0.01","-0.00","-0.01","0.02","-0.00","0.00"
"","Obed Vargas","SEA","2025","CM","1098","-0.15","0.06","0.14","-0.34","0.22","0.08","0.00"
"","Cody Baker","SEA","2025","FB","23","-0.00","0.00","0.00","0.01","-0.01","-0.00","0.00"
"","Rasmus Alm","STL","2025","FB","11","-0.00","0.00","-0.01","-0.00","0.01","-0.00","-0.00"
"","Damir Kreilach","VAN","2025","W","8","-0.00","0.00","0.01","0.01","-0.01","-0.00","-0.00"
"","Kenji Mboma Dem","CIN","2025","FB","10","-0.00","0.00","-0.01","0.01","-0.00","-0.00","-0.00"
"","Derrick Williams","ATL","2025","CB","878","0.15","0.08","-0.38","0.01","0.06","0.06","-0.00"
"","Zakaria Taifi","ORL","2025","FB","12","-0.00","0.00","0.00","-0.00","-0.00","-0.00","-0.01"
"","Amar Sejdić","CLB","2025","CM","42","0.02","-0.00","0.01","-0.03","-0.03","0.02","-0.01"
"","Stuart Hawkins","SEA","2025","CB","13","-0.00","0.00","0.00","-0.01","-0.00","-0.00","-0.01"
"","Derek Dodson","DCU","2025","FB","218","0.23","-0.00","-0.10","-0.12","0.00","-0.01","-0.01"
"","Hennadiy Synchuk","MTL","2025","W","124","0.00","0.00","0.08","0.03","-0.10","-0.02","-0.01"
"","Bjørn Inge Utvik","VAN","2025","CB","289","0.05","0.03","-0.07","0.00","0.01","-0.03","-0.01"
"","Paxton Pomykal","FCD","2025","CM","41","-0.02","0.00","0.00","0.02","-0.01","-0.01","-0.01"
"","Harold Osorio","CHI","2025","DM","6","-0.00","0.00","-0.00","-0.01","0.00","-0.00","-0.01"
"","Alex Harris","COL","2025","AM","5","-0.00","-0.00","-0.00","-0.00","-0.00","-0.00","-0.01"
"","Gerardo Valenzuela","CIN","2025","AM","278","-0.38","0.02","0.01","-0.07","0.21","0.20","-0.02"
"","Mikkel Desler","ATX","2025","FB","254","-0.06","0.02","0.07","-0.08","0.02","0.01","-0.02"
"","Johnny Russell","RSL","2025","DM","23","0.04","-0.00","-0.04","-0.03","0.02","-0.00","-0.02"
"","Justin Ellis","ORL","2025","ST","8","0.00","-0.00","-0.00","0.00","-0.01","-0.01","-0.02"
"","Teenage Hadebe","CIN","2025","CB","478","-0.07","-0.22","0.45","-0.02","-0.11","-0.05","-0.02"
"","Zane Monlouis","TOR","2025","CB","373","0.01","0.04","0.09","-0.03","-0.09","-0.04","-0.02"
"","Christopher Cupps","CHI","2025","CB","118","0.00","-0.05","0.06","0.01","-0.03","-0.01","-0.02"
"","Jung Ho-Yeon","MIN","2025","CM","104","0.04","0.02","-0.01","-0.01","-0.04","-0.03","-0.03"
"","Reid Roberts","SJE","2025","FB","222","-0.04","0.00","0.14","-0.07","-0.04","-0.03","-0.03"
"","Luke Brennan","ATL","2025","ST","9","-0.01","-0.01","0.02","-0.02","-0.00","-0.01","-0.03"
"","Anisse Saidi","SD","2025","CM","16","-0.00","0.00","-0.01","-0.01","-0.01","-0.00","-0.03"
"","Dominic Iankov","MTL","2025","CM","45","0.04","-0.00","-0.03","0.03","-0.05","-0.02","-0.03"
"","Alfredo Morales","STL","2025","CM","588","-0.26","-0.04","0.30","0.29","-0.16","-0.15","-0.03"
"","Mykhi Joyner","STL","2025","DM","99","0.00","0.01","-0.04","-0.02","-0.02","0.04","-0.03"
"","CJ Fodrey","ATX","2025","ST","145","0.03","-0.03","-0.03","0.00","-0.03","0.03","-0.03"
"","Tristan Brown","CLB","2025","FB","37","0.03","0.00","-0.02","-0.07","0.00","0.03","-0.03"
"","Anderson Rosa","COL","2025","FB","43","-0.00","0.00","-0.04","0.02","-0.01","-0.01","-0.03"
"","Harbor Miller","LAG","2025","FB","271","-0.09","0.05","0.08","-0.11","0.02","0.01","-0.03"
"","Oscar Verhoeven","SD, SJE","2025","FB","131","-0.00","0.02","-0.04","0.04","-0.03","-0.02","-0.03"
"","Justin Reynolds","CHI","2025","FB","118","0.02","0.00","0.05","-0.09","-0.00","-0.01","-0.03"
"","Besard Šabović","ATX","2025","CM","992","-0.06","0.15","0.41","-0.16","-0.23","-0.15","-0.04"
"","Tarik Scott","FCD","2025","FB","23","0.00","-0.00","-0.01","-0.00","-0.01","-0.01","-0.04"
"","Alex Muyl","NSH","2025","W","1076","0.07","-0.11","0.12","-0.39","0.22","0.05","-0.04"
"","Ryan Kent","SEA","2025","W","255","0.16","-0.04","0.02","0.10","-0.15","-0.13","-0.04"
"","Colin Guske","ORL","2025","ST","16","0.01","-0.00","-0.01","-0.00","-0.03","-0.01","-0.04"
"","Jayden Reid","STL","2025","FB","24","-0.04","0.00","0.01","-0.01","-0.00","-0.00","-0.04"
"","Olivier Mbaizo","PHI","2025","FB","112","-0.02","0.01","-0.05","0.06","-0.03","-0.01","-0.04"
"","Andy Batioja","HOU","2025","ST","14","0.00","-0.00","-0.00","-0.01","-0.02","-0.01","-0.04"
"","Keegan Hughes","NER","2025","ST","14","-0.00","-0.00","-0.01","-0.00","-0.02","-0.01","-0.04"
"","Nicholas Scardina","CLT","2025","FB","422","-0.05","0.02","0.16","-0.10","-0.01","-0.06","-0.04"
"","Hassani Dotson","MIN","2025","CM","401","-0.05","-0.02","0.03","0.10","-0.06","-0.04","-0.04"
"","Matty Longstaff","TOR","2025","CM","453","-0.03","0.02","0.17","-0.20","0.01","-0.02","-0.05"
"","Sam Junqua","RSL","2025","CB","915","0.06","0.13","-0.12","-0.15","0.06","-0.03","-0.05"
"","DeAndre Yedlin","CIN","2025","FB","1091","-0.05","0.06","-0.03","0.03","-0.01","-0.05","-0.05"
"","Robin Lod","MIN","2025","CM","1033","-0.26","0.03","0.37","0.49","-0.49","-0.19","-0.05"
"","Bibi Karamoko","DCU","2025","ST","25","0.03","-0.00","-0.01","-0.01","-0.04","-0.02","-0.05"
"","Joseph Zalinsky","STL","2025","FB","17","0.00","-0.01","-0.01","-0.03","0.00","-0.00","-0.05"
"","Julian Gaines","NSH","2025","W","16","-0.01","-0.00","-0.00","-0.01","-0.02","-0.01","-0.05"
"","Gabe Segal","HOU","2025","ST","43","-0.09","0.00","-0.02","-0.13","0.11","0.07","-0.05"
"","Kieran Chandler","MIN","2025","FB","68","-0.01","0.00","0.01","-0.04","-0.02","-0.01","-0.06"
"","Seymour Reid","NYC","2025","ST","22","-0.01","0.00","-0.01","-0.01","-0.02","-0.02","-0.06"
"","Frankie Amaya","LAFC","2025","CM","159","-0.11","0.00","0.15","-0.11","0.02","-0.00","-0.06"
"","Jesús Bueno","PHI","2025","CM","192","-0.15","-0.01","0.04","0.05","0.02","-0.01","-0.06"
"","Sam Adekugbe","VAN","2025","FB","241","-0.08","0.02","-0.16","-0.17","0.19","0.14","-0.06"
"","Jamar Ricketts","SJE","2025","FB","495","0.05","0.01","0.05","-0.17","-0.04","0.04","-0.06"
"","Loïc Mesanvi","MIN","2025","ST","26","-0.01","-0.00","-0.02","-0.00","-0.02","-0.01","-0.06"
"","Kimani Stewart-Baynes","COL","2025","CM","26","-0.01","-0.00","-0.02","-0.02","-0.01","-0.01","-0.06"
"","Nick Lima","SJE","2025","FB","313","-0.01","-0.01","-0.08","0.04","-0.05","0.04","-0.07"
"","Toyosi Olusanya","HOU","2025","ST","48","-0.02","0.03","-0.01","-0.01","-0.05","-0.01","-0.07"
"","Pablo Ortíz","HOU","2025","CB","171","-0.01","-0.03","-0.02","0.01","-0.04","0.03","-0.07"
"","Peter Stroud","NYRB","2025","CM","900","0.03","0.09","0.01","0.09","-0.23","-0.05","-0.07"
"","DeJuan Jones","CLB, SJE","2025","FB","635","0.08","0.03","0.04","-0.16","0.01","-0.06","-0.07"
"","Julian Hall","NYRB","2025","AM","254","0.10","-0.02","-0.08","-0.11","-0.06","0.09","-0.07"
"","Robin Jansson","ORL","2025","CB","1208","0.13","-0.43","0.27","0.24","-0.19","-0.09","-0.07"
"","Wyatt Omsberg","NER","2025","CB","68","-0.00","0.01","-0.05","-0.00","-0.02","-0.01","-0.07"
"","Taha Habroune","CLB","2025","AM","72","-0.00","-0.00","0.02","0.02","-0.07","-0.04","-0.07"
"","Carlos Terán","CHI","2025","CB","323","-0.11","-0.03","0.16","0.01","-0.05","-0.05","-0.07"
"","Finn Surman","POR","2025","CB","1276","-0.02","0.12","-0.11","-0.05","0.08","-0.08","-0.07"
"","Nick Fernandez","SJE","2025","CM","62","-0.00","0.01","-0.01","-0.02","-0.03","-0.02","-0.07"
"","Dominik Chong Qui","ATL","2025","FB","70","-0.04","0.01","-0.01","-0.01","-0.01","-0.01","-0.07"
"","Ousman Jabang","MTL","2025","CB","91","-0.01","0.03","-0.03","-0.05","-0.02","-0.01","-0.08"
"","Odin Thiago Holm","LAFC","2025","CM","115","0.05","-0.01","0.08","-0.02","-0.13","-0.06","-0.08"
"","Samuel Bassett","COL","2025","ST","54","0.15","-0.00","-0.05","-0.11","-0.05","-0.03","-0.08"
"","Paul Arriola","SEA","2025","W","84","0.02","-0.02","-0.03","-0.04","-0.01","0.00","-0.08"
"","Aziel Jackson","CLB","2025","AM","620","-0.33","0.03","-0.14","0.12","0.07","0.18","-0.09"
"","Andrew Brody","SKC","2025","FB","280","0.07","0.01","0.02","-0.17","0.01","-0.04","-0.09"
"","Santiago Morales","MIA","2025","W","31","-0.02","-0.00","-0.01","-0.02","-0.02","-0.02","-0.09"
"","Djibril Diani","CLT","2025","CM","359","-0.01","-0.06","0.24","-0.15","-0.07","-0.04","-0.09"
"","Hernán López","SJE","2025","DM","149","0.01","-0.01","-0.08","-0.09","-0.02","0.10","-0.09"
"","Danny Leyva","SEA","2025","CM","389","-0.05","0.04","0.02","-0.05","-0.01","-0.05","-0.09"
"","Nicolás Rodríguez","ORL","2025","FB","38","-0.01","-0.00","-0.01","-0.04","-0.02","-0.01","-0.09"
"","Jackson Hopkins","DCU","2025","AM","62","-0.00","-0.00","0.01","-0.03","-0.04","-0.02","-0.09"
"","Kevin O'Toole","NYC","2025","FB","807","-0.11","-0.01","0.27","-0.03","-0.12","-0.09","-0.10"
"","Marlon","LAFC","2025","CB","616","0.08","0.01","-0.28","0.32","-0.15","-0.08","-0.10"
"","Marcelo Weigandt","MIA","2025","FB","406","0.01","0.01","-0.02","-0.11","-0.06","0.08","-0.10"
"","Jeremy Rafanello","PHI","2025","W","58","-0.02","-0.00","-0.05","0.01","-0.04","-0.00","-0.10"
"","Kwadwo Opoku","MTL","2025","W","168","-0.01","-0.01","0.02","-0.05","-0.01","-0.04","-0.10"
"","Leonardo Barroso","CHI","2025","FB","309","0.06","0.01","0.04","-0.18","-0.03","-0.01","-0.10"
"","Fidel Barajas","DCU","2025","W","38","-0.09","0.00","0.00","-0.00","0.00","-0.02","-0.10"
"","Ian Fray","MIA","2025","FB","571","-0.21","0.06","0.31","-0.30","-0.03","0.06","-0.10"
"","Célio Pompeu","STL","2025","AM","556","0.19","-0.01","-0.02","-0.01","-0.26","0.00","-0.10"
"","Ralph Priso","VAN","2025","DM","421","0.08","-0.04","-0.04","0.08","-0.11","-0.08","-0.10"
"","David Pereira Da Costa","POR","2025","AM","1274","0.44","-0.13","-0.30","0.58","-0.54","-0.16","-0.11"
"","Gastón Brugman","NSH","2025","DM","512","-0.05","-0.01","-0.03","0.18","-0.11","-0.08","-0.11"
"","Maximo Carrizo","NYC","2025","W","51","-0.07","0.02","0.01","-0.05","-0.02","0.01","-0.11"
"","Alvas Powell","CIN","2025","CB","306","-0.06","-0.01","-0.00","0.03","-0.06","-0.01","-0.11"
"","Alejandro Alvarado Jr.","SD","2025","CM","243","-0.09","-0.00","-0.04","0.08","-0.03","-0.02","-0.11"
"","Ian Pilcher","SD","2025","CB","144","0.00","0.00","-0.12","0.04","-0.02","-0.02","-0.11"
"","Kobi Henry","RSL","2025","FB","58","-0.10","0.00","-0.03","0.00","0.03","-0.02","-0.11"
"","Matheus Nascimento","LAG","2025","ST","188","-0.10","-0.01","0.04","-0.01","0.02","-0.06","-0.11"
"","Tani Oluwaseyi","MIN","2025","ST","1097","-0.51","-0.18","0.16","-0.25","0.43","0.24","-0.12"
"","Tadeo Allende","MIA","2025","W","668","-0.07","-0.02","-0.15","-0.52","0.54","0.10","-0.12"
"","Will Sands","NER","2025","FB","365","-0.06","0.07","0.01","-0.15","0.03","-0.03","-0.13"
"","Serge Ngoma","NYRB","2025","W","305","-0.08","-0.02","-0.05","0.07","-0.05","0.00","-0.13"
"","Rubén Ramos Jr.","LAG","2025","CM","73","-0.02","-0.00","-0.04","-0.05","-0.02","0.00","-0.13"
"","Chris Applewhite","NSH","2025","CB","144","-0.02","0.02","-0.19","0.11","-0.03","-0.02","-0.13"
"","Mohamed Farsi","CLB","2025","FB","1174","-0.14","0.12","-0.32","-0.91","0.88","0.24","-0.13"
"","Jahkeele Marshall-Rutty","MTL, CLT","2025","FB","497","-0.21","0.03","0.18","-0.04","-0.04","-0.05","-0.13"
"","Tyger Smalls","CLT","2025","W","78","-0.08","0.00","0.03","0.02","-0.07","-0.04","-0.13"
"","Artem Smoliakov","LAFC","2025","FB","395","-0.05","-0.00","-0.05","-0.14","0.11","-0.01","-0.14"
"","Leo Afonso","MIA","2025","W","98","-0.07","-0.01","-0.03","-0.09","0.06","-0.00","-0.14"
"","Noel Buck","NER, SJE","2025","CM","72","-0.01","-0.00","-0.06","-0.04","-0.01","-0.02","-0.14"
"","Wayne Frederick","COL","2025","CM","260","-0.02","0.02","0.06","-0.10","-0.05","-0.05","-0.14"
"","Lalas Abubakar","FCD","2025","CB","342","-0.13","0.02","0.07","-0.08","0.02","-0.04","-0.14"
"","Adrian Wibowo","LAFC","2025","W","36","-0.02","-0.07","-0.01","0.02","-0.04","-0.02","-0.15"
"","Alexandros Katranis","RSL","2025","FB","918","-0.13","-0.22","-0.19","0.07","0.27","0.06","-0.15"
"","Mauricio Cuevas","LAG","2025","W","191","-0.29","0.02","-0.12","0.08","0.19","-0.01","-0.15"
"","Morris Duggan","MIN","2025","CB","748","-0.11","0.05","0.07","-0.16","0.05","-0.04","-0.15"
"","João Paulo","SEA","2025","CM","347","-0.24","0.00","0.14","0.11","-0.11","-0.04","-0.15"
"","Carlos Harvey","MIN","2025","CB","733","-0.23","0.07","-0.12","-0.07","0.21","-0.02","-0.15"
"","Garrison Tubbs","DCU","2025","CB","259","-0.02","0.02","0.03","-0.10","-0.05","-0.03","-0.16"
"","DJ Taylor","MIN","2025","FB","177","-0.01","0.01","-0.16","0.06","-0.03","-0.02","-0.16"
"","Owen Graham-Roache","MTL","2025","ST","65","-0.46","-0.01","-0.02","0.02","0.32","-0.01","-0.16"
"","Léo Chú","FCD","2025","W","233","-0.46","-0.04","-0.03","-0.06","0.42","0.00","-0.16"
"","Deybi Flores","TOR","2025","DM","1067","-0.17","-0.02","0.18","-0.08","-0.07","-0.01","-0.16"
"","Dominique Badji","DCU","2025","ST","381","-0.04","-0.02","-0.10","-0.35","0.42","-0.06","-0.16"
"","Jackson Travis","COL","2025","FB","341","0.02","0.04","-0.02","-0.10","-0.06","-0.04","-0.16"
"","Prince Owusu","MTL","2025","ST","1218","-0.43","-0.26","0.09","-0.30","0.82","-0.07","-0.16"
"","Wil Trapp","MIN","2025","DM","1225","-0.21","0.01","0.22","0.11","-0.16","-0.14","-0.16"
"","Brandan Craig","MTL","2025","CB","197","0.01","0.01","-0.18","0.07","-0.04","-0.02","-0.16"
"","Max Floriani","SJE","2025","CB","308","0.00","0.03","0.03","-0.14","-0.06","-0.03","-0.17"
"","Julian Gressel","MIN","2025","W","172","-0.02","0.01","-0.19","-0.09","0.10","0.02","-0.17"
"","Rafael Santos","ORL","2025","FB","567","-0.05","0.01","-0.25","0.13","-0.04","0.03","-0.17"
"","Cayman Togashi","ATL","2025","AM","78","-0.04","0.00","-0.00","-0.06","-0.03","-0.04","-0.17"
"","Jeevan Badwal","VAN","2025","CM","162","-0.03","-0.01","-0.00","-0.05","-0.03","-0.05","-0.17"
"","Akil Watts","STL","2025","FB","1153","-0.46","0.03","0.29","-0.17","0.16","-0.03","-0.17"
"","Mateusz Klich","ATL","2025","DM","562","-0.11","0.01","0.02","0.06","-0.09","-0.08","-0.18"
"","Júnior Urso","HOU","2025","DM","370","0.11","-0.02","-0.10","-0.27","0.07","0.03","-0.19"
"","Tomas Ostrak","STL","2025","CM","467","-0.09","0.01","0.16","-0.15","-0.10","-0.00","-0.19"
"","Lazar Stefanovic","TOR","2025","CB","289","-0.01","0.01","-0.09","0.07","-0.11","-0.06","-0.19"
"","Brooklyn Raines","HOU","2025","DM","599","0.01","-0.02","0.06","-0.07","-0.12","-0.06","-0.19"
"","Liam Mackenzie","VAN","2025","W","69","-0.06","-0.01","-0.01","-0.02","-0.06","-0.04","-0.19"
"","Erik Thommy","SKC","2025","W","693","-0.17","-0.05","0.25","-0.10","-0.09","-0.04","-0.19"
"","Georgi Minoungou","SEA","2025","W","448","0.02","0.00","0.09","-0.52","0.13","0.09","-0.19"
"","Kamal Miller","POR","2025","CB","1057","0.09","-0.05","-0.35","0.35","-0.16","-0.07","-0.20"
"","Matt Miazga","CIN","2025","CB","332","0.00","-0.21","0.32","-0.20","-0.07","-0.04","-0.20"
"","Xande Silva","STL, ATL","2025","W","374","-0.01","-0.06","-0.14","0.17","-0.12","-0.04","-0.20"
"","Lachlan Brook","RSL","2025","W","124","-0.01","-0.01","-0.04","-0.01","-0.11","-0.01","-0.20"
"","Tom Pearce","MTL","2025","FB","450","-0.02","0.02","-0.08","0.03","-0.15","0.00","-0.20"
"","Raheem Edwards","NYRB","2025","FB","559","-0.24","0.22","0.14","-0.05","-0.17","-0.10","-0.20"
"","Nicolás Dubersarsky","ATX","2025","CM","156","0.05","-0.25","0.07","0.02","-0.06","-0.04","-0.20"
"","Daniel Munie","SJE","2025","CB","658","0.05","0.04","-0.06","-0.22","-0.02","0.01","-0.20"
"","Ahmed Qasem","NSH","2025","W","679","-0.05","0.06","-0.19","-0.47","0.47","-0.04","-0.21"
"","Matthew Corcoran","NSH","2025","CM","158","0.01","-0.06","-0.04","-0.04","-0.05","-0.04","-0.21"
"","Eduard Löwen","STL","2025","CM","400","-0.07","0.01","0.00","-0.00","-0.15","-0.01","-0.21"
"","Wiktor Bogacz","NYRB","2025","ST","137","-0.10","-0.02","-0.07","0.04","-0.03","-0.05","-0.22"
"","Rida Zouhir","DCU","2025","W","253","-0.05","-0.02","-0.01","-0.01","-0.11","-0.02","-0.22"
"","Strahinja Tanasijević","NYC","2025","CB","259","0.03","0.02","-0.32","0.12","-0.05","-0.03","-0.22"
"","Edwin Mosquera","ATL","2025","W","180","0.12","-0.03","-0.10","-0.11","-0.08","-0.02","-0.22"
"","Isaiah Parente","LAG","2025","DM","730","0.00","0.01","-0.05","-0.06","-0.11","-0.02","-0.22"
"","Elijah Wynder","LAG","2025","CM","348","-0.21","0.03","0.02","-0.06","0.05","-0.05","-0.22"
"","Brandt Bronico","CLT","2025","DM","1072","-0.09","0.17","0.06","-0.30","0.09","-0.15","-0.22"
"","Ethan Bartlow","HOU","2025","CB","622","0.05","0.03","-0.27","-0.40","0.36","0.01","-0.22"
"","Griffin Dorsey","HOU","2025","FB","1390","-0.05","0.04","-0.24","-0.95","0.71","0.27","-0.23"
"","Owen Gene","MIN","2025","CM","142","-0.04","-0.00","-0.04","-0.01","-0.08","-0.06","-0.23"
"","Jake Girdwood-Reich","STL","2025","CM","109","-0.04","-0.04","-0.07","0.00","-0.04","-0.03","-0.23"
"","Diego Rossi","CLB","2025","ST","1280","-0.18","0.17","-0.24","-0.25","-0.18","0.44","-0.23"
"","Chidozie Awaziem","COL","2025","CB","1277","0.08","0.11","-0.02","-0.41","0.03","-0.02","-0.23"
"","Jeison Palacios","NSH","2025","CB","605","0.06","0.05","-0.49","-0.01","0.07","0.09","-0.24"
"","Patrick McNair","SD","2025","CB","1272","-0.01","0.13","-0.87","0.53","-0.03","0.00","-0.24"
"","Pablo Ruiz","RSL","2025","DM","314","-0.16","-0.06","-0.11","0.17","-0.12","0.04","-0.24"
"","Dawid Bugaj","MTL","2025","FB","532","0.07","0.03","-0.06","-0.19","-0.09","-0.01","-0.25"
"","Tyrese Spicer","TOR","2025","W","469","0.28","-0.27","-0.04","-0.10","-0.12","0.01","-0.25"
"","Brendan Hines-Ike","ATX","2025","CB","1194","-0.26","0.18","0.10","-0.18","-0.03","-0.08","-0.25"
"","Luis Abram","ATL","2025","CB","1001","0.07","-0.17","-0.00","0.10","-0.19","-0.06","-0.26"
"","Tucker Lepley","LAG","2025","CM","417","0.14","0.06","-0.01","-0.56","0.07","0.05","-0.26"
"","Cavan Sullivan","PHI","2025","W","78","-0.05","-0.01","-0.02","-0.08","-0.06","-0.04","-0.26"
"","Jeppe Tverskov","SD","2025","DM","1388","-0.04","-0.24","-0.51","0.44","0.10","-0.01","-0.26"
"","Cedric Teuchert","STL","2025","ST","831","0.22","0.20","-0.18","-0.11","-0.26","-0.14","-0.26"
"","Emmanuel Boateng","SD","2025","W","111","-0.01","-0.02","-0.04","-0.07","-0.06","-0.07","-0.26"
"","Marco Farfan","FCD","2025","FB","524","-0.10","-0.03","0.05","-0.22","-0.03","0.06","-0.26"
"","Santiago Muñoz","SKC","2025","ST","103","-0.07","-0.00","0.01","-0.02","-0.12","-0.07","-0.27"
"","Cesar Ruvalcaba","CLB","2025","CB","176","0.06","0.03","-0.11","-0.23","-0.03","0.01","-0.27"
"","Michael Edwards","COL","2025","CB","35","-0.00","0.00","-0.23","-0.02","-0.01","-0.00","-0.27"
"","Ariel Lassiter","POR","2025","W","240","-0.03","-0.01","0.01","-0.09","-0.12","-0.05","-0.27"
"","Ondrej Lingr","HOU","2025","W","457","-0.25","-0.02","-0.10","-0.10","0.14","0.07","-0.27"
"","Robert Taylor","ATX, MIA","2025","W","273","-0.48","-0.02","-0.05","-0.11","0.26","0.11","-0.28"
"","Fernando Álvarez","MTL","2025","CB","533","-0.25","0.01","-0.12","-0.01","0.10","-0.02","-0.29"
"","Brad Smith","CIN","2025","FB","207","-0.25","-0.00","-0.08","-0.15","0.17","0.02","-0.29"
"","Tomás Chancalay","NER","2025","ST","110","-0.20","-0.01","0.00","-0.06","0.02","-0.04","-0.29"
"","Osman Bukari","ATX","2025","W","1013","-0.45","0.14","0.22","-0.59","0.41","-0.02","-0.29"
"","Zanka","LAG","2025","CB","627","-0.58","0.02","0.14","0.27","-0.12","-0.03","-0.29"
"","Gabriel Pirani","DCU","2025","AM","689","0.02","-0.07","-0.11","-0.15","0.09","-0.07","-0.29"
"","Pavel Bucha","CIN","2025","CM","1225","0.24","-0.01","-0.03","-0.38","-0.06","-0.05","-0.29"
"","Samuel Shashoua","MIN","2025","DM","133","-0.14","0.01","-0.07","-0.10","-0.01","0.01","-0.30"
"","Devin Padelford","MIN","2025","CB","102","-0.02","0.01","-0.20","-0.06","-0.02","-0.01","-0.30"
"","Andrés Reyes","SD","2025","CB","43","0.00","-0.30","-0.00","0.01","-0.01","-0.00","-0.30"
"","Jacob Bartlett","SKC","2025","DM","889","-0.14","0.05","0.38","-0.25","-0.21","-0.13","-0.31"
"","Giuseppe Bovalina","VAN","2025","FB","141","-0.18","0.00","-0.08","-0.21","0.08","0.08","-0.31"
"","D'Avilla Dje tah","CHI","2025","DM","149","-0.13","0.01","-0.10","-0.02","-0.04","-0.03","-0.32"
"","Kosi Thompson","TOR","2025","FB","1066","0.04","-0.23","0.30","-0.17","-0.15","-0.11","-0.32"
"","Julián Aude","LAG","2025","FB","746","0.02","0.18","0.03","-0.26","-0.22","-0.07","-0.32"
