player_id,team_id,general_position,minutes_played,data
gpMOalwDqz,0KPqjA456v,CM,1445,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.0043, 'goals_added_above_avg': -0.1168, 'count_actions': 192}, {'action_type': 'Fouling', 'goals_added_raw': -0.2214, 'goals_added_above_avg': -0.2082, 'count_actions': 42}, {'action_type': 'Interrupting', 'goals_added_raw': 0.9423, 'goals_added_above_avg': -0.0604, 'count_actions': 139}, {'action_type': 'Passing', 'goals_added_raw': 0.504, 'goals_added_above_avg': 0.010700000000000001, 'count_actions': 598}, {'action_type': 'Receiving', 'goals_added_raw': 0.319, 'goals_added_above_avg': -0.2893, 'count_actions': 481}, {'action_type': 'Shooting', 'goals_added_raw': 0.3919, 'goals_added_above_avg': 0.027800000000000002, 'count_actions': 19}]"
gpMOe7GOqz,kaDQ0wRqEv,CB,1386,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.16670000000000001, 'goals_added_above_avg': -0.20090000000000002, 'count_actions': 250}, {'action_type': 'Fouling', 'goals_added_raw': -0.4647, 'goals_added_above_avg': -0.33240000000000003, 'count_actions': 28}, {'action_type': 'Interrupting', 'goals_added_raw': 1.3332, 'goals_added_above_avg': 0.2716, 'count_actions': 208}, {'action_type': 'Passing', 'goals_added_raw': 0.5306000000000001, 'goals_added_above_avg': -0.21130000000000002, 'count_actions': 861}, {'action_type': 'Receiving', 'goals_added_raw': 0.1285, 'goals_added_above_avg': -0.17880000000000001, 'count_actions': 726}, {'action_type': 'Shooting', 'goals_added_raw': 0.11570000000000001, 'goals_added_above_avg': -0.0405, 'count_actions': 5}]"
gpMOeAdDqz,zeQZkL1MKw,W,31,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.0119, 'goals_added_above_avg': -0.0176, 'count_actions': 7}, {'action_type': 'Fouling', 'goals_added_raw': 0.0017000000000000001, 'goals_added_above_avg': -0.0013000000000000002, 'count_actions': 1}, {'action_type': 'Interrupting', 'goals_added_raw': 0.0021000000000000003, 'goals_added_above_avg': -0.012700000000000001, 'count_actions': 4}, {'action_type': 'Passing', 'goals_added_raw': -0.0207, 'goals_added_above_avg': -0.0211, 'count_actions': 22}, {'action_type': 'Receiving', 'goals_added_raw': 0.013900000000000001, 'goals_added_above_avg': -0.0193, 'count_actions': 20}, {'action_type': 'Shooting', 'goals_added_raw': 0, 'goals_added_above_avg': -0.0161, 'count_actions': 0}]"
gpMOeEDEqz,kaDQ0wRqEv,CM,73,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.0122, 'goals_added_above_avg': -0.0199, 'count_actions': 5}, {'action_type': 'Fouling', 'goals_added_raw': 0, 'goals_added_above_avg': -0.0039000000000000003, 'count_actions': 0}, {'action_type': 'Interrupting', 'goals_added_raw': -0.0021000000000000003, 'goals_added_above_avg': -0.0439, 'count_actions': 1}, {'action_type': 'Passing', 'goals_added_raw': -0.0216, 'goals_added_above_avg': -0.0463, 'count_actions': 18}, {'action_type': 'Receiving', 'goals_added_raw': 0.0369, 'goals_added_above_avg': -0.015600000000000001, 'count_actions': 21}, {'action_type': 'Shooting', 'goals_added_raw': 0.0291, 'goals_added_above_avg': 0.0006000000000000001, 'count_actions': 2}]"
gpMOeEnOqz,a2lqR4JMr0,AM,1026,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.1102, 'goals_added_above_avg': -0.2442, 'count_actions': 159}, {'action_type': 'Fouling', 'goals_added_raw': -0.0721, 'goals_added_above_avg': -0.1693, 'count_actions': 30}, {'action_type': 'Interrupting', 'goals_added_raw': 0.46790000000000004, 'goals_added_above_avg': -0.0172, 'count_actions': 110}, {'action_type': 'Passing', 'goals_added_raw': -0.2088, 'goals_added_above_avg': -0.3442, 'count_actions': 221}, {'action_type': 'Receiving', 'goals_added_raw': 1.459, 'goals_added_above_avg': 0.3723, 'count_actions': 220}, {'action_type': 'Shooting', 'goals_added_raw': 0.7666000000000001, 'goals_added_above_avg': 0.2456, 'count_actions': 25}]"
gpMOeGdrqz,WBLMvYAQxe,W,1506,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.6084, 'goals_added_above_avg': -0.8683000000000001, 'count_actions': 385}, {'action_type': 'Fouling', 'goals_added_raw': -0.2359, 'goals_added_above_avg': -0.3573, 'count_actions': 46}, {'action_type': 'Interrupting', 'goals_added_raw': 0.7233, 'goals_added_above_avg': -0.0234, 'count_actions': 134}, {'action_type': 'Passing', 'goals_added_raw': -0.6278, 'goals_added_above_avg': -0.709, 'count_actions': 583}, {'action_type': 'Receiving', 'goals_added_raw': 1.9069, 'goals_added_above_avg': 0.4365, 'count_actions': 604}, {'action_type': 'Shooting', 'goals_added_raw': 1.1005, 'goals_added_above_avg': 0.38270000000000004, 'count_actions': 41}]"
gpMOeWWRqz,APk5LGOMOW,ST,270,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.2142, 'goals_added_above_avg': -0.21480000000000002, 'count_actions': 38}, {'action_type': 'Fouling', 'goals_added_raw': 0.0017000000000000001, 'goals_added_above_avg': -0.0253, 'count_actions': 9}, {'action_type': 'Interrupting', 'goals_added_raw': 0.064, 'goals_added_above_avg': -0.056400000000000006, 'count_actions': 12}, {'action_type': 'Passing', 'goals_added_raw': -0.111, 'goals_added_above_avg': -0.0915, 'count_actions': 50}, {'action_type': 'Receiving', 'goals_added_raw': 0.21480000000000002, 'goals_added_above_avg': -0.17270000000000002, 'count_actions': 52}, {'action_type': 'Shooting', 'goals_added_raw': 0.15910000000000002, 'goals_added_above_avg': 0.0017000000000000001, 'count_actions': 4}]"
gpMOL01y5z,kaDQ0wRqEv,DM,828,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.0222, 'goals_added_above_avg': -0.0439, 'count_actions': 95}, {'action_type': 'Fouling', 'goals_added_raw': -0.0553, 'goals_added_above_avg': -0.0369, 'count_actions': 24}, {'action_type': 'Interrupting', 'goals_added_raw': 0.5222, 'goals_added_above_avg': -0.0745, 'count_actions': 97}, {'action_type': 'Passing', 'goals_added_raw': -0.1647, 'goals_added_above_avg': -0.4716, 'count_actions': 345}, {'action_type': 'Receiving', 'goals_added_raw': 0.4922, 'goals_added_above_avg': 0.1252, 'count_actions': 296}, {'action_type': 'Shooting', 'goals_added_raw': 0.0956, 'goals_added_above_avg': -0.10300000000000001, 'count_actions': 4}]"
gpMOo1JyMz,kRQabn8MKZ,W,1393,"[{'action_type': 'Dribbling', 'goals_added_raw': 1.5104000000000002, 'goals_added_above_avg': 1.3825, 'count_actions': 349}, {'action_type': 'Fouling', 'goals_added_raw': 0.0743, 'goals_added_above_avg': -0.062400000000000004, 'count_actions': 32}, {'action_type': 'Interrupting', 'goals_added_raw': 0.6217, 'goals_added_above_avg': -0.0115, 'count_actions': 78}, {'action_type': 'Passing', 'goals_added_raw': -0.6867000000000001, 'goals_added_above_avg': -0.6394000000000001, 'count_actions': 410}, {'action_type': 'Receiving', 'goals_added_raw': 1.1815, 'goals_added_above_avg': -0.5592, 'count_actions': 459}, {'action_type': 'Shooting', 'goals_added_raw': 0.8081, 'goals_added_above_avg': 0.0439, 'count_actions': 26}]"
gpMOogB1Mz,zeQZkL1MKw,W,922,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.026600000000000002, 'goals_added_above_avg': -0.1525, 'count_actions': 189}, {'action_type': 'Fouling', 'goals_added_raw': 0.0071, 'goals_added_above_avg': -0.0659, 'count_actions': 29}, {'action_type': 'Interrupting', 'goals_added_raw': 0.5082, 'goals_added_above_avg': 0.037, 'count_actions': 56}, {'action_type': 'Passing', 'goals_added_raw': -0.6103000000000001, 'goals_added_above_avg': -0.7001000000000001, 'count_actions': 511}, {'action_type': 'Receiving', 'goals_added_raw': 0.8576, 'goals_added_above_avg': -0.0611, 'count_actions': 463}, {'action_type': 'Shooting', 'goals_added_raw': 0.35450000000000004, 'goals_added_above_avg': -0.0887, 'count_actions': 12}]"
gpMOoOERMz,vzqoOgNqap,W,16,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.0105, 'goals_added_above_avg': -0.0134, 'count_actions': 3}, {'action_type': 'Fouling', 'goals_added_raw': 0, 'goals_added_above_avg': -0.0015, 'count_actions': 0}, {'action_type': 'Interrupting', 'goals_added_raw': 0.0044, 'goals_added_above_avg': -0.0033, 'count_actions': 2}, {'action_type': 'Passing', 'goals_added_raw': -0.0098, 'goals_added_above_avg': -0.01, 'count_actions': 6}, {'action_type': 'Receiving', 'goals_added_raw': -0.0005, 'goals_added_above_avg': -0.0176, 'count_actions': 6}, {'action_type': 'Shooting', 'goals_added_raw': 0, 'goals_added_above_avg': -0.0083, 'count_actions': 0}]"
gpMOoOjEMz,Vj58weDM8n,CB,1935,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.0572, 'goals_added_above_avg': -0.0205, 'count_actions': 333}, {'action_type': 'Fouling', 'goals_added_raw': -0.0396, 'goals_added_above_avg': 0.1302, 'count_actions': 46}, {'action_type': 'Interrupting', 'goals_added_raw': 2.617, 'goals_added_above_avg': 1.108, 'count_actions': 293}, {'action_type': 'Passing', 'goals_added_raw': 1.3087, 'goals_added_above_avg': 0.2822, 'count_actions': 1053}, {'action_type': 'Receiving', 'goals_added_raw': 0.34, 'goals_added_above_avg': -0.11170000000000001, 'count_actions': 860}, {'action_type': 'Shooting', 'goals_added_raw': 0.2523, 'goals_added_above_avg': 0.0029000000000000002, 'count_actions': 10}]"
gpMOoOpOMz,APk5LGOMOW,AM,470,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.056600000000000004, 'goals_added_above_avg': -0.0068000000000000005, 'count_actions': 52}, {'action_type': 'Fouling', 'goals_added_raw': 0.044700000000000004, 'goals_added_above_avg': 0.0148, 'count_actions': 15}, {'action_type': 'Interrupting', 'goals_added_raw': 0.1844, 'goals_added_above_avg': -0.0742, 'count_actions': 29}, {'action_type': 'Passing', 'goals_added_raw': -0.1042, 'goals_added_above_avg': -0.2189, 'count_actions': 196}, {'action_type': 'Receiving', 'goals_added_raw': 0.2333, 'goals_added_above_avg': -0.151, 'count_actions': 157}, {'action_type': 'Shooting', 'goals_added_raw': 0.1996, 'goals_added_above_avg': 0.0001, 'count_actions': 7}]"
gpMOopORMz,0KPqjA456v,DM,280,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.38630000000000003, 'goals_added_above_avg': 0.34940000000000004, 'count_actions': 72}, {'action_type': 'Fouling', 'goals_added_raw': 0.006200000000000001, 'goals_added_above_avg': -0.0068000000000000005, 'count_actions': 18}, {'action_type': 'Interrupting', 'goals_added_raw': 0.12440000000000001, 'goals_added_above_avg': -0.040100000000000004, 'count_actions': 22}, {'action_type': 'Passing', 'goals_added_raw': 0.0134, 'goals_added_above_avg': -0.0777, 'count_actions': 84}, {'action_type': 'Receiving', 'goals_added_raw': 0.11230000000000001, 'goals_added_above_avg': -0.0906, 'count_actions': 93}, {'action_type': 'Shooting', 'goals_added_raw': 0.2096, 'goals_added_above_avg': 0.1018, 'count_actions': 8}]"
gpMOz1KyQz,gpMOLwl5zy,ST,296,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.028200000000000003, 'goals_added_above_avg': -0.0081, 'count_actions': 37}, {'action_type': 'Fouling', 'goals_added_raw': 0.02, 'goals_added_above_avg': -0.0106, 'count_actions': 9}, {'action_type': 'Interrupting', 'goals_added_raw': 0.168, 'goals_added_above_avg': 0.0442, 'count_actions': 26}, {'action_type': 'Passing', 'goals_added_raw': 0.3316, 'goals_added_above_avg': 0.3748, 'count_actions': 105}, {'action_type': 'Receiving', 'goals_added_raw': 0.3065, 'goals_added_above_avg': -0.1645, 'count_actions': 92}, {'action_type': 'Shooting', 'goals_added_raw': 0.18180000000000002, 'goals_added_above_avg': 0.0016, 'count_actions': 6}]"
jYQJ14KyqG,X0Oq66zq6D,W,1457,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.466, 'goals_added_above_avg': 0.21080000000000002, 'count_actions': 268}, {'action_type': 'Fouling', 'goals_added_raw': -0.06, 'goals_added_above_avg': -0.1894, 'count_actions': 57}, {'action_type': 'Interrupting', 'goals_added_raw': 0.7129000000000001, 'goals_added_above_avg': 0.004200000000000001, 'count_actions': 101}, {'action_type': 'Passing', 'goals_added_raw': -0.0591, 'goals_added_above_avg': -0.1378, 'count_actions': 496}, {'action_type': 'Receiving', 'goals_added_raw': 1.3318, 'goals_added_above_avg': -0.1476, 'count_actions': 442}, {'action_type': 'Shooting', 'goals_added_raw': 1.1006, 'goals_added_above_avg': 0.3763, 'count_actions': 36}]"
jYQJa30DqG,kRQand1MKZ,FB,774,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.061500000000000006, 'goals_added_above_avg': 0.0028, 'count_actions': 134}, {'action_type': 'Fouling', 'goals_added_raw': 0.1703, 'goals_added_above_avg': 0.2008, 'count_actions': 16}, {'action_type': 'Interrupting', 'goals_added_raw': 0.5644, 'goals_added_above_avg': 0.0678, 'count_actions': 120}, {'action_type': 'Passing', 'goals_added_raw': 0.3895, 'goals_added_above_avg': 0.09190000000000001, 'count_actions': 323}, {'action_type': 'Receiving', 'goals_added_raw': 0.19490000000000002, 'goals_added_above_avg': -0.007200000000000001, 'count_actions': 236}, {'action_type': 'Shooting', 'goals_added_raw': 0.14300000000000002, 'goals_added_above_avg': 0.036000000000000004, 'count_actions': 6}]"
jYQJaaBdqG,YgOMngl5wN,W,1557,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.46140000000000003, 'goals_added_above_avg': 0.2141, 'count_actions': 269}, {'action_type': 'Fouling', 'goals_added_raw': -0.014100000000000001, 'goals_added_above_avg': -0.09960000000000001, 'count_actions': 22}, {'action_type': 'Interrupting', 'goals_added_raw': 0.6615, 'goals_added_above_avg': -0.2167, 'count_actions': 104}, {'action_type': 'Passing', 'goals_added_raw': 1.8143, 'goals_added_above_avg': 1.5914000000000001, 'count_actions': 1119}, {'action_type': 'Receiving', 'goals_added_raw': 0.37220000000000003, 'goals_added_above_avg': -0.9218000000000001, 'count_actions': 896}, {'action_type': 'Shooting', 'goals_added_raw': 0.5336000000000001, 'goals_added_above_avg': -0.12, 'count_actions': 32}]"
jYQJaDnDqG,zeQZkL1MKw,W,98,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.0645, 'goals_added_above_avg': -0.0669, 'count_actions': 15}, {'action_type': 'Fouling', 'goals_added_raw': -0.0057, 'goals_added_above_avg': -0.0132, 'count_actions': 5}, {'action_type': 'Interrupting', 'goals_added_raw': 0.0198, 'goals_added_above_avg': -0.0292, 'count_actions': 5}, {'action_type': 'Passing', 'goals_added_raw': -0.08850000000000001, 'goals_added_above_avg': -0.0874, 'count_actions': 17}, {'action_type': 'Receiving', 'goals_added_raw': 0.1797, 'goals_added_above_avg': 0.0616, 'count_actions': 21}, {'action_type': 'Shooting', 'goals_added_raw': 0.0459, 'goals_added_above_avg': -0.004, 'count_actions': 1}]"
jYQJamlEqG,kRQand1MKZ,FB,1592,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.3235, 'goals_added_above_avg': -0.4394, 'count_actions': 204}, {'action_type': 'Fouling', 'goals_added_raw': 0.24760000000000001, 'goals_added_above_avg': 0.279, 'count_actions': 56}, {'action_type': 'Interrupting', 'goals_added_raw': 1.2879, 'goals_added_above_avg': 0.32220000000000004, 'count_actions': 167}, {'action_type': 'Passing', 'goals_added_raw': -0.2403, 'goals_added_above_avg': -0.7398, 'count_actions': 402}, {'action_type': 'Receiving', 'goals_added_raw': 1.8824, 'goals_added_above_avg': 1.213, 'count_actions': 334}, {'action_type': 'Shooting', 'goals_added_raw': 0.634, 'goals_added_above_avg': 0.31980000000000003, 'count_actions': 20}]"
jYQJanvVqG,a2lqRX2Mr0,DM,1351,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.2807, 'goals_added_above_avg': 0.1489, 'count_actions': 161}, {'action_type': 'Fouling', 'goals_added_raw': 0.0375, 'goals_added_above_avg': 0.0775, 'count_actions': 41}, {'action_type': 'Interrupting', 'goals_added_raw': 0.8270000000000001, 'goals_added_above_avg': -0.1719, 'count_actions': 137}, {'action_type': 'Passing', 'goals_added_raw': 0.2979, 'goals_added_above_avg': -0.2577, 'count_actions': 786}, {'action_type': 'Receiving', 'goals_added_raw': 0.2041, 'goals_added_above_avg': -0.24910000000000002, 'count_actions': 621}, {'action_type': 'Shooting', 'goals_added_raw': 0.1232, 'goals_added_above_avg': -0.16140000000000002, 'count_actions': 6}]"
jYQJB7wVQG,pzeQZ6xQKw,W,1158,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.35850000000000004, 'goals_added_above_avg': 0.23850000000000002, 'count_actions': 215}, {'action_type': 'Fouling', 'goals_added_raw': -0.054700000000000006, 'goals_added_above_avg': -0.1039, 'count_actions': 17}, {'action_type': 'Interrupting', 'goals_added_raw': 0.7642, 'goals_added_above_avg': 0.08460000000000001, 'count_actions': 95}, {'action_type': 'Passing', 'goals_added_raw': 0.0046, 'goals_added_above_avg': -0.24810000000000001, 'count_actions': 559}, {'action_type': 'Receiving', 'goals_added_raw': 0.9931000000000001, 'goals_added_above_avg': 0.0858, 'count_actions': 484}, {'action_type': 'Shooting', 'goals_added_raw': 0.6456000000000001, 'goals_added_above_avg': 0.1943, 'count_actions': 24}]"
jYQJBvJGQG,jYQJ19EqGR,CB,909,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.0713, 'goals_added_above_avg': 0.06570000000000001, 'count_actions': 133}, {'action_type': 'Fouling', 'goals_added_raw': -0.22640000000000002, 'goals_added_above_avg': -0.15410000000000001, 'count_actions': 13}, {'action_type': 'Interrupting', 'goals_added_raw': 0.5001, 'goals_added_above_avg': -0.1704, 'count_actions': 114}, {'action_type': 'Passing', 'goals_added_raw': 0.9109, 'goals_added_above_avg': 0.4832, 'count_actions': 595}, {'action_type': 'Receiving', 'goals_added_raw': 0.0128, 'goals_added_above_avg': -0.3199, 'count_actions': 511}, {'action_type': 'Shooting', 'goals_added_raw': 0.012400000000000001, 'goals_added_above_avg': -0.13390000000000002, 'count_actions': 1}]"
jYQJgEJdMG,9z5k7Yg5A3,W,136,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.0548, 'goals_added_above_avg': -0.06280000000000001, 'count_actions': 24}, {'action_type': 'Fouling', 'goals_added_raw': 0.0024000000000000002, 'goals_added_above_avg': -0.0125, 'count_actions': 2}, {'action_type': 'Interrupting', 'goals_added_raw': 0.0346, 'goals_added_above_avg': -0.0241, 'count_actions': 17}, {'action_type': 'Passing', 'goals_added_raw': -0.098, 'goals_added_above_avg': -0.08220000000000001, 'count_actions': 48}, {'action_type': 'Receiving', 'goals_added_raw': 0.088, 'goals_added_above_avg': -0.1044, 'count_actions': 41}, {'action_type': 'Shooting', 'goals_added_raw': 0.0006000000000000001, 'goals_added_above_avg': -0.0804, 'count_actions': 1}]"
jYQJgokGMG,kRQabn8MKZ,CB,481,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.021500000000000002, 'goals_added_above_avg': -0.0471, 'count_actions': 63}, {'action_type': 'Fouling', 'goals_added_raw': -0.0164, 'goals_added_above_avg': 0.013800000000000002, 'count_actions': 6}, {'action_type': 'Interrupting', 'goals_added_raw': 0.1291, 'goals_added_above_avg': -0.2117, 'count_actions': 65}, {'action_type': 'Passing', 'goals_added_raw': 0.3049, 'goals_added_above_avg': 0.0906, 'count_actions': 283}, {'action_type': 'Receiving', 'goals_added_raw': -0.0046, 'goals_added_above_avg': -0.164, 'count_actions': 224}, {'action_type': 'Shooting', 'goals_added_raw': 0, 'goals_added_above_avg': -0.0799, 'count_actions': 0}]"
jYQJgrOWMG,zeQZBOzQKw,FB,1234,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.20570000000000002, 'goals_added_above_avg': -0.29860000000000003, 'count_actions': 180}, {'action_type': 'Fouling', 'goals_added_raw': -0.0206, 'goals_added_above_avg': 0.031900000000000005, 'count_actions': 39}, {'action_type': 'Interrupting', 'goals_added_raw': 1.1277, 'goals_added_above_avg': 0.34090000000000004, 'count_actions': 133}, {'action_type': 'Passing', 'goals_added_raw': 0.6202000000000001, 'goals_added_above_avg': 0.13920000000000002, 'count_actions': 756}, {'action_type': 'Receiving', 'goals_added_raw': 0.27840000000000004, 'goals_added_above_avg': -0.024, 'count_actions': 577}, {'action_type': 'Shooting', 'goals_added_raw': 0.2459, 'goals_added_above_avg': 0.089, 'count_actions': 8}]"
jYQJYXpPqG,kRQabn8MKZ,W,793,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.1316, 'goals_added_above_avg': 0.0055000000000000005, 'count_actions': 160}, {'action_type': 'Fouling', 'goals_added_raw': -0.23700000000000002, 'goals_added_above_avg': -0.2873, 'count_actions': 9}, {'action_type': 'Interrupting', 'goals_added_raw': 0.5373, 'goals_added_above_avg': 0.12840000000000001, 'count_actions': 85}, {'action_type': 'Passing', 'goals_added_raw': -0.093, 'goals_added_above_avg': -0.1729, 'count_actions': 219}, {'action_type': 'Receiving', 'goals_added_raw': 0.47700000000000004, 'goals_added_above_avg': -0.21630000000000002, 'count_actions': 205}, {'action_type': 'Shooting', 'goals_added_raw': 0.3124, 'goals_added_above_avg': -0.0269, 'count_actions': 12}]"
jYQJYzKDqG,vzqoOgNqap,CB,221,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.0179, 'goals_added_above_avg': -0.0219, 'count_actions': 27}, {'action_type': 'Fouling', 'goals_added_raw': 0.0105, 'goals_added_above_avg': 0.0332, 'count_actions': 6}, {'action_type': 'Interrupting', 'goals_added_raw': -0.0658, 'goals_added_above_avg': -0.2388, 'count_actions': 25}, {'action_type': 'Passing', 'goals_added_raw': 0.2029, 'goals_added_above_avg': 0.0804, 'count_actions': 132}, {'action_type': 'Receiving', 'goals_added_raw': 0.0021000000000000003, 'goals_added_above_avg': -0.046200000000000005, 'count_actions': 110}, {'action_type': 'Shooting', 'goals_added_raw': 0, 'goals_added_above_avg': -0.0245, 'count_actions': 0}]"
jYQJznnkQG,wvq9B9wQWn,CM,543,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.006200000000000001, 'goals_added_above_avg': -0.0145, 'count_actions': 41}, {'action_type': 'Fouling', 'goals_added_raw': -0.0429, 'goals_added_above_avg': -0.0407, 'count_actions': 21}, {'action_type': 'Interrupting', 'goals_added_raw': 0.428, 'goals_added_above_avg': 0.0765, 'count_actions': 67}, {'action_type': 'Passing', 'goals_added_raw': -0.1779, 'goals_added_above_avg': -0.3276, 'count_actions': 217}, {'action_type': 'Receiving', 'goals_added_raw': 0.2622, 'goals_added_above_avg': -0.0613, 'count_actions': 175}, {'action_type': 'Shooting', 'goals_added_raw': 0.045700000000000005, 'goals_added_above_avg': -0.1095, 'count_actions': 6}]"
jYQJznrBQG,APk5LGOMOW,ST,1765,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.3674, 'goals_added_above_avg': -0.0609, 'count_actions': 274}, {'action_type': 'Fouling', 'goals_added_raw': -0.10020000000000001, 'goals_added_above_avg': -0.3371, 'count_actions': 64}, {'action_type': 'Interrupting', 'goals_added_raw': 0.5862, 'goals_added_above_avg': -0.021, 'count_actions': 80}, {'action_type': 'Passing', 'goals_added_raw': -0.7196, 'goals_added_above_avg': -0.0945, 'count_actions': 375}, {'action_type': 'Receiving', 'goals_added_raw': 4.8585, 'goals_added_above_avg': 1.2288000000000001, 'count_actions': 435}, {'action_type': 'Shooting', 'goals_added_raw': 1.2509000000000001, 'goals_added_above_avg': -0.0461, 'count_actions': 40}]"
jYQJzoGVQG,kRQabn8MKZ,CM,694,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.0538, 'goals_added_above_avg': -0.0196, 'count_actions': 95}, {'action_type': 'Fouling', 'goals_added_raw': -0.0765, 'goals_added_above_avg': -0.11370000000000001, 'count_actions': 28}, {'action_type': 'Interrupting', 'goals_added_raw': 0.13720000000000002, 'goals_added_above_avg': -0.2597, 'count_actions': 80}, {'action_type': 'Passing', 'goals_added_raw': 0.0114, 'goals_added_above_avg': -0.22340000000000002, 'count_actions': 268}, {'action_type': 'Receiving', 'goals_added_raw': 0.272, 'goals_added_above_avg': -0.2272, 'count_actions': 243}, {'action_type': 'Shooting', 'goals_added_raw': 0.0949, 'goals_added_above_avg': -0.17550000000000002, 'count_actions': 6}]"
jYQJzpAkQG,NPqxKXZ59d,DM,1467,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.08660000000000001, 'goals_added_above_avg': -0.033, 'count_actions': 156}, {'action_type': 'Fouling', 'goals_added_raw': 0.1197, 'goals_added_above_avg': 0.14980000000000002, 'count_actions': 31}, {'action_type': 'Interrupting', 'goals_added_raw': 1.1078000000000001, 'goals_added_above_avg': 0.055400000000000005, 'count_actions': 141}, {'action_type': 'Passing', 'goals_added_raw': 0.056400000000000006, 'goals_added_above_avg': -0.4837, 'count_actions': 553}, {'action_type': 'Receiving', 'goals_added_raw': 0.6909000000000001, 'goals_added_above_avg': 0.055200000000000006, 'count_actions': 432}, {'action_type': 'Shooting', 'goals_added_raw': 0.17200000000000001, 'goals_added_above_avg': -0.18030000000000002, 'count_actions': 10}]"
jYQJzWGyQG,NWMWlBK5lz,CB,1415,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.31170000000000003, 'goals_added_above_avg': -0.3371, 'count_actions': 251}, {'action_type': 'Fouling', 'goals_added_raw': -0.2536, 'goals_added_above_avg': -0.1085, 'count_actions': 14}, {'action_type': 'Interrupting', 'goals_added_raw': 1.6284, 'goals_added_above_avg': 0.5203, 'count_actions': 208}, {'action_type': 'Passing', 'goals_added_raw': 1.4824, 'goals_added_above_avg': 0.6975, 'count_actions': 1034}, {'action_type': 'Receiving', 'goals_added_raw': 0.5831000000000001, 'goals_added_above_avg': 0.2738, 'count_actions': 879}, {'action_type': 'Shooting', 'goals_added_raw': 0.2756, 'goals_added_above_avg': 0.1188, 'count_actions': 12}]"
jYQJzwXkQG,zeQZBOzQKw,DM,1902,"[{'action_type': 'Dribbling', 'goals_added_raw': 0.2272, 'goals_added_above_avg': 0.029300000000000003, 'count_actions': 315}, {'action_type': 'Fouling', 'goals_added_raw': -0.28950000000000004, 'goals_added_above_avg': -0.2149, 'count_actions': 40}, {'action_type': 'Interrupting', 'goals_added_raw': 1.5014, 'goals_added_above_avg': 0.0541, 'count_actions': 277}, {'action_type': 'Passing', 'goals_added_raw': 1.2709000000000001, 'goals_added_above_avg': 0.4258, 'count_actions': 1607}, {'action_type': 'Receiving', 'goals_added_raw': 0.6234000000000001, 'goals_added_above_avg': 0.0623, 'count_actions': 1347}, {'action_type': 'Shooting', 'goals_added_raw': 0.29910000000000003, 'goals_added_above_avg': -0.0645, 'count_actions': 10}]"
KAqB92k75b,YgOMngl5wN,FB,1392,"[{'action_type': 'Dribbling', 'goals_added_raw': -0.2046, 'goals_added_above_avg': -0.29610000000000003, 'count_actions': 187}, {'action_type': 'Fouling', 'goals_added_raw': -0.08220000000000001, 'goals_added_above_avg': -0.009000000000000001, 'count_actions': 27}, {'action_type': 'Interrupting', 'goals_added_raw': 0.9303, 'goals_added_above_avg': 0.009000000000000001, 'count_actions': 203}, {'action_type': 'Passing', 'goals_added_raw': 0.8981, 'goals_added_above_avg': 0.3174, 'count_actions': 873}, {'action_type': 'Receiving', 'goals_added_raw': 0.5566, 'goals_added_above_avg': 0.22160000000000002, 'count_actions': 664}, {'action_type': 'Shooting', 'goals_added_raw': 0.2575, 'goals_added_above_avg': 0.0843, 'count_actions': 8}]"
