player_id,team_id,general_position,minutes_played,attempted_passes,pass_completion_percentage,xpass_completion_percentage,passes_completed_over_expected,passes_completed_over_expected_p100,avg_distance_yds,avg_vertical_distance_yds,share_team_touches,count_games
2lqRJ0l4qr,EKXMeX3Q64,W,1435,474,0.8143,0.8118000000000001,1.218,0.257,16.3933,2.2402,0.057300000000000004,20
2lqRj7nDqr,X0Oq66zq6D,ST,16,2,0.5,0.5452,-0.0903,-4.5157,13.3796,2.185,0.0036000000000000003,1
2lqRjDAAqr,zeQZkL1MKw,FB,763,378,0.873,0.839,12.8402,3.3969,18.0484,1.5579,0.0668,11
2lqRJgb2qr,a2lqRX2Mr0,ST,289,57,0.6842,0.7705000000000001,-4.9213000000000005,-8.6339,12.6859,-3.0342,0.0111,12
2lqRjkEJqr,Z2vQ1xlqrA,FB,1396,795,0.8151,0.8132,1.5248,0.1918,17.1449,1.7656,0.08700000000000001,18
2lqRjL12qr,APk5LGOMOW,CB,389,157,0.8344,0.8258000000000001,1.3523,0.8613000000000001,24.1842,9.7609,0.038400000000000004,9
2lqRjYLWqr,kRQabn8MKZ,CB,566,322,0.854,0.8512000000000001,0.917,0.2848,22.5815,7.3619,0.0597,10
2lqRk034Qr,19vQ2095K6,CB,222,139,0.8921,0.871,2.9363,2.1124,18.5503,5.4621,0.0618,4
2lqRk1raQr,WBLMvYAQxe,CB,1265,808,0.875,0.8617,10.7088,1.3253,22.8773,11.4604,0.0944,15
2lqRk3lnQr,Vj58weDM8n,DM,993,595,0.8202,0.8295,-5.5582,-0.9341,17.7425,4.3565000000000005,0.07740000000000001,14
2lqRk3NWQr,a2lqRX2Mr0,FB,996,656,0.8125,0.8022,6.7747,1.0327,19.0054,1.9564,0.11960000000000001,10
2lqRkbN4Qr,jYQJ19EqGR,FB,1365,470,0.7383000000000001,0.767,-13.4839,-2.8689,16.3144,-1.9045,0.0507,19
2lqRked4Qr,wvq9B9wQWn,CM,502,305,0.8131,0.7966000000000001,5.0383,1.6519,21.2922,5.8609,0.0989,7
2lqRknk2Qr,jYQJ19EqGR,CB,1222,673,0.8455,0.8379000000000001,5.0975,0.7574000000000001,19.2921,8.149,0.08950000000000001,14
2lqRkWG0Qr,jYQJ8EW5GR,FB,650,392,0.7423000000000001,0.743,-0.2614,-0.06670000000000001,21.2983,6.0387,0.0523,14
2lqRkwRnQr,EKXMeX3Q64,GK,1313,460,0.5957,0.6467,-23.4941,-5.1074,42.3987,34.9493,0.0713,13
2lqRkYZnQr,vzqoOgNqap,DM,106,55,0.8727,0.8579,0.8137000000000001,1.4795,21.4727,6.5254,0.0187,6
2lqRkZXDQr,0KPqjA456v,FB,1835,1065,0.6798000000000001,0.6883,-9.0014,-0.8452000000000001,19.7141,2.8164,0.1125,19
2lqRR1wxqr,eVq3ya6MWO,CB,718,545,0.9376000000000001,0.9038,18.4095,3.3779,20.7757,6.2347,0.0775,11
2lqRR3wJqr,lgpMOvnQzy,CB,592,380,0.9132,0.9007000000000001,4.7357,1.2462,22.5189,5.8022,0.07390000000000001,9
2lqRR4Rxqr,a2lqRX2Mr0,AM,165,49,0.7347,0.7463000000000001,-0.5682,-1.1596,16.5558,-0.21030000000000001,0.036000000000000004,3
2lqRRkw2qr,wvq9B9wQWn,CM,800,386,0.8316,0.8119000000000001,7.6055,1.9703,19.3575,5.5419,0.056600000000000004,15
2lqRRZy2qr,gpMOLwl5zy,DM,1080,560,0.8411000000000001,0.8359000000000001,2.8890000000000002,0.5159,20.1763,4.546,0.07250000000000001,16
2vQ14E1Kqr,lgpMOvnQzy,CB,1707,993,0.9486,0.9253,23.2124,2.3376,21.7566,5.0702,0.1043,17
2vQ14xl0qr,mvzqoLZQap,CM,1799,1503,0.843,0.8248000000000001,27.3482,1.8195999999999999,18.3606,3.9344,0.1097,20
2vQ1dJAxqr,19vQ2095K6,CM,3,3,0.33330000000000004,0.7346,-1.2038,-40.1278,7.6957,1.3225,0.0044,1
2vQ1dlaOqr,APk5LGOMOW,FB,792,250,0.8240000000000001,0.8083,3.9132,1.5653000000000001,16.1176,-2.0217,0.0444,14
2vQ1dVAwqr,wvq9B9wQWn,W,1091,319,0.6897,0.7239,-10.9239,-3.4244,16.4863,1.5296,0.0509,16
2vQ1dZ8Kqr,NWMWlBK5lz,FB,1722,1043,0.7555000000000001,0.7669,-11.8492,-1.1360999999999999,21.75,5.2763,0.09960000000000001,20
2vQ1jGzOMr,kRQabn8MKZ,ST,1048,133,0.6466000000000001,0.8163,-22.5663,-16.9671,13.3594,-2.298,0.031200000000000002,15
2vQ1L20Oqr,kaDQ0wRqEv,GK,1113,299,0.6254000000000001,0.6596000000000001,-10.2136,-3.4159,37.2814,30.1195,0.049100000000000005,11
2vQ1LYxbqr,jYQJ19EqGR,W,84,42,0.7143,0.7399,-1.0763,-2.5627,17.9836,-2.4897,0.0346,2
2vQ1LYY0qr,zeQZBOzQKw,W,171,48,0.6875,0.7666000000000001,-3.7958,-7.9079,13.7172,0.47550000000000003,0.0122,7
2vQ1N6yLMr,APk5LGOMOW,ST,400,47,0.7234,0.7472000000000001,-1.1164,-2.3753,14.1328,-0.8132,0.0273,7
2vQ1NBY8Mr,kRQand1MKZ,CM,1611,757,0.7133,0.727,-10.3478,-1.3669,20.5432,5.2055,0.1044,20
2vQ1NO0OMr,gpMOLwl5zy,W,642,176,0.6875,0.7315,-7.7429,-4.3994,15.1414,1.6118999999999999,0.0228,20
2vQ1NPw4Mr,lgpMOvnQzy,W,861,169,0.7396,0.7701,-5.1516,-3.0483,16.6323,-1.2993999999999999,0.0369,14
2vQ1Nv7LMr,EKXMeX3Q64,W,335,182,0.7582,0.7691,-1.9697,-1.0822,18.7749,3.634,0.0422,9
315V60b59x,NPqxKXZ59d,FB,1275,804,0.8706,0.8665,3.3556,0.4174,20.5048,5.3514,0.10260000000000001,14
315V7AgEq9,19vQ2095K6,FB,1182,508,0.7579,0.7606,-1.3801,-0.2717,18.3397,0.2791,0.0743,14
315V7bLYq9,0KPqjA456v,CB,335,152,0.8224,0.7917000000000001,4.6564,3.0635,20.2849,5.1332,0.056400000000000006,6
315V7V1Yq9,X0Oq66zq6D,FB,532,245,0.7265,0.7756000000000001,-12.0299,-4.9102,18.5821,2.7996,0.0609,9
315VkJ1Yq9,pzeQZ6xQKw,CB,924,381,0.8189000000000001,0.8174,0.5585,0.1466,18.0866,5.8266,0.062,13
315VPPBEQ9,Vj58weDM8n,FB,686,503,0.8072,0.8186,-5.7538,-1.1439,20.7808,4.9225,0.0729,12
315VPR6vQ9,mKAqBBmqbg,ST,1357,427,0.6885,0.7234,-14.8984,-3.4891,16.0354,3.5558,0.0675,16
315VPVXbQ9,"['mvzqoLZQap', 'YgOMngl5wN']",ST,722,238,0.7983,0.8378,-9.3918,-3.9461,12.498,-4.162,0.026500000000000003,18
315VPZmnQ9,mvzqoLZQap,AM,818,297,0.9091,0.8764000000000001,9.7166,3.2716,16.7656,0.5404,0.0358,17
315VX4PEQ9,zeQZBOzQKw,CM,1426,658,0.8298000000000001,0.8213,5.5839,0.8486,14.6206,1.8182,0.0627,17
315VXNkGQ9,a2lqRX2Mr0,GK,1920,594,0.6717000000000001,0.7025,-18.2598,-3.074,35.837,28.7667,0.055400000000000005,19
315VXO8XQ9,wvq9B9wQWn,FB,670,270,0.737,0.7147,6.0292,2.233,19.0189,4.2179,0.0664,9
315VXPJEQ9,gpMOLwl5zy,CB,536,348,0.9224,0.8835000000000001,13.5401,3.8908,21.9659,8.3581,0.0883,8
315VXyJXQ9,X0Oq66zq6D,FB,1765,815,0.7963,0.7812,12.3505,1.5154,19.0496,5.272,0.09140000000000001,19
4JMAaaxkMK,mKAqBBmqbg,DM,841,354,0.8898,0.85,14.104,3.9842,16.8094,2.5085,0.0809,10
4JMAaDp2MK,19vQ2095K6,GK,1841,483,0.6418,0.657,-7.3071,-1.5129000000000001,40.9431,33.1726,0.0478,18
4JMAaogDMK,YgOMngl5wN,GK,136,42,0.5952000000000001,0.6182000000000001,-0.9659000000000001,-2.2998,37.8241,31.6749,0.039900000000000005,2
4JMAk7nkqK,kRQand1MKZ,CB,123,32,0.6562,0.7126,-1.8025,-5.6327,18.5092,6.8384,0.0279,4
4JMAkkK1qK,0KPqjA456v,ST,669,99,0.5556,0.6693,-11.265,-11.3788,14.2226,0.7012,0.020300000000000002,16
4JMAoJNkqK,vzqoOgNqap,W,528,147,0.8435,0.7881,8.1499,5.5441,16.989,1.7983,0.0264,14
4JMAolz1qK,gpMOLwl5zy,CM,1269,697,0.8809,0.8479,22.9994,3.2998,19.2876,3.0414,0.09970000000000001,15
4JMAoR9lqK,mKAqBBmqbg,CB,1443,656,0.8902,0.8796,7.0049,1.0678,20.4169,7.4321,0.1024,15
4JMAormOqK,WBLMvYAQxe,AM,1767,872,0.7924,0.7843,7.1074,0.8151,18.845,1.7771,0.08360000000000001,19
4wM42Belqj,eVq3ya6MWO,CM,1234,881,0.8763000000000001,0.8494,23.7142,2.6917,18.8974,4.2442,0.08360000000000001,17
4wM46RpqjB,a2lqRX2Mr0,AM,1798,623,0.7721,0.7685000000000001,2.2046,0.3539,18.9792,1.6514,0.0623,19
4wM4an045j,eVq3ya6MWO,GK,101,23,0.8696,0.9132,-1.0032,-4.362,20.6347,14.075,0.030100000000000002,1
4wM4aNJN5j,mvzqoLZQap,CB,1567,1347,0.928,0.8854000000000001,57.3833,4.2600999999999996,18.0378,6.3008,0.1168,17
4wM4aomy5j,pzeQZ6xQKw,FB,1515,669,0.7967000000000001,0.7871,6.4234,0.9601000000000001,18.7188,3.8285,0.09290000000000001,16
4wM4aRPp5j,kRQand1MKZ,DM,133,80,0.8625,0.8399000000000001,1.8085,2.2606,14.614,-0.23750000000000002,0.0339,5
4wM4E8Xg5j,9z5k7Yg5A3,ST,502,143,0.5664,0.6343,-9.7032,-6.7854,12.6538,0.6672,0.027800000000000002,14
4wM4EBbB5j,EKXMeX3Q64,W,26,8,0.625,0.6242,0.0067,0.08370000000000001,11.1191,-0.06570000000000001,0.0187,1
4wM4J01Nqj,zeQZkL1MKw,GK,208,70,0.8571000000000001,0.7662,6.3678,9.0969,33.6454,23.211,0.0386,3
4wM4J0KNqj,EKXMeX3Q64,W,920,423,0.721,0.7457,-10.4321,-2.4662,17.2073,1.3445,0.0818,12
4wM4J8bNqj,gpMOLwl5zy,CM,1717,690,0.7841,0.7649,13.241,1.919,19.3867,1.8533,0.0809,20
4wM4J9zlqj,jYQJ19EqGR,W,782,305,0.8230000000000001,0.8122,3.2891,1.0784,17.0325,-1.7286000000000001,0.041800000000000004,16
4wM4JGblqj,a2lqRX2Mr0,CB,1310,830,0.894,0.8798,11.7932,1.4209,19.4921,5.9553,0.0983,15
4wM4JmKAqj,WBLMvYAQxe,W,1409,637,0.7598,0.7769,-10.855,-1.7041,17.7363,1.2786,0.0814,17
4wM4JrbBqj,NWMWlBK5lz,CM,1820,921,0.8675,0.8536,12.849,1.3951,16.2017,1.5305,0.0913,19
4wM4Jwdzqj,"['APk5LGOMOW', 'NPqxKXZ59d']",FB,1103,605,0.8331000000000001,0.8213,7.1147,1.176,17.7184,1.9128,0.0678,16
4wM4JxwBqj,0KPqjA456v,CB,1161,588,0.8384,0.8565,-10.6401,-1.8094999999999999,21.4524,6.5808,0.0917,13
4wM4JxWpqj,APk5LGOMOW,GK,1804,730,0.7849,0.7679,12.424,1.7019000000000002,30.8033,22.1346,0.0729,18
4wM4JZezqj,jYQJ8EW5GR,CM,872,351,0.8746,0.8688,2.0604,0.587,15.8366,-1.3552,0.0378,20
4wM4pewlMj,9z5k7Yg5A3,ST,32,2,0.5,0.5911000000000001,-0.1822,-9.1108,10.8356,5.175,0.0123,1
7vQ73eoDQD,Z2vQ1xlqrA,DM,837,471,0.8641000000000001,0.8535,4.9883,1.0591,18.9811,4.5917,0.0805,11
7vQ73orEQD,NWMWlBK5lz,FB,1603,753,0.8127000000000001,0.8139000000000001,-0.8981,-0.1193,18.9306,1.8006000000000002,0.07060000000000001,20
7vQ7BmAzqD,kRQand1MKZ,CM,401,120,0.725,0.7666000000000001,-4.99,-4.1584,16.1226,2.752,0.0649,5
7vQ7eNPO5D,a2lqRX2Mr0,W,891,205,0.8244,0.8240000000000001,0.08650000000000001,0.0422,14.9674,-2.4553000000000003,0.0437,13
7vQ7J8JYqD,kaDQ0wRqEv,W,1096,308,0.7792,0.7687,3.2374,1.0511,16.922,-2.52,0.0585,13
7vQ7J8VDqD,EKXMeX3Q64,FB,322,128,0.7109000000000001,0.7312000000000001,-2.5998,-2.0311,17.7211,1.5495999999999999,0.031100000000000003,9
7vQ7rA7YqD,19vQ2095K6,FB,374,159,0.7358,0.7524000000000001,-2.6275,-1.6525,18.0371,0.29810000000000003,0.0339,10
7vQ7rKGYqD,jYQJ19EqGR,GK,200,42,0.6905,0.7576,-2.8173,-6.7079,35.6869,27.5097,0.0333,2
7vQ7rVvGqD,Vj58weDM8n,FB,885,594,0.8283,0.8218000000000001,3.8642000000000003,0.6505000000000001,16.4796,3.2895,0.08940000000000001,12
7vQ7w3kLQD,0KPqjA456v,CB,593,269,0.8885000000000001,0.8475,11.019,4.0963,18.883,6.5469,0.0546,10
7vQ7wYXeQD,Vj58weDM8n,FB,362,188,0.8457,0.8071,7.2645,3.8641,18.8783,4.2091,0.026600000000000002,13
7vQ7x6aOMD,lgpMOvnQzy,CM,457,136,0.8456,0.8459,-0.0475,-0.0349,16.229,-2.1077,0.025900000000000003,11
7vQ7xgKOMD,X0Oq66zq6D,CM,1524,943,0.9088,0.8687,37.792,4.0076,18.2545,2.9774000000000003,0.101,17
7vQ7xGkYMD,"['0KPqjA456v', 'zeQZBOzQKw']",FB,639,416,0.8462000000000001,0.8424,1.581,0.3801,16.7561,-1.0996,0.062200000000000005,10
7vQ7xNzdMD,9z5k7Yg5A3,FB,1429,669,0.6622,0.6931,-20.6755,-3.0905,19.4087,7.97,0.08320000000000001,17
7vQ7xpBzMD,mvzqoLZQap,AM,93,37,0.8649,0.7584000000000001,3.94,10.6486,15.1523,3.6938,0.0109,7
7vQ7xWmYMD,lgpMOvnQzy,FB,1294,623,0.8122,0.7859,16.4036,2.633,16.0599,-1.3992,0.08170000000000001,16
7VqG07YAQv,lgpMOvnQzy,GK,1911,647,0.8053,0.8055,-0.1772,-0.0274,33.5769,23.2823,0.058600000000000006,19
7VqG080xQv,kRQabn8MKZ,CB,528,218,0.8349000000000001,0.8257,1.9983,0.9167000000000001,21.2308,8.077,0.075,6
7VqG08vjQv,WBLMvYAQxe,DM,1611,1061,0.8784000000000001,0.8742000000000001,4.4802,0.4223,21.5068,3.12,0.106,18
7VqG08wXQv,a2lqRX2Mr0,W,1106,357,0.8095,0.8292,-7.0246,-1.9677,15.5441,-1.822,0.038200000000000005,20
7VqG0jDzQv,X0Oq66zq6D,W,517,187,0.8128000000000001,0.8072,1.0498,0.5614,16.0989,0.13290000000000002,0.027800000000000002,15
7VqG0wE6Qv,APk5LGOMOW,CM,1390,650,0.8092,0.8189000000000001,-6.2631,-0.9635,19.1935,3.6843,0.0818,16
7VqG0xmYQv,mvzqoLZQap,CM,29,26,0.9231,0.8814000000000001,1.0833,4.1666,16.4009,-1.5590000000000002,0.0347,1
7VqG0ZGYQv,a2lqR4JMr0,AM,1481,688,0.7892,0.7906000000000001,-0.9657,-0.1404,17.6138,1.6463,0.0873,16
7VqG3dLjqv,eVq3ya6MWO,FB,515,276,0.8514,0.8494,0.5695,0.2064,18.0936,-1.5449000000000002,0.046200000000000005,10
7VqG3Kk6qv,lgpMOvnQzy,CB,37,28,1.0,0.9321,1.9003,6.7867,19.0836,5.4091000000000005,0.0234,2
7VqG3Onxqv,a2lqRX2Mr0,GK,103,31,0.5806,0.5904,-0.3038,-0.9801000000000001,44.6665,40.3539,0.0478,1
7VqG3Vmjqv,vzqoOgNqap,DM,1327,725,0.88,0.8842000000000001,-3.0483,-0.4204,18.9189,1.3551,0.0717,18
7VqGj3RA5v,APk5LGOMOW,DM,1288,634,0.8628,0.8508,7.6142,1.201,18.5116,3.4545,0.0756,17
7VqGj7ee5v,mvzqoLZQap,FB,234,96,0.7813,0.7931,-1.1397,-1.1872,15.2873,-2.1495,0.020200000000000003,8
7VqGjBpz5v,EKXMeX3Q64,W,1073,329,0.7264,0.7456,-6.3174,-1.9202,17.8009,0.5643,0.042800000000000005,18
7VqGjbre5v,0KPqjA456v,CB,811,385,0.8779,0.8589,7.3079,1.8982,24.3808,8.2151,0.1003,8
7VqGLa36Qv,pzeQZ6xQKw,CM,26,8,0.75,0.6928000000000001,0.4576,5.7195,13.2568,1.2794,0.0073,2
7VqGLJn6Qv,APk5LGOMOW,W,124,52,0.75,0.759,-0.466,-0.8961,19.0733,-2.7329,0.053200000000000004,2
7VqGm2OYMv,Z2vQ1xlqrA,FB,534,269,0.8327,0.8089000000000001,6.4186,2.3861,17.3104,1.0357,0.046200000000000005,12
7VqGmmzzMv,jYQJ8EW5GR,ST,1460,465,0.7054,0.7317,-12.2181,-2.6275,15.9262,2.9604,0.06,20
7VqGmob3Mv,9z5k7Yg5A3,GK,1120,312,0.7212000000000001,0.6794,13.0196,4.1729,36.5062,28.8324,0.0534,11
9vQ229oLQK,Z2vQ1xlqrA,W,1056,395,0.8101,0.8088000000000001,0.5267000000000001,0.1333,15.899000000000001,-1.7837,0.0478,19
9vQ22BR7QK,jYQJ19EqGR,ST,1173,445,0.8045,0.8077000000000001,-1.4423,-0.3241,17.2561,-0.7312000000000001,0.046,17
9vQ22jRLQK,vzqoOgNqap,FB,2004,1069,0.7577,0.7675000000000001,-10.507,-0.9829,21.4946,5.081,0.0983,20
9vQ22nALQK,lgpMOvnQzy,ST,965,180,0.8056000000000001,0.804,0.2782,0.1545,14.0767,-2.7375,0.0292,16
9vQ22OOoQK,19vQ2095K6,DM,516,312,0.8686,0.8588,3.0514,0.978,17.809,1.6528,0.068,8
9vQ22pVaQK,19vQ2095K6,CM,1400,854,0.897,0.8767,17.3404,2.0305,18.36,3.3069,0.11080000000000001,14
9vQ248BL5K,NPqxKXZ59d,ST,649,116,0.7672,0.7756000000000001,-0.9744,-0.84,12.943,-2.5797,0.0211,16
9vQ24BKm5K,lgpMOvnQzy,FB,141,65,0.8,0.8329000000000001,-2.1381,-3.2895,18.9819,-2.173,0.0422,3
9vQ24Gkx5K,Vj58weDM8n,W,886,353,0.7734000000000001,0.7845000000000001,-3.9307,-1.1135,15.8737,-1.0041,0.0352,20
9vQ2d3X75K,X0Oq66zq6D,DM,637,318,0.8742000000000001,0.8687,1.7486000000000002,0.5499,17.0204,1.5252,0.0485,12
9vQ2d66e5K,KAqBN0Vqbg,CB,663,377,0.8753000000000001,0.8601000000000001,5.7445,1.5237,21.3219,9.6366,0.0848,8
9vQ2ZDwaQK,lgpMOvnQzy,CM,1070,414,0.843,0.8293,5.6545000000000005,1.3658000000000001,17.3894,0.9346000000000001,0.050800000000000005,17
9vQ2ZEYoQK,Vj58weDM8n,CB,454,283,0.8763000000000001,0.8637,3.5709,1.2618,19.0892,4.8755,0.0596,8
9vQ2ZjbmQK,lgpMOvnQzy,W,693,194,0.732,0.7348,-0.5595,-0.2884,15.6984,-1.2155,0.0489,11
9vQ2ZlkaQK,KAqBN0Vqbg,CB,1245,730,0.8671000000000001,0.8442000000000001,16.761400000000002,2.2961,19.5262,1.9888,0.0809,17
9vQ2ZNGLQK,9z5k7Yg5A3,W,316,125,0.72,0.7454000000000001,-3.1737,-2.539,16.3402,0.5688,0.054900000000000004,5
9vQ2ZoR7QK,mvzqoLZQap,FB,690,398,0.8116,0.8027000000000001,3.5406,0.8896000000000001,15.6801,4.5153,0.061200000000000004,11
9vQ2ZWw1QK,eVq3ya6MWO,CM,115,29,0.7241000000000001,0.7934,-2.0078,-6.9233,18.0816,4.4008,0.0235,3
9vQ2ZyAaQK,APk5LGOMOW,CB,580,360,0.8389000000000001,0.8271000000000001,4.2355,1.1765,22.3853,8.0547,0.058300000000000005,12
9Yqd6pKkMv,"['wvq9B9wQWn', 'KAqBN0Vqbg']",W,502,169,0.7751,0.8085,-5.636,-3.3349,18.3362,1.8389000000000002,0.0263,16
9Yqd6yrkMv,NWMWlBK5lz,ST,652,167,0.7186,0.7731,-9.1058,-5.4526,16.6702,-0.4329,0.027600000000000003,15
9YqddY89qv,mvzqoLZQap,CB,277,168,0.9048,0.8487,9.4239,5.6094,16.281,5.0611,0.0396,7
9Yqdwg885v,NWMWlBK5lz,CB,1149,594,0.8401000000000001,0.8428,-1.6182,-0.27240000000000003,21.8381,6.8181,0.0853,14
9Yqdwlrj5v,jYQJ8EW5GR,W,1699,557,0.7756000000000001,0.7841,-4.7407,-0.8511000000000001,18.0356,2.5517000000000003,0.07060000000000001,20
9z5k36ra5A,kRQand1MKZ,ST,26,7,0.7143,0.7228,-0.0597,-0.8534,12.9261,-5.658,0.0068000000000000005,2
9z5k3nlg5A,zeQZBOzQKw,CM,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9z5k3r7a5A,X0Oq66zq6D,CB,225,114,0.9474,0.8864000000000001,6.9524,6.0986,20.086,7.8185,0.0809,3
9z5k71be5A,0KPqjA456v,CB,1928,959,0.8259000000000001,0.8151,10.3287,1.077,21.5274,8.1984,0.0989,19
9z5k76Yd5A,a2lqR4JMr0,FB,1241,675,0.7274,0.7416,-9.6009,-1.4224,20.2119,2.054,0.0737,17
