player_id,team_id,general_position,minutes_played,attempted_passes,pass_completion_percentage,xpass_completion_percentage,passes_completed_over_expected,passes_completed_over_expected_p100,avg_distance_yds,avg_vertical_distance_yds,share_team_touches,count_games
9z5k7kBJ5A,kRQabn8MKZ,CB,1571,690,0.8449000000000001,0.8300000000000001,10.2989,1.4926,22.4753,9.8702,0.0829,18
9z5k7rej5A,gpMOLwl5zy,ST,1734,312,0.641,0.7158,-23.3328,-7.4785,18.155,1.6936,0.0548,19
9z5ka8adQA,lgpMOvnQzy,W,217,99,0.7071000000000001,0.7462000000000001,-3.8761,-3.9152,20.2927,0.7211000000000001,0.0582,3
9z5karAKQA,NWMWlBK5lz,CB,757,423,0.8582000000000001,0.8524,2.438,0.5764,21.7609,7.5536,0.07880000000000001,10
9z5kGga5A3,kRQabn8MKZ,GK,2011,608,0.722,0.7351000000000001,-7.9634,-1.3098,35.1795,26.3231,0.0592,20
9z5kNOEdMA,kRQabn8MKZ,CM,14,1,0.0,0.45280000000000004,-0.45280000000000004,-45.2771,0.0,0.0,0.002,1
a35rB7Do5L,KAqBN0Vqbg,ST,24,4,0.75,0.811,-0.2441,-6.1015,20.3695,-11.5,0.0058000000000000005,2
a35rBOLG5L,a2lqRX2Mr0,FB,1166,596,0.7785000000000001,0.7998000000000001,-12.6941,-2.1299,19.218,-1.3538000000000001,0.07390000000000001,15
a35rK94AqL,NWMWlBK5lz,AM,408,155,0.8065,0.8147000000000001,-1.2783,-0.8247,14.1549,-2.4715,0.0213,14
a35rKA2AqL,X0Oq66zq6D,DM,1264,749,0.9012,0.8885000000000001,9.5249,1.2717,17.5905,1.9776,0.0785,18
a35rKGpLqL,Z2vQ1xlqrA,W,1463,459,0.7538,0.7577,-1.7852000000000001,-0.3889,15.634,-0.9403,0.0516,20
a35rKXowqL,Z2vQ1xlqrA,CB,1057,550,0.9182,0.8806,20.6494,3.7544,23.7186,7.8613,0.088,12
a35rKYrAqL,EKXMeX3Q64,FB,1515,798,0.7581,0.752,4.9339,0.6183000000000001,23.1728,4.0039,0.09570000000000001,17
a35rlyZ4QL,WBLMvYAQxe,DM,899,497,0.8793000000000001,0.8651000000000001,7.0491,1.4183,18.2296,4.1547,0.0645,14
a35rm92ML6,KAqBN0Vqbg,CM,810,503,0.8469,0.8388,4.1051,0.8161,18.7723,4.2681000000000004,0.061900000000000004,15
a35ry7P2ML,wvq9B9wQWn,ST,1382,288,0.7118,0.7271000000000001,-4.4096,-1.5311,15.4641,1.3328,0.0448,19
a35rymlLML,zeQZkL1MKw,GK,216,66,0.7727,0.7509,1.4434,2.187,32.9442,24.194,0.0367,3
a35ryXm2ML,kaDQ0wRqEv,GK,895,314,0.6561,0.7254,-21.7768,-6.9353,34.5427,26.5133,0.0572,9
a35ryXO2ML,19vQ2095K6,W,450,116,0.7672,0.7656000000000001,0.1948,0.16790000000000002,15.4565,-1.3467,0.023100000000000002,14
a35ryZ7bML,19vQ2095K6,CB,1115,539,0.8052,0.795,5.4968,1.0198,23.0118,9.8644,0.0823,13
aDQ00AlQEv,kRQabn8MKZ,CB,1428,614,0.8469,0.8433,2.2154,0.3608,25.182,8.9392,0.082,16
aDQ0aG9pME,KAqBN0Vqbg,AM,1795,822,0.7883,0.7775000000000001,8.8981,1.0825,20.2907,3.8094,0.0859,19
aDQ0aNE3ME,kRQand1MKZ,CB,1696,592,0.7686000000000001,0.7776000000000001,-5.3371,-0.9015000000000001,21.516,7.3089,0.0916,17
aDQ0ao1PME,lgpMOvnQzy,FB,325,237,0.8734000000000001,0.8589,3.4395,1.4513,16.0481,0.21980000000000002,0.058300000000000005,7
aDQ0aVkWME,KAqBN0Vqbg,ST,489,61,0.623,0.6569,-2.0694,-3.3925,15.1261,0.47890000000000005,0.0114,15
aDQ0l7kWQE,Vj58weDM8n,FB,1084,664,0.8057000000000001,0.8174,-7.7237,-1.1632,17.6855,3.4778000000000002,0.08460000000000001,14
aDQ0l9bRQE,wvq9B9wQWn,CB,1647,803,0.8219000000000001,0.8147000000000001,5.7878,0.7208,20.169,5.3494,0.09480000000000001,18
aDQ0lA2lQE,mKAqBBmqbg,ST,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
aDQ0LoylQE,YgOMngl5wN,FB,1823,716,0.7751,0.7744000000000001,0.5198,0.0726,17.3167,-0.8188000000000001,0.0748,19
aDQ0lp9pQE,9z5k7Yg5A3,W,24,11,0.9091,0.8511000000000001,0.6374000000000001,5.7943999999999996,21.7684,1.3882,0.0247,1
aDQ0LRYWQE,YgOMngl5wN,AM,1512,842,0.8705,0.8395,26.1701,3.1081,15.6033,0.18810000000000002,0.08030000000000001,19
aDQ0N1Kv5E,EKXMeX3Q64,GK,707,224,0.6786,0.6026,17.022,7.5991,43.3212,37.5258,0.0582,7
aDQ0Njb35E,kRQabn8MKZ,CM,37,8,0.625,0.8006000000000001,-1.4049,-17.5612,18.1109,-6.4285,0.0106,2
aDQ0PGv3QE,zeQZBOzQKw,W,875,184,0.788,0.7979,-1.8143,-0.986,13.0234,-3.4234,0.028,16
aDQ0PJpPQE,9z5k7Yg5A3,ST,1227,329,0.7781,0.8038000000000001,-8.46,-2.5714,13.4762,-1.6452,0.0521,16
aDQ0PjypQE,wvq9B9wQWn,CB,1199,652,0.8804000000000001,0.8534,17.6033,2.6999,20.4935,8.3192,0.0961,14
aDQ0PKPRQE,mKAqBBmqbg,FB,1118,476,0.8151,0.8235,-3.9698,-0.834,16.8232,3.5234,0.0945,12
aDQ0PkRRQE,jYQJ8EW5GR,CM,1230,709,0.8463,0.8237,15.999600000000001,2.2566,18.5367,5.5393,0.0981,14
aDQ0PnvBQE,pzeQZ6xQKw,W,1812,753,0.6667000000000001,0.6747000000000001,-6.0632,-0.8052,20.9573,3.8897,0.0903,19
aDQ0PwNpQE,pzeQZ6xQKw,CB,1581,728,0.8283,0.8319000000000001,-2.6276,-0.3609,23.3426,9.4301,0.1003,16
aDQ0PZY3QE,NPqxKXZ59d,AM,1668,574,0.7439,0.7457,-1.0349,-0.18030000000000002,20.076,3.1259,0.06470000000000001,19
aDQ0x9bpQE,lgpMOvnQzy,W,15,1,1.0,0.9517,0.0483,4.8301,5.16,-2.415,0.0076,1
BLMv1GlQxe,jYQJ19EqGR,AM,1454,776,0.8286,0.782,36.1997,4.6649,21.1746,2.505,0.0688,18
BLMv6j1AMx,X0Oq66zq6D,DM,249,128,0.9219,0.8984000000000001,3.0015,2.3449,18.4859,2.6949,0.0385,7
BLMv6jROMx,Vj58weDM8n,W,1214,549,0.7341000000000001,0.7525000000000001,-10.1386,-1.8467,17.5989,0.7107,0.0541,20
BLMv6ZyRMx,0KPqjA456v,CM,272,96,0.8646,0.7803,8.0924,8.4296,17.6836,2.6792,0.0344,6
BLMv7DLA5x,pzeQZ6xQKw,ST,970,203,0.6355000000000001,0.725,-18.1653,-8.9484,11.7112,0.33490000000000003,0.038900000000000004,16
BLMv7L435x,zeQZBOzQKw,CB,43,46,0.9783000000000001,0.9410000000000001,1.7149999999999999,3.7283,17.9858,3.789,0.0717,1
BLMv7oaB5x,NPqxKXZ59d,CM,421,182,0.8846,0.8625,4.0252,2.2116,17.3354,1.7906,0.030100000000000002,13
BLMv7wr75x,kRQand1MKZ,GK,226,76,0.5921000000000001,0.622,-2.2715,-2.9888,42.3101,34.9013,0.056600000000000004,3
BLMv7ygB5x,jYQJ8EW5GR,DM,1321,729,0.9163,0.8751,30.0812,4.1264,18.004,2.9255,0.1027,14
BLMva87Qxe,wvq9B9wQWn,GK,1110,417,0.7482000000000001,0.7368,4.7432,1.1374,37.9328,29.5047,0.0733,11
BLMvkAAR5x,9z5k7Yg5A3,CM,1459,598,0.7876000000000001,0.7992,-6.8957,-1.1531,18.1995,5.2349,0.0795,17
BLMvzKKjMx,Z2vQ1xlqrA,FB,390,188,0.9149,0.8606,10.2053,5.4284,15.6009,-0.5526,0.0422,9
BLMvzyGjMx,KAqBN0Vqbg,ST,1509,251,0.6494,0.719,-17.4785,-6.9635,13.0917,-0.3241,0.0396,18
e7Mz0EpXqr,mKAqBBmqbg,DM,794,318,0.7987000000000001,0.8241,-8.0628,-2.5355,17.2738,5.1969,0.0648,12
e7Mz913GQr,eVq3ya6MWO,CB,1240,853,0.9472,0.9046000000000001,36.3866,4.2657,20.6838,6.9038,0.1058,13
e7Mz9GBOQr,9z5k7Yg5A3,ST,966,246,0.6951,0.7263000000000001,-7.6601,-3.1139,14.148,-1.5474,0.039,17
e7Mz9PWjQr,pzeQZ6xQKw,FB,882,397,0.7204,0.7396,-7.619,-1.9192,21.7544,7.8896,0.0843,11
e7MzAxyGQr,wvq9B9wQWn,CB,975,460,0.9326000000000001,0.8886000000000001,20.2245,4.3966,21.9106,6.4317,0.0956,11
e7MzJPvGMr,kaDQ0wRqEv,FB,874,577,0.8614,0.8417,11.3503,1.9671,18.1331,2.8088,0.0579,18
e7MzJVJ7Mr,pzeQZ6xQKw,W,595,212,0.7358,0.7561,-4.297,-2.0269,14.5062,2.7461,0.051300000000000005,11
e7MzJWAPMr,mvzqoLZQap,FB,44,28,0.8214,0.8035,0.5024000000000001,1.7942,15.3314,-0.9675,0.0171,3
e7MzZ63OMr,mKAqBBmqbg,W,607,143,0.7413000000000001,0.8077000000000001,-9.4941,-6.6392,14.44,-1.629,0.0269,15
e7MzzmEeMr,zeQZBOzQKw,DM,61,37,0.8378,0.8943000000000001,-2.0873,-5.6413,17.5282,-0.22610000000000002,0.0328,2
e7MzZpaXMr,vzqoOgNqap,FB,472,246,0.7764000000000001,0.7647,2.8883,1.1741,19.3993,4.3351,0.035,13
e7MzZprjMr,"['a2lqR4JMr0', 'Z2vQ1xlqrA']",ST,791,121,0.7686000000000001,0.8131,-5.3808,-4.4469,14.2656,-2.4026,0.022500000000000003,15
EGMP1jAA5a,eVq3ya6MWO,CM,322,145,0.9172,0.9078,1.3698000000000001,0.9447000000000001,16.0937,-1.3251,0.0302,8
EGMP1vPx5a,YgOMngl5wN,GK,330,100,0.68,0.7393000000000001,-5.9314,-5.9314,37.6316,29.8066,0.041,4
EGMP4WVMaY,eVq3ya6MWO,GK,1523,425,0.7318,0.7173,6.1646,1.4505,37.672,28.949,0.0432,15
EGMPlOjkMa,WBLMvYAQxe,ST,1142,261,0.7356,0.7885000000000001,-13.7945,-5.2853,16.6341,-1.2722,0.0297,19
EGMPn03kqa,kaDQ0wRqEv,DM,960,603,0.8856,0.8675,10.924900000000001,1.8118,19.7468,2.9531,0.07050000000000001,15
EGMPnReVqa,mKAqBBmqbg,W,1257,257,0.7665000000000001,0.7739,-1.8878,-0.7345,15.5063,-1.103,0.053200000000000004,15
EGMPnxNAqa,KAqBN0Vqbg,FB,5,4,1.0,0.9883000000000001,0.0468,1.171,12.554,-7.82,0.0064,1
EGMPR64xqa,KAqBN0Vqbg,CB,515,321,0.8847,0.8605,7.7941,2.4281,22.5051,7.4728,0.046400000000000004,13
EGMPRgDAqa,19vQ2095K6,CB,1502,735,0.8653000000000001,0.8481000000000001,12.6573,1.7221000000000002,21.836,7.756,0.0974,15
EGMPRNwVqa,eVq3ya6MWO,DM,1468,847,0.8985000000000001,0.8852000000000001,11.2416,1.3272,18.8135,3.081,0.0901,16
EGMPROvAqa,kRQand1MKZ,W,21,3,0.6667000000000001,0.636,0.09190000000000001,3.0633,10.5812,-3.8237,0.0041,2
EGMPRpB0qa,19vQ2095K6,W,582,168,0.744,0.7579,-2.331,-1.3875,15.2548,-1.4865,0.0363,11
EGMPRxGrqa,lgpMOvnQzy,W,69,9,0.8889,0.9424,-0.482,-5.3551,17.5589,-8.4956,0.0286,1
EGMPRxR4qa,zeQZBOzQKw,FB,752,428,0.8271000000000001,0.8323,-2.2263,-0.5202,18.2333,-2.1754,0.0473,14
EGMPYkGA5a,kRQand1MKZ,FB,68,10,0.5,0.6156,-1.1562999999999999,-11.5628,21.0578,6.3595,0.0608,1
EGMPZ0m3qa,WBLMvYAQxe,FB,1349,721,0.8169000000000001,0.7901,19.3522,2.6841,18.4336,0.3472,0.0844,15
EGMPZlYrqa,Z2vQ1xlqrA,CB,1684,660,0.8045,0.8065,-1.274,-0.193,25.8337,11.1167,0.08660000000000001,17
eV5D0G2Z5K,NWMWlBK5lz,CB,425,258,0.8217,0.8325,-2.7869,-1.0802,21.5101,5.0125,0.0438,12
eV5D0on95K,jYQJ19EqGR,CB,746,396,0.8889,0.879,3.9102,0.9874,19.9393,7.3068,0.0828,9
eV5D21BAQK,vzqoOgNqap,CM,184,96,0.8854000000000001,0.8782000000000001,0.6940000000000001,0.7229,16.7579,1.4746000000000001,0.0347,5
eV5D2RJAQK,a2lqR4JMr0,FB,823,475,0.8821,0.8585,11.2163,2.3613,19.4224,2.8996,0.0915,10
eV5D2XxAQK,EKXMeX3Q64,ST,25,5,0.6000000000000001,0.781,-0.9049,-18.097,11.4488,-7.5133,0.011600000000000001,1
eV5DB6nQKn,a2lqRX2Mr0,ST,1749,386,0.7591,0.7805000000000001,-8.2696,-2.1424,13.6222,1.4100000000000001,0.0499,19
eV5DkvNOMK,jYQJ19EqGR,CB,116,45,0.8,0.8315,-1.4183,-3.1518,19.494,9.8108,0.0325,3
eV5DkwDaMK,NPqxKXZ59d,FB,7,3,0.6667000000000001,0.28750000000000003,1.1376,37.9202,19.0472,18.2083,0.008,1
eV5Dky89MK,a2lqR4JMr0,DM,586,301,0.8738,0.8695,1.2663,0.4207,22.9344,3.6519,0.06570000000000001,9
eV5DL18a5K,9z5k7Yg5A3,CB,1735,684,0.7851,0.7704000000000001,10.0301,1.4664000000000001,22.6072,12.1468,0.0863,18
eV5DL1xR5K,mvzqoLZQap,CB,1707,1186,0.9292,0.8816,56.3925,4.7548,18.9609,7.2669,0.1061,17
eV5DL9aZ5K,APk5LGOMOW,FB,1840,1060,0.8009000000000001,0.7788,23.5005,2.217,18.9599,4.2242,0.1013,20
eV5DLDVJ5K,NPqxKXZ59d,DM,546,230,0.8348,0.8409000000000001,-1.4146,-0.615,17.3297,2.4308,0.028900000000000002,16
eV5DLKnn5K,a2lqR4JMr0,W,133,50,0.84,0.7885000000000001,2.573,5.146,13.7365,1.0169,0.0213,5
eV5DLnOY5K,vzqoOgNqap,CB,1086,680,0.8956000000000001,0.8784000000000001,11.691,1.7193,21.1232,6.5006,0.1075,12
eV5DLWdm5K,KAqBN0Vqbg,FB,497,276,0.7609,0.7797000000000001,-5.1842,-1.8783,19.907,3.7286,0.055600000000000004,10
eV5DLY8A5K,Z2vQ1xlqrA,W,91,17,0.4706,0.6543,-3.123,-18.3704,16.484,-5.2373,0.006200000000000001,7
eV5DLYJa5K,wvq9B9wQWn,FB,1557,536,0.7183,0.7626000000000001,-23.7709,-4.4349,17.8646,3.4775,0.0687,19
eV5Dz67ZQK,9z5k7Yg5A3,CM,1765,810,0.8296,0.8284,0.9667,0.1193,18.281,4.6381,0.09620000000000001,19
eV5DzD0ZQK,a2lqRX2Mr0,W,570,185,0.7892,0.8059000000000001,-3.0826000000000002,-1.6663000000000001,14.2873,-0.8748,0.029400000000000003,13
eV5DzeZaQK,mKAqBBmqbg,W,233,50,0.74,0.7763,-1.8163,-3.6326,16.4119,0.5506,0.033800000000000004,4
eV5Dzr7EQK,gpMOLwl5zy,ST,160,32,0.6875,0.7332000000000001,-1.4628,-4.5714,13.9456,1.299,0.009600000000000001,11
eV5DzXvnQK,a2lqR4JMr0,CB,1013,632,0.8544,0.8313,14.645199999999999,2.3173,22.997,7.7703,0.0879,13
eVq3alzDMW,gpMOLwl5zy,FB,497,260,0.8692000000000001,0.8415,7.2201,2.7769,16.4696,0.7381000000000001,0.0692,8
eVq3ejEvMW,Vj58weDM8n,ST,60,14,0.8571000000000001,0.8445,0.1774,1.2668,12.9518,-3.7231,0.0089,3
eVq3epZwMW,mKAqBBmqbg,CB,328,107,0.8879,0.8552000000000001,3.4929,3.2644,21.4557,9.2189,0.089,3
eVq3jBAv5W,eVq3ya6MWO,ST,595,131,0.8473,0.8321000000000001,1.9884,1.5178,14.9667,-0.5992000000000001,0.0217,12
eVq3jBjj5W,X0Oq66zq6D,ST,389,58,0.6207,0.7258,-6.0977,-10.5132,12.3958,-0.6423,0.0106,15
eVq3jbrg5W,YgOMngl5wN,ST,63,11,0.7273000000000001,0.795,-0.7446,-6.7695,11.7,-2.5587,0.0091,4
eVq3jmnV5W,zeQZkL1MKw,CB,311,180,0.8111,0.8435,-5.8356,-3.242,22.4831,6.8932,0.0563,6
eVq3jx6G5W,lgpMOvnQzy,DM,1286,647,0.9026000000000001,0.8774000000000001,16.3463,2.5265,19.4486,3.9008000000000003,0.08270000000000001,15
eVq3jyYV5W,a2lqR4JMr0,CB,1644,1068,0.8923000000000001,0.8715,22.1966,2.0783,22.0922,6.7919,0.1212,16
eVq3jYZv5W,mvzqoLZQap,W,9,3,1.0,0.9691000000000001,0.0927,3.089,21.2928,-4.255,0.0026000000000000003,2
eVq3r1eD5W,a2lqRX2Mr0,DM,214,98,0.8163,0.793,2.2829,2.3295,19.7782,6.8669,0.0239,8
eVq3rkkw5W,zeQZkL1MKw,CB,594,383,0.9191,0.8988,7.7579,2.0255,23.1526,5.735,0.0536,12
eVq3v9n5WO,eVq3ya6MWO,ST,595,146,0.6575000000000001,0.7697,-16.3712,-11.2131,15.4203,-1.2847,0.028200000000000003,11
eVq3xk1VQW,lgpMOvnQzy,CM,1216,754,0.7865000000000001,0.76,19.9436,2.645,23.0159,4.8256,0.09290000000000001,15
eVq3y38yMW,zeQZkL1MKw,W,909,348,0.7989,0.8194,-7.1601,-2.0575,16.1695,-2.1299,0.051500000000000004,13
eVq3y6KGMW,eVq3ya6MWO,W,777,271,0.7638,0.794,-8.1797,-3.0183,20.0632,0.5895,0.040100000000000004,14
eVq3ydEvMW,Vj58weDM8n,ST,664,131,0.7176,0.7574000000000001,-5.2244,-3.9881,13.9539,-0.2892,0.0198,19
eVq3yp76MW,Vj58weDM8n,ST,1608,224,0.7321000000000001,0.7768,-10.0017,-4.465,14.4209,-0.34290000000000004,0.0381,17
eVq3yPAGMW,kRQand1MKZ,CB,757,216,0.7778,0.7573000000000001,4.4193999999999996,2.046,20.7533,8.4922,0.06570000000000001,10
eVq3yR3yMW,kRQand1MKZ,CM,435,144,0.8542000000000001,0.8377,2.3757,1.6498,15.8834,1.5467,0.035,11
eVq3yvnvMW,9z5k7Yg5A3,ST,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,1
gjMN614vMK,jYQJ8EW5GR,ST,732,165,0.7697,0.7837000000000001,-2.3063000000000002,-1.3978000000000002,13.089,-2.6948,0.0257,17
gjMN6gkKMK,YgOMngl5wN,FB,674,320,0.8656,0.8461000000000001,6.2386,1.9496,17.3991,4.0842,0.0787,9
gjMN6r64MK,EKXMeX3Q64,CB,1915,991,0.8254,0.8229000000000001,2.533,0.2556,23.233,9.4954,0.1085,19
gjMN7Xz05K,WBLMvYAQxe,W,27,11,0.36360000000000003,0.5411,-1.9521000000000002,-17.7464,12.9566,7.8344000000000005,0.0223,1
gjMNeXBpQK,NWMWlBK5lz,GK,2004,610,0.7459,0.7413000000000001,2.8303000000000003,0.464,34.1305,25.0832,0.0536,20
gjMNjJbkMK,Z2vQ1xlqrA,DM,1503,765,0.8667,0.8656,0.7979,0.1043,21.8506,3.4828,0.0908,17
gjMNjWyKMK,jYQJ8EW5GR,FB,1668,771,0.8119000000000001,0.7999,9.2737,1.2028,16.9742,0.1446,0.10160000000000001,17
gjMNjxPBMK,zeQZBOzQKw,CB,459,314,0.9331,0.9026000000000001,9.5977,3.0566,18.5042,4.862,0.06570000000000001,7
gjMNrbKMKp,EKXMeX3Q64,ST,1045,228,0.6316,0.6713,-9.051,-3.9697,15.9741,0.6761,0.0465,13
gjMNRerBMK,zeQZBOzQKw,W,1127,447,0.7092,0.729,-8.8774,-1.986,17.9132,1.3453,0.0613,15
gjMNRxjvMK,zeQZkL1MKw,CB,730,377,0.9204,0.9109,3.5881,0.9518000000000001,22.299,3.8151,0.0675,10
gjMNv4DpMK,a2lqRX2Mr0,CB,1015,787,0.8119000000000001,0.7987000000000001,10.4328,1.3256000000000001,23.9584,10.7449,0.10590000000000001,13
gjMNv7PpMK,zeQZBOzQKw,CM,1262,1047,0.8997,0.8654000000000001,35.9707,3.4356,18.4724,4.9626,0.09860000000000001,16
gjMNvJR4MK,zeQZBOzQKw,CB,1567,1286,0.9362,0.8907,58.5685,4.5543,21.3456,6.9321,0.1192,16
gjMNvjYvMK,mvzqoLZQap,CM,1790,1055,0.9564,0.9136000000000001,45.1802,4.2825,15.4201,1.1367,0.08270000000000001,19
gjMNvnjDMK,WBLMvYAQxe,CB,552,318,0.8962,0.8629,10.5846,3.3285,21.672,8.596,0.09680000000000001,6
gjMNvrO4MK,mvzqoLZQap,CB,1368,1055,0.89,0.8507,41.5481,3.9382,16.6296,4.4762,0.098,16
gjMNvV70MK,wvq9B9wQWn,GK,916,291,0.7354,0.6996,10.4182,3.5801,39.2396,30.621,0.0671,9
gOMn2jBXMw,kRQand1MKZ,GK,187,51,0.4314,0.4843,-2.7013,-5.2967,51.9613,45.665,0.0531,2
gOMn6lylMw,vzqoOgNqap,GK,2015,675,0.7956000000000001,0.7831,8.4142,1.2465,31.2417,21.7515,0.0585,20
gOMn6n8XMw,kaDQ0wRqEv,ST,936,153,0.732,0.751,-2.91,-1.9020000000000001,15.9545,2.7273,0.0194,18
gOMn6NBlMw,eVq3ya6MWO,CM,447,177,0.8531000000000001,0.8722000000000001,-3.3833,-1.9115000000000002,16.9003,-1.3401,0.0385,9
gOMn6oPAMw,kRQabn8MKZ,W,1443,546,0.7326,0.7366,-2.1826,-0.3997,20.5597,1.283,0.0886,15
gOMna9OOQw,a2lqR4JMr0,ST,295,29,0.8276,0.8181,0.2765,0.9534,11.3466,-3.7742,0.018500000000000003,6
gOMnBnmMwN,a2lqR4JMr0,W,198,67,0.7015,0.7595000000000001,-3.8895,-5.8053,18.6374,3.0625,0.031,5
gOMnl3y6qw,kRQand1MKZ,ST,388,84,0.6548,0.759,-8.7596,-10.428,17.6282,0.6958000000000001,0.0194,14
gOMnl3ZXqw,zeQZkL1MKw,FB,539,340,0.8706,0.8219000000000001,16.5426,4.8655,18.3571,2.2079,0.06570000000000001,8
gOMnl6zBqw,jYQJ19EqGR,ST,125,19,0.7895000000000001,0.8018000000000001,-0.23470000000000002,-1.2353,9.6672,-3.0961,0.010700000000000001,5
gOMnlA96qw,X0Oq66zq6D,GK,1363,421,0.8385,0.8353,1.3268,0.31520000000000004,29.4848,19.0904,0.057300000000000004,14
gOMnlGZmqw,mvzqoLZQap,FB,1543,956,0.8703000000000001,0.8391000000000001,29.8118,3.1184,15.3819,-2.149,0.08650000000000001,17
gOMnlKNeqw,NPqxKXZ59d,W,1259,327,0.7645000000000001,0.7676000000000001,-1.0073,-0.308,15.8201,1.1691,0.0408,19
gOMnlp9eqw,EKXMeX3Q64,DM,709,285,0.8842000000000001,0.8748,2.6848,0.9420000000000001,21.0366,0.7504000000000001,0.0478,13
gOMnlrDeqw,APk5LGOMOW,CB,1447,1013,0.8618,0.8544,7.5280000000000005,0.7431,22.8476,7.3632,0.1342,15
gOMnR0wlMw,kRQand1MKZ,FB,592,202,0.7228,0.7524000000000001,-5.9872,-2.964,21.7753,1.0206,0.0536,10
gOMnR6e6Mw,0KPqjA456v,FB,432,213,0.7981,0.7541,9.3735,4.4007,20.9786,2.9661,0.05,9
gOMnR96lMw,vzqoOgNqap,W,1543,431,0.7378,0.7876000000000001,-21.4606,-4.9793,15.9942,1.7452,0.0504,20
gOMnR9bXMw,APk5LGOMOW,W,804,321,0.6417,0.6602,-5.9122,-1.8418,22.1391,2.1068,0.0478,15
gOMnRE8BMw,wvq9B9wQWn,AM,1982,954,0.7547,0.7541,0.5815,0.0609,18.054,3.0584,0.09920000000000001,20
gOMnRnO8Mw,eVq3ya6MWO,GK,100,32,0.75,0.7911,-1.3154,-4.1106,29.0337,22.1231,0.0594,1
gOMnRzymMw,WBLMvYAQxe,GK,1214,469,0.7974,0.7801,8.1443,1.7365,34.1181,25.8647,0.0688,12
gOMnYnlxQw,zeQZkL1MKw,ST,178,32,0.7188,0.7749,-1.7966000000000002,-5.6143,11.8093,-0.2427,0.013300000000000001,6
gOMnYVweQw,zeQZkL1MKw,CB,1150,685,0.9051,0.874,21.2898,3.108,21.3237,5.3261,0.08120000000000001,14
gOMnYzdxQw,mKAqBBmqbg,CM,415,160,0.8,0.8453,-7.2516,-4.5323,17.3586,4.4002,0.028200000000000003,13
gpMO1r1yqz,a2lqR4JMr0,ST,286,68,0.8235,0.8615,-2.5789,-3.7925,14.9187,-2.1618,0.0246,8
gpMO4XD5zy,zeQZkL1MKw,GK,1186,446,0.87,0.8194,22.5667,5.0598,29.9734,20.231,0.0543,13
gpMOa2rRqz,gpMOLwl5zy,CM,1402,611,0.8331000000000001,0.8297,2.0607,0.3373,19.5057,4.7507,0.0711,19
gpMOa6zrqz,kRQabn8MKZ,W,667,198,0.7626000000000001,0.7513000000000001,2.2446,1.1336,18.4773,1.2422,0.0349,14
gpMOaaB2qz,Z2vQ1xlqrA,CM,1949,985,0.8132,0.7992,13.7556,1.3965,20.7868,7.3222000000000005,0.1038,20
gpMOalORqz,NPqxKXZ59d,FB,696,422,0.8673000000000001,0.8378,12.4413,2.9482,19.2514,0.0741,0.0756,10
gpMOalwDqz,0KPqjA456v,CM,1445,598,0.8094,0.807,1.3965,0.2335,16.9741,3.8678,0.0708,18
gpMOaPn1qz,mvzqoLZQap,GK,294,68,0.9118,0.9159,-0.2786,-0.4096,21.0214,14.408,0.036000000000000004,3
gpMOe7GOqz,kaDQ0wRqEv,CB,1386,861,0.9152,0.893,19.1102,2.2195,19.6789,5.4407,0.0901,17
gpMOeAdDqz,zeQZkL1MKw,W,31,22,0.9545,0.8841,1.5506,7.048,14.7942,1.8137,0.0166,2
gpMOeEDEqz,kaDQ0wRqEv,CM,73,18,0.8889,0.8968,-0.14150000000000001,-0.7861,12.4964,-5.789,0.0171,2
gpMOeEnOqz,a2lqR4JMr0,AM,1026,221,0.6516000000000001,0.6939000000000001,-9.3597,-4.2352,15.5571,0.0429,0.048,14
gpMOeGdrqz,WBLMvYAQxe,W,1506,583,0.7616,0.8098000000000001,-28.1073,-4.8211,15.7279,-1.3705,0.07490000000000001,18
gpMOeWWRqz,APk5LGOMOW,ST,270,50,0.7000000000000001,0.7795000000000001,-3.9765,-7.953,14.945,-0.34190000000000004,0.0159,9
gpMOL01y5z,kaDQ0wRqEv,DM,828,345,0.8667,0.8693000000000001,-0.9003,-0.261,17.175,1.0058,0.0517,14
gpMOo1JyMz,kRQabn8MKZ,W,1393,410,0.7268,0.7405,-5.5913,-1.3637000000000001,18.5274,-3.9564,0.059800000000000006,18
gpMOogB1Mz,zeQZkL1MKw,W,922,511,0.8767,0.8594,8.8282,1.7276,17.4365,-0.488,0.0553,16
gpMOoO8rMz,Z2vQ1xlqrA,GK,2038,613,0.5824,0.6153000000000001,-20.187,-3.2932,43.4244,36.6508,0.0589,20
gpMOoOERMz,vzqoOgNqap,W,16,6,0.8333,0.9214,-0.5284,-8.807,10.4747,-6.072,0.017,1
gpMOoOjEMz,Vj58weDM8n,CB,1935,1053,0.8575,0.8565,1.1406,0.10830000000000001,20.3687,7.2098,0.0979,20
gpMOoOpOMz,APk5LGOMOW,AM,470,196,0.6837000000000001,0.7451,-12.0342,-6.1399,19.8397,2.7946,0.041800000000000004,9
gpMOopORMz,0KPqjA456v,DM,280,84,0.5833,0.639,-4.6743,-5.5646,21.3792,5.6992,0.054400000000000004,5
gpMOz1KyQz,gpMOLwl5zy,ST,296,105,0.8286,0.7262000000000001,10.7529,10.2408,20.3138,6.5087,0.019,13
