player_id,player_name,birth_date,height_ft,height_in,weight_lb,team_id,general_position,minutes_played,pass_completion_percentage,xpass_completion_percentage,passes_completed_over_expected_p100,share_team_touches,team_name,competition,dribbling_goals_added_above_avg_p90,fouling_goals_added_above_avg_p90,interrupting_goals_added_above_avg_p90,passing_goals_added_above_avg_p90,receiving_goals_added_above_avg_p90,shooting_goals_added_above_avg_p90,shots_p90,shots_on_target_p90,goals_p90,xgoals_p90,goals_minus_xgoals_p90,key_passes_p90,primary_assists_p90,xassists_p90,primary_assists_minus_xassists_p90,points_added_p90,xpoints_added_p90,avg_distance_yds_p90,avg_vertical_distance_yds_p90,attempted_passes_p90
0Oq63Ym2Q6,Ryan Spaulding,1998-09-10,5.0,8.0,165.0,0Oq6332Q6D,FB,487,0.7368,0.7281000000000001,0.8761,0.0415,Sacramento Republic FC,uslc,-0.020642710472279262,0.01053388090349076,-0.00504517453798768,-0.0234517453798768,-0.019145790554414788,-0.006985626283367557,0.5544147843942505,0.18480492813141686,0.0,0.02688911704312115,-0.02688911704312115,0.3696098562628337,0.0,0.02759137577002053,-0.02759137577002053,0.0,0.021843942505133468,3.3398870636550315,0.09888911704312116,24.579055441478438
0Oq63YndQ6,Onni Valakari,1999-08-18,6.0,2.0,168.0,zeQZBOzQKw,ST,1379,0.8092,0.8123,-0.3141,0.0494,San Diego FC,mls,-0.023227701232777374,0.016316171138506166,0.005018854242204497,0.009724437998549672,0.0436751269035533,-0.01580058013052937,1.2400290065264683,0.45685279187817257,0.19579405366207397,0.19678607686729516,-0.0009920232052211748,1.1094996374184192,0.26105873821609865,0.145070340826686,0.11598839738941262,0.08142422044960115,0.11682378535170412,1.0264699057287892,0.15891950688905004,38.31036983321247
0Oq6712Q6D,Ashley Westwood,1990-04-01,5.0,9.0,176.0,NPqxKXZ59d,DM,2018,0.8407,0.8234,1.7304,0.1105,Charlotte FC,mls,-0.009642220019821606,0.006087710604558969,0.010730426164519326,0.005851337958374629,-0.006765609514370664,-0.008897423191278493,0.44598612487611494,0.08919722497522299,0.044598612487611496,0.049807730426164515,-0.005209117938553023,0.9365708622398414,0.08919722497522299,0.12350247770069377,-0.03430525272547076,0.013290386521308225,0.020827552031714568,0.9728250743310207,0.24692913776015857,55.703666997026765
0Oq6ENn256,Danny Musovski,1995-11-30,6.0,0.0,161.0,jYQJ19EqGR,ST,910,0.7956000000000001,0.8237,-2.8076,0.0226,Seattle Sounders FC,mls,-0.0551967032967033,-0.0027,0.024052747252747253,-0.04272527472527472,0.1372846153846154,0.027029670329670328,2.8681318681318677,1.4835164835164836,0.5934065934065934,0.7809626373626374,-0.18755604395604397,0.3956043956043956,0.0989010989010989,0.03288461538461539,0.06601648351648351,0.20572417582417582,0.48083736263736254,1.272946153846154,-0.23895494505494508,13.54945054945055
0Oq6Ervr56,Shaft Brewer,1999-10-28,5.0,9.0,154.0,Pk5LzyGQOW,FB,192,0.8193,0.8272,-0.7884,0.04,Las Vegas Lights FC,uslc,0.005625,-0.022171875000000004,0.11526562500000001,-0.011953125,-0.0163125,0.0015937500000000001,0.9375,0.0,0.0,0.04246875,-0.04246875,0.9375,0.0,0.0159375,-0.0159375,0.0,0.005109375,10.830656249999999,1.666453125,38.90625
0Oq6LeJ7M6,Philip Quinton,1999-11-16,,,,a2lqR4JMr0,CB,798,0.9027,0.8759,2.6785,0.0803,Real Salt Lake,mls,-0.006112781954887218,0.009101503759398498,-0.002729323308270677,-0.007578947368421054,-0.00034962406015037593,-0.0067443609022556405,0.45112781954887216,0.0,0.0,0.029684210526315785,-0.029684210526315785,0.22556390977443608,0.0,0.016500000000000004,-0.016500000000000004,0.0,0.02057142857142857,2.35306015037594,0.5115112781954887,49.849624060150376
0Oq6LgZgM6,Justin Ellis,2007-05-14,,,,jYQJ8EW5GR,ST,8,1.0,0.9296,7.0352,0.0058,Orlando City SC,mls,0.02025,-0.012375,-0.045,0.038250000000000006,-0.162,-0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.92925,-14.23125,22.5
0Oq6LkVdM6,Axel Essengue,,,,,NWMWllL5lz,CB,714,0.8798,0.8431000000000001,3.6721,0.123,Phoenix Rising FC,uslc,0.023218487394957982,-0.001739495798319328,0.04518907563025211,0.00676890756302521,0.0042731092436974795,-0.0003529411764705882,0.37815126050420167,0.25210084033613445,0.12605042016806722,0.043109243697479,0.08294117647058824,0.12605042016806722,0.0,0.03057983193277311,-0.03057983193277311,0.057680672268907565,0.024819327731092435,2.8620126050420174,1.0398277310924369,49.28571428571429
0Oq6lLZgM6,Maximiliano Urruti,1991-02-22,6.0,0.0,165.0,19vQ2095K6,ST,638,0.8246,0.8094,1.5209,0.0191,New England Revolution,mls,0.009691222570532914,-0.017675548589341693,-0.005120689655172414,-0.059431034482758625,0.03664890282131662,-0.00016927899686520377,2.115987460815047,1.128526645768025,0.28213166144200624,0.3443275862068966,-0.06219592476489029,0.7053291536050156,0.0,0.02604075235109718,-0.02604075235109718,0.4427068965517241,0.39705799373040757,2.023222570532915,0.031119122257053287,16.081504702194355
0Oq6lp3XM6,Enzo Martinez,1990-09-29,5.0,7.0,161.0,Oa5w0kDq14,CM,1291,0.6787000000000001,0.7454000000000001,-6.6741,0.0742,Birmingham Legion FC,uslc,-0.010861347792408984,-0.02386289697908598,0.01622230828814872,-0.024587916343919443,-0.014040278853601859,-0.00407126258714175,1.39426800929512,0.209140201394268,0.069713400464756,0.14164368706429126,-0.07193028659953525,0.975987606506584,0.0,0.0710867544539117,-0.0710867544539117,0.09054376452362509,0.12612548412083657,1.5672618125484121,0.4985553834237026,29.07048799380325
0Oq6LpK2M6,Wayne Frederick,2004-06-13,,,,pzeQZ6xQKw,CM,273,0.8333,0.8185,1.4874,0.0284,Colorado Rapids,mls,-0.006428571428571429,0.006032967032967034,0.010747252747252748,-0.04223076923076924,-0.01776923076923077,-0.018164835164835164,0.6593406593406593,0.0,0.0,0.0477032967032967,-0.0477032967032967,0.0,0.0,0.0,0.0,0.0,0.07002197802197802,4.800593406593407,1.0046043956043955,29.67032967032967
0Oq6lyNdM6,Wil Trapp,1993-01-15,5.0,8.0,152.0,kRQand1MKZ,DM,1785,0.8168000000000001,0.8104,0.6393,0.0846,Minnesota United FC,mls,-0.016472268907563023,0.0006302521008403362,0.03641848739495798,0.007754621848739496,-0.018418487394957984,-0.014011764705882356,0.3025210084033614,0.20168067226890754,0.10084033613445377,0.030509243697478993,0.0703310924369748,0.3025210084033614,0.0,0.02540168067226891,-0.02540168067226891,0.018050420168067224,0.0070184873949579825,0.9026924369747901,0.3206470588235294,33.02521008403361
0Oq6lyX7M6,Amando Moreno,1995-09-10,5.0,7.0,154.0,7VqGLwzQvW,W,1320,0.7598,0.76,-0.0288,0.0631,El Paso Locomotive FC,uslc,-0.014897727272727273,-0.005747727272727273,-0.009715909090909093,-0.011509090909090908,0.07508863636363636,0.02724545454545455,2.659090909090909,0.8181818181818181,0.2727272727272727,0.33973636363636367,-0.06700909090909091,1.2272727272727273,0.20454545454545453,0.19371818181818184,0.010827272727272727,0.09769090909090909,0.23994545454545457,1.2044931818181819,0.0002659090909090909,22.704545454545453
0Oq6w6j2Q6,Gabe Segal,2001-05-17,5.0,10.0,161.0,YgOMngl5wN,ST,184,0.6939000000000001,0.7639,-6.999,0.017,Houston Dynamo FC,mls,-0.04876630434782609,0.007385869565217391,-0.014086956521739132,-0.12037500000000001,0.171929347826087,0.10751086956521741,4.891304347826087,1.467391304347826,0.9782608695652174,1.1748423913043478,-0.19658152173913043,0.4891304347826087,0.0,0.07121739130434783,-0.07121739130434783,0.10775543478260868,0.3204782608695652,6.266298913043479,0.4744076086956522,23.967391304347828
0Oq6w9J2Q6,Augustine Williams,1997-08-03,6.0,2.0,165.0,gpMOoo1Mzy,ST,1170,0.6754,0.7844,-10.9009,0.0446,Pittsburgh Riverhounds SC,uslc,-0.01346923076923077,-0.014584615384615387,-0.015030769230769233,-0.06496153846153847,-0.029292307692307694,-0.019153846153846153,1.3846153846153846,0.5384615384615385,0.15384615384615385,0.16356153846153845,-0.009715384615384615,0.3076923076923077,0.0,0.04636923076923077,-0.04636923076923077,0.11605384615384617,0.12294615384615384,0.9797999999999999,-0.3157307692307692,14.692307692307693
0Oq6we8zQ6,Joshua Drack,1999-09-22,5.0,8.0,152.0,0OlMlzRqLz,FB,47,0.8333,0.8207,1.2614,0.0084,Charleston Battery,uslc,-0.03351063829787234,0.0,-0.052468085106382976,-0.02068085106382979,-0.04212765957446808,-0.027957446808510637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.41346808510638,-3.43531914893617,34.46808510638298
0Oq6we8zQ6,Joshua Drack,1999-09-22,5.0,8.0,152.0,eVq3dWDQWO,FB,615,0.75,0.7864,-3.6356,0.1094,Westchester SC,usl1,-0.0068926829268292685,0.004404878048780488,-0.020751219512195124,-0.03478536585365854,-0.005882926829268292,0.005678048780487804,0.5853658536585366,0.2926829268292683,0.0,0.03406829268292683,-0.03406829268292683,0.14634146341463414,0.0,0.0036292682926829267,-0.0036292682926829267,0.0,0.021190243902439024,2.510239024390244,0.6142682926829268,35.70731707317073
0Oq6wjlzQ6,Jack Skahan,1998-02-07,5.0,10.0,165.0,0KPqjA456v,DM,12,1.0,0.9609,3.9053,0.0099,San Jose Earthquakes,mls,-0.028499999999999998,0.00525,-0.069,0.07200000000000001,0.5497500000000001,0.378,15.0,0.0,0.0,1.6372499999999999,-1.6372499999999999,0.0,0.0,0.0,0.0,0.0,0.00225,123.26475000000002,3.16275,22.5
0Oq6wmbrQ6,Kye Rowles,1998-06-24,6.0,1.0,198.0,EKXMeX3Q64,CB,1669,0.8382000000000001,0.8271000000000001,1.1004,0.1069,D.C. United,mls,-0.007026363091671659,0.00853085680047933,0.0006794487717195926,0.008919113241461954,-0.009668663870581188,-0.004853205512282804,0.16177351707609347,0.05392450569203116,0.0,0.029243259436788495,-0.029243259436788495,0.10784901138406232,0.0,0.025042540443379266,-0.025042540443379266,0.0,0.01945056920311564,1.2346932294787298,0.47684361893349314,46.64469742360696
0Oq6wPXPQ6,Lamar Batista,1998-03-07,6.0,6.0,165.0,e7MzZbKMr0,CB,966,0.6667000000000001,0.714,-4.7338000000000005,0.123,FC Tulsa,uslc,0.006801242236024844,0.030512422360248447,0.013909937888198758,-0.03032608695652174,0.00253416149068323,0.005282608695652174,0.6521739130434783,0.2795031055900621,0.09316770186335405,0.06642857142857143,0.026739130434782606,0.09316770186335405,0.0,0.018195652173913043,-0.018195652173913043,0.0,0.04363975155279503,2.279785714285714,1.1541894409937887,39.409937888198755
0Oq6wvbgQ6,Vitor Costa,1994-07-01,6.0,0.0,161.0,0KPqjA456v,FB,1205,0.7715000000000001,0.7693,0.2198,0.0732,San Jose Earthquakes,mls,-0.031742738589211617,0.0016058091286307056,0.028979253112033195,-0.05556099585062241,0.04960829875518672,0.015863900414937758,1.045643153526971,0.14937759336099585,0.07468879668049792,0.1279792531120332,-0.053290456431535266,1.3443983402489628,0.14937759336099585,0.13198257261410787,0.017395020746887965,1.4937759336099588e-05,0.07820663900414937,1.3466614107883816,0.08536182572614108,43.468879668049794
0x5g2EKLM7,Indiana Vassilev,2001-02-16,5.0,8.0,159.0,9z5k7Yg5A3,W,1308,0.7572,0.7619,-0.4642,0.0515,Philadelphia Union,mls,0.027412844036697248,-0.004025229357798165,-0.010011467889908258,-0.018144495412844037,-0.03945412844036698,-0.016004587155963302,1.1697247706422018,0.3440366972477064,0.06880733944954129,0.05771559633027523,0.011091743119266056,0.8256880733944955,0.06880733944954129,0.060151376146789,0.008655963302752293,0.03402522935779816,0.03539449541284404,1.1382798165137615,0.18549770642201832,28.623853211009173
0x5g2EwmM7,Michael Edwards,2000-11-27,,,,pzeQZ6xQKw,CB,35,0.8182,0.9186,-10.0421,0.0265,Colorado Rapids,mls,-0.009514285714285715,0.009257142857142858,-0.5991428571428571,-0.061714285714285715,-0.0198,-0.010028571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1988,18.181028571428573,28.285714285714285
0x5g2EwmM7,Michael Edwards,2000-11-27,,,,0OlMlzRqLz,CB,525,0.8381000000000001,0.8453,-0.7233,0.0786,Charleston Battery,uslc,-0.01121142857142857,0.011811428571428572,0.006891428571428572,-0.0186,-0.01956,-0.009702857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.153045714285714,1.5226800000000003,42.34285714285714
0x5g2KPRM7,Matt Real,1999-07-10,6.0,0.0,161.0,9YqdojR5vJ,FB,991,0.7349,0.7371000000000001,-0.2175,0.0891,Colorado Springs Switchbacks FC,uslc,-0.017682139253279515,-0.0015438950554994956,-0.02858022199798184,0.00594853683148335,-0.00888193743693239,-0.0031695257315842583,0.8173562058526741,0.272452068617558,0.09081735620585267,0.0538819374369324,0.036935418768920286,0.6357214934409687,0.09081735620585267,0.04746115035317861,0.043356205852674065,0.041412714429868824,0.03412916246215944,1.9418385469223007,0.5712956609485369,45.22704339051463
0x5g2pW7M7,Shaq Moore,1996-11-02,5.0,10.0,161.0,mKAqBBmqbg,FB,1744,0.7593000000000001,0.7622,-0.2852,0.0872,FC Dallas,mls,-0.01145126146788991,0.0035349770642201838,0.036000000000000004,0.0015017201834862386,0.024275229357798165,0.0016410550458715598,0.7740825688073395,0.20642201834862386,0.10321100917431193,0.09540825688073394,0.007802752293577982,0.7224770642201835,0.10321100917431193,0.10001146788990825,0.0031995412844036696,0.07985951834862386,0.08257912844036697,1.0007803899082568,0.2308933486238532,33.23394495412844
0x5g2XBjM7,Jaylin Lindsey,2000-03-27,5.0,9.0,157.0,0Oq62Dgq6D,FB,1052,0.8260000000000001,0.8129000000000001,1.3173,0.0904,New Mexico United,uslc,-0.008982889733840304,0.005056083650190114,-0.030490494296577946,0.008024714828897338,0.0046197718631178705,0.0007785171102661598,0.5133079847908746,0.34220532319391633,0.08555133079847908,0.052528517110266154,0.03302281368821293,0.42775665399239543,0.0,0.03019106463878327,-0.03019106463878327,0.03278326996197718,0.012789923954372624,1.5875846007604562,0.3972832699619771,58.5171102661597
0x5g2xoXM7,Raheem Edwards,1995-07-17,5.0,8.0,150.0,a2lqRX2Mr0,FB,828,0.7641,0.7846000000000001,-2.0448,0.0631,New York Red Bulls,mls,-0.02878260869565218,0.024369565217391306,0.031108695652173914,-0.004021739130434783,-0.020652173913043477,-0.0077282608695652165,0.5434782608695652,0.10869565217391304,0.0,0.04609782608695652,-0.04609782608695652,0.6521739130434783,0.0,0.03584782608695652,-0.03584782608695652,0.0,0.03614130434782609,2.055141304347826,0.38611956521739127,42.391304347826086
0x5g2ZRZM7,Oalex Anderson,1995-11-11,5.0,8.0,154.0,4wM4lGgMjB,ST,458,0.66,0.67,-1.0008,0.0283,North Carolina FC,uslc,0.08241484716157205,0.0021615720524017466,-0.03350436681222708,-0.012144104803493448,0.002593886462882096,0.02772707423580786,2.554585152838428,1.1790393013100435,0.1965065502183406,0.4326288209606987,-0.2361222707423581,0.7860262008733624,0.1965065502183406,0.09752620087336246,0.09898034934497817,0.0001965065502183406,0.3008318777292576,3.278024017467249,-0.6060458515283843,9.825327510917031
0x5g2ZRZM7,Oalex Anderson,1995-11-11,5.0,8.0,154.0,4wM4lGgMjB,ST,458,0.66,0.67,-1.0008,0.0283,North Carolina FC,usl1,0.08241484716157205,0.0021615720524017466,-0.03350436681222708,-0.012144104803493448,0.002593886462882096,0.02772707423580786,2.554585152838428,1.1790393013100435,0.1965065502183406,0.4326288209606987,-0.2361222707423581,0.7860262008733624,0.1965065502183406,0.09752620087336246,0.09898034934497817,0.0001965065502183406,0.3008318777292576,3.278024017467249,-0.6060458515283843,9.825327510917031
0x5gA17Q7O,Juan Agudelo,1992-11-23,6.0,1.0,185.0,7vQ7x3YMD1,ST,498,0.7321000000000001,0.806,-7.3872,0.0328,San Antonio FC,uslc,-0.04122289156626506,-0.002096385542168675,-0.006813253012048193,-0.017313253012048193,0.07026506024096386,-0.007192771084337349,1.8072289156626506,0.5421686746987953,0.0,0.3221566265060241,-0.3221566265060241,0.7228915662650601,0.0,0.04626506024096386,-0.04626506024096386,0.0,0.20915060240963856,2.5788614457831325,-0.0765722891566265,20.240963855421686
0x5gJ0wjM7,Andy Batioja,2006-01-31,5.0,10.0,154.0,YgOMngl5wN,ST,14,0.8,0.806,-0.6000000000000001,0.0072,Houston Dynamo FC,mls,0.025714285714285717,-0.012214285714285716,-0.030214285714285714,-0.09321428571428572,-0.09707142857142857,-0.06685714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.79235714285713,-24.16564285714286,32.142857142857146
0x5gJbZwM7,Noah Dollenmayer,1999-10-26,6.0,6.0,201.0,7VqGLwzQvW,FB,120,0.7586,0.7133,4.5324,0.0601,El Paso Locomotive FC,uslc,-0.15945,-0.0011250000000000001,0.051000000000000004,0.0046500000000000005,-0.038175,-0.019050000000000004,0.75,0.0,0.0,0.012375,-0.012375,0.75,0.0,0.02145,-0.02145,0.0,0.005625,15.375900000000001,6.346649999999999,43.5
0x5gJEVLM7,Jacob Murrell,2004-03-28,6.0,2.0,,EKXMeX3Q64,ST,903,0.4966,0.665,-16.8388,0.0202,D.C. United,mls,-0.027727574750830566,-0.010345514950166114,-0.008671096345514951,-0.040205980066445185,-0.0016046511627906975,-0.009348837209302326,1.196013289036545,0.39867109634551495,0.09966777408637874,0.18412624584717607,-0.08445847176079735,0.39867109634551495,0.09966777408637874,0.017182724252491694,0.08248504983388705,0.19241860465116278,0.14791694352159468,1.623926910299003,0.11222591362126245,14.850498338870432
0x5gJJWPM7,Ariath Piol,2004-10-11,5.0,11.0,174.0,a2lqR4JMr0,ST,719,0.7451,0.7792,-3.4095,0.0209,Real Salt Lake,mls,-0.11112934631432547,-0.010639777468706537,-0.020052851182197497,-0.029065368567454803,-0.006834492350486787,-0.045938803894297636,0.8762169680111266,0.12517385257301808,0.12517385257301808,0.170336578581363,-0.04516272600834492,0.7510431154381085,0.0,0.033070931849791374,-0.033070931849791374,0.05542698191933241,0.08684561891515996,1.708547983310153,-0.17740890125173853,12.767732962447845
0x5gJWwjM7,Dawid Bugaj,2004-07-09,,,,APk5LGOMOW,FB,1000,0.8048000000000001,0.8042,0.0566,0.0779,CF Montréal,mls,0.0012690000000000002,0.031194000000000003,-0.018378000000000002,-0.032760000000000004,-0.017406,-0.0039059999999999997,0.36,0.0,0.0,0.009567,-0.009567,0.36,0.0,0.032300999999999996,-0.032300999999999996,0.0,0.005283,1.6474140000000002,0.095544,33.66
0x5gkPbP57,Anderson Rosa,2001-11-13,5.0,10.0,159.0,pzeQZ6xQKw,FB,43,0.7778,0.7063,7.145,0.0161,Colorado Rapids,mls,-0.006697674418604651,0.0037674418604651165,-0.07890697674418605,0.04583720930232558,-0.021348837209302328,-0.011511627906976745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.31883720930233,15.225906976744188,37.674418604651166
0x5gL0rRq7,Sam Gleadle,1996-03-20,5.0,10.0,154.0,OlMlejP5Lz,ST,350,0.6034,0.7111000000000001,-10.764,0.0201,Louisville City FC,uslc,0.05932285714285714,-0.013422857142857144,-0.013628571428571429,-0.11478857142857143,0.02023714285714286,-0.028311428571428574,1.542857142857143,0.7714285714285715,0.2571428571428571,0.20275714285714289,0.05438571428571428,0.7714285714285715,0.2571428571428571,0.12173142857142856,0.13541142857142857,0.0941142857142857,0.07143428571428571,2.8046828571428573,-0.5909142857142857,14.914285714285713
0x5gLD4mq7,Valentin Noël,1999-04-27,5.0,10.0,,Pk5LzyGQOW,CM,1374,0.8085,0.8056000000000001,0.288,0.0818,Las Vegas Lights FC,uslc,0.010958515283842795,-0.011292576419213973,-0.016893013100436685,0.02954803493449782,-0.04664410480349346,-0.013015283842794762,1.7030567685589522,0.5895196506550218,0.06550218340611354,0.203089519650655,-0.13758733624454147,1.0480349344978166,0.06550218340611354,0.07272052401746726,-0.007218340611353713,0.02565720524017467,0.13648689956331878,1.6483231441048034,0.37131222707423583,29.41048034934498
0x5gLdRZq7,Finn McRobb,2002-01-30,6.0,3.0,181.0,2lqRjjnqr0,FB,481,0.7635000000000001,0.7325,3.0959,0.0787,Indy Eleven,uslc,-0.019291060291060293,0.005744282744282745,-0.007690228690228691,-0.011806652806652808,-0.011563409563409564,-0.005931392931392931,0.37422037422037424,0.18711018711018712,0.0,0.027673596673596677,-0.027673596673596677,0.7484407484407485,0.0,0.09565072765072766,-0.09565072765072766,0.0,0.008494802494802495,3.790627858627859,1.0586694386694386,45.09355509355509
0x5gLm2bq7,Jackson Hopkins,2004-07-01,,,,EKXMeX3Q64,CM,110,0.8333,0.8491000000000001,-1.5728,0.0192,D.C. United,mls,-0.015954545454545454,-0.0003272727272727273,0.029372727272727273,-0.0517909090909091,-0.03730909090909091,-0.02929090909090909,0.0,0.0,0.0,0.0,0.0,0.8181818181818181,0.0,0.04868181818181818,-0.04868181818181818,0.0,0.0,15.430500000000002,-2.711781818181818,24.545454545454543
0x5gLpbwq7,Caden Clark,2003-05-27,5.0,11.0,150.0,APk5LGOMOW,AM,1205,0.7292000000000001,0.7605000000000001,-3.1349,0.0378,CF Montréal,mls,-0.03420746887966805,-0.003032365145228216,7.468879668049793e-05,0.002912863070539419,-0.061991701244813284,-0.02615601659751037,1.120331950207469,0.2987551867219917,0.0,0.08489875518672199,-0.08489875518672199,0.7468879668049793,0.14937759336099585,0.13341659751037344,0.015960995850622405,0.0,0.07268713692946058,1.2068738589211618,-0.010695435684647302,21.510373443983404
0x5gP3gXq7,Matt Miazga,1995-07-19,6.0,3.0,185.0,NWMWlBK5lz,CB,805,0.8864000000000001,0.8607,2.5696,0.0797,FC Cincinnati,mls,0.004505590062111801,-0.017127950310559005,0.028587577639751557,-0.014612422360248449,-0.016859627329192547,-0.00995031055900621,0.11180124223602485,0.0,0.0,0.0027950310559006213,-0.0027950310559006213,0.11180124223602485,0.0,0.00832919254658385,-0.00832919254658385,0.0,0.0024819875776397517,2.8675006211180127,0.9674832298136646,50.19875776397516
