player_id,team_id,general_position,minutes_played,shots,shots_on_target,goals,xgoals,xplace,goals_minus_xgoals,key_passes,primary_assists,xassists,primary_assists_minus_xassists,goals_plus_primary_assists,xgoals_plus_xassists,points_added,xpoints_added
2lqRjYLWqr,kRQabn8MKZ,CB,566,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
2lqRk034Qr,19vQ2095K6,CB,222,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
2lqRk1raQr,WBLMvYAQxe,CB,1265,4,1,0,0.19740000000000002,-0.1328,-0.19740000000000002,0,0,0.0,0.0,0,0.19740000000000002,0.0,0.0843
2lqRk3lnQr,Vj58weDM8n,DM,993,10,6,1,1.6028,0.2975,-0.6028,13,1,1.1566,-0.15660000000000002,2,2.7594000000000003,0.9429000000000001,1.0984
2lqRk3NWQr,a2lqRX2Mr0,FB,996,4,1,0,0.1875,-0.1709,-0.1875,11,2,0.9101,1.0899,2,1.0976,0.0,0.1231
2lqRkbN4Qr,jYQJ19EqGR,FB,1365,21,5,2,1.4229,-0.6363,0.5771000000000001,16,3,1.6461000000000001,1.3538999999999999,5,3.0691,0.5633,1.1951
2lqRked4Qr,wvq9B9wQWn,CM,502,5,2,2,0.9974000000000001,0.2217,1.0026,8,1,1.1072,-0.1072,3,2.1046,0.8392000000000001,0.34550000000000003
2lqRknk2Qr,jYQJ19EqGR,CB,1222,10,3,0,0.6704,-0.29610000000000003,-0.6704,0,0,0.0,0.0,0,0.6704,0.0,0.451
2lqRkWG0Qr,jYQJ8EW5GR,FB,650,5,2,0,0.30960000000000004,0.15810000000000002,-0.30960000000000004,6,0,0.9537,-0.9537,0,1.2633,0.0,0.3824
2lqRkwRnQr,EKXMeX3Q64,GK,1313,0,0,0,0.0,0.0,0.0,1,1,0.1557,0.8443,1,0.1557,0.0,0.0
2lqRkYZnQr,vzqoOgNqap,DM,106,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
2lqRkZXDQr,0KPqjA456v,FB,1835,27,10,4,2.662,-0.0745,1.338,67,8,9.0216,-1.0216,12,11.6836,1.7551999999999999,1.2999
2lqRR1wxqr,eVq3ya6MWO,CB,718,1,0,0,0.2147,-0.2147,-0.2147,1,0,0.037,-0.037,0,0.25170000000000003,0.0,0.0589
2lqRR3wJqr,lgpMOvnQzy,CB,592,2,0,0,0.5455,-0.5455,-0.5455,0,0,0.0,0.0,0,0.5455,0.0,0.47700000000000004
2lqRR4Rxqr,a2lqRX2Mr0,AM,165,4,1,0,0.5202,-0.1933,-0.5202,3,0,0.5464,-0.5464,0,1.0666,0.0,0.4838
2lqRRkw2qr,wvq9B9wQWn,CM,800,2,0,0,0.0695,-0.0695,-0.0695,5,0,1.5737,-1.5737,0,1.6432,0.0,0.0506
2lqRRZy2qr,gpMOLwl5zy,DM,1080,7,1,0,0.2582,-0.2306,-0.2582,3,0,0.0847,-0.0847,0,0.34290000000000004,0.0,0.20140000000000002
2vQ14E1Kqr,lgpMOvnQzy,CB,1707,14,4,0,1.6638000000000002,-1.3307,-1.6638000000000002,4,0,0.2323,-0.2323,0,1.896,0.0,1.4784000000000002
2vQ14xl0qr,mvzqoLZQap,CM,1799,21,5,1,2.4466,-1.4163999999999999,-1.4466,33,4,2.9044,1.0956,5,5.351,0.4243,1.2619
2vQ1dJAxqr,19vQ2095K6,CM,3,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
2vQ1dlaOqr,APk5LGOMOW,FB,792,3,2,0,0.2015,0.1398,-0.2015,6,1,0.5893,0.4107,1,0.7907000000000001,0.0,0.1273
2vQ1dVAwqr,wvq9B9wQWn,W,1091,18,4,1,0.9909,-0.5205000000000001,0.0091,13,1,2.105,-1.105,2,3.096,0.5428000000000001,0.6754
2vQ1dZ8Kqr,NWMWlBK5lz,FB,1722,11,4,0,0.7417,-0.09050000000000001,-0.7417,22,3,2.2373,0.7627,3,2.979,0.0,0.5028
2vQ1jGzOMr,kRQabn8MKZ,ST,1048,24,8,2,5.051,-1.4299,-3.051,4,1,0.4037,0.5963,3,5.4547,0.6011000000000001,3.2204
2vQ1L20Oqr,kaDQ0wRqEv,GK,1113,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
2vQ1LYxbqr,jYQJ19EqGR,W,84,1,0,0,0.0482,-0.0482,-0.0482,0,0,0.0,0.0,0,0.0482,0.0,0.0112
2vQ1LYY0qr,zeQZBOzQKw,W,171,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
2vQ1N6yLMr,APk5LGOMOW,ST,400,19,6,3,3.9157,0.1731,-0.9157000000000001,2,0,0.2291,-0.2291,3,4.1448,1.3147,2.2751
2vQ1NBY8Mr,kRQand1MKZ,CM,1611,33,13,2,2.1888,-1.0631,-0.1888,41,5,5.234,-0.234,7,7.4228,0.0736,1.1648
2vQ1NO0OMr,gpMOLwl5zy,W,642,9,3,0,1.5287000000000002,-0.7371000000000001,-1.5287000000000002,5,0,0.34800000000000003,-0.34800000000000003,0,1.8767,0.0,0.5882000000000001
2vQ1NPw4Mr,lgpMOvnQzy,W,861,27,10,3,3.4087,-0.4626,-0.4087,6,2,0.7252000000000001,1.2748,5,4.1339,0.7673,1.3801
2vQ1Nv7LMr,EKXMeX3Q64,W,335,10,4,0,0.2671,0.0828,-0.2671,5,0,0.5554,-0.5554,0,0.8225,0.0,0.1015
315V60b59x,NPqxKXZ59d,FB,1275,0,0,0,0.0,0.0,0.0,1,0,0.0656,-0.0656,0,0.0656,0.0,0.0
315V7AgEq9,19vQ2095K6,FB,1182,11,4,1,1.2415,-0.0247,-0.24150000000000002,13,1,1.8316,-0.8316,2,3.0731,0.4161,0.4872
315V7bLYq9,0KPqjA456v,CB,335,2,0,0,0.1384,-0.1384,-0.1384,2,0,0.08460000000000001,-0.08460000000000001,0,0.22290000000000001,0.0,0.11760000000000001
315V7V1Yq9,X0Oq66zq6D,FB,532,4,3,1,0.20500000000000002,0.8200000000000001,0.795,3,1,1.2413,-0.24130000000000001,2,1.4463,0.3057,0.07690000000000001
315VkJ1Yq9,pzeQZ6xQKw,CB,924,0,0,0,0.0,0.0,0.0,1,0,0.0658,-0.0658,0,0.0658,0.0,0.0
315VPPBEQ9,Vj58weDM8n,FB,686,5,3,0,0.17250000000000001,0.45170000000000005,-0.17250000000000001,5,0,0.6559,-0.6559,0,0.8284,0.0,0.0644
315VPR6vQ9,mKAqBBmqbg,ST,1357,38,16,7,6.1828,0.9475,0.8172,12,3,2.5612,0.4388,10,8.744,5.4059,3.6723
315VPVXbQ9,"['mvzqoLZQap', 'YgOMngl5wN']",ST,722,10,4,2,1.8329,-0.5911000000000001,0.1671,7,0,0.6098,-0.6098,2,2.4428,1.0501,0.934
315VPZmnQ9,mvzqoLZQap,AM,818,24,8,2,2.1668,-0.42810000000000004,-0.1668,4,1,0.4403,0.5597,3,2.6071,0.6359,1.6019
315VX4PEQ9,zeQZBOzQKw,CM,1426,18,9,4,2.3266999999999998,1.1771,1.6733,16,1,1.3346,-0.3346,5,3.6612999999999998,2.9923,1.8915000000000002
315VXNkGQ9,a2lqRX2Mr0,GK,1920,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
315VXO8XQ9,wvq9B9wQWn,FB,670,3,0,0,0.4912,-0.4912,-0.4912,6,1,1.1203,-0.1203,1,1.6115,0.0,0.3438
315VXPJEQ9,gpMOLwl5zy,CB,536,4,0,0,0.1648,-0.1648,-0.1648,1,0,0.0162,-0.0162,0,0.181,0.0,0.1014
315VXyJXQ9,X0Oq66zq6D,FB,1765,22,5,2,1.7349,-0.045200000000000004,0.2651,15,4,2.2301,1.7699,6,3.9649,2.3935,1.1153
4JMAaaxkMK,mKAqBBmqbg,DM,841,8,4,1,1.7134,0.4965,-0.7134,3,1,0.5814,0.4186,2,2.2948,0.6283000000000001,1.1971
4JMAaDp2MK,19vQ2095K6,GK,1841,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
4JMAaogDMK,YgOMngl5wN,GK,136,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
4JMAk7nkqK,kRQand1MKZ,CB,123,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
4JMAkkK1qK,0KPqjA456v,ST,669,18,8,3,3.273,-0.15030000000000002,-0.273,6,1,1.172,-0.17200000000000001,4,4.445,3.8248,3.4178
4JMAoJNkqK,vzqoOgNqap,W,528,13,4,1,1.3526,-0.488,-0.3526,5,2,0.9564,1.0436,3,2.309,0.0111,0.8032
4JMAolz1qK,gpMOLwl5zy,CM,1269,13,4,1,0.8464,-0.30970000000000003,0.15360000000000001,13,0,1.4424000000000001,-1.4424000000000001,1,2.2888,0.0,0.6684
4JMAoR9lqK,mKAqBBmqbg,CB,1443,10,3,1,0.9642000000000001,-0.1976,0.0358,2,0,0.1925,-0.1925,1,1.1567,0.8975000000000001,0.6029
4JMAormOqK,WBLMvYAQxe,AM,1767,30,10,2,2.5248,-0.6968000000000001,-0.5248,39,6,4.7995,1.2005,8,7.3243,0.716,1.2826
4wM42Belqj,eVq3ya6MWO,CM,1234,10,4,2,1.5074,-0.27490000000000003,0.49260000000000004,21,3,2.7272,0.2728,5,4.2346,1.3727,1.0725
4wM46RpqjB,a2lqRX2Mr0,AM,1798,32,12,6,4.9614,-0.09340000000000001,1.0386,35,3,4.107,-1.107,9,9.0684,2.0888,3.3057
4wM4an045j,eVq3ya6MWO,GK,101,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
4wM4aNJN5j,mvzqoLZQap,CB,1567,6,0,0,0.3801,-0.3801,-0.3801,6,0,0.4938,-0.4938,0,0.8739,0.0,0.2569
4wM4aomy5j,pzeQZ6xQKw,FB,1515,3,1,0,0.09530000000000001,-0.0747,-0.09530000000000001,7,0,0.9201,-0.9201,0,1.0154,0.0,0.0674
4wM4aRPp5j,kRQand1MKZ,DM,133,2,1,0,0.18330000000000002,-0.14830000000000002,-0.18330000000000002,1,0,0.0697,-0.0697,0,0.253,0.0,0.2911
4wM4E8Xg5j,9z5k7Yg5A3,ST,502,8,2,0,1.1195,-0.8123,-1.1195,3,0,0.7186,-0.7186,0,1.8381,0.0,0.7654000000000001
4wM4EBbB5j,EKXMeX3Q64,W,26,1,0,0,0.0193,-0.0193,-0.0193,1,0,0.0212,-0.0212,0,0.040400000000000005,0.0,0.0
4wM4J01Nqj,zeQZkL1MKw,GK,208,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
4wM4J0KNqj,EKXMeX3Q64,W,920,13,5,2,1.6445,0.0327,0.35550000000000004,13,1,1.3431,-0.3431,3,2.9876,0.7734000000000001,0.7104
4wM4J8bNqj,gpMOLwl5zy,CM,1717,16,0,0,1.3175,-1.3175,-1.3175,35,4,3.9265,0.07350000000000001,4,5.244,0.0,0.983
4wM4J9zlqj,jYQJ19EqGR,W,782,23,4,1,1.8865,-0.855,-0.8865000000000001,9,2,1.0343,0.9657,3,2.9208,0.2906,1.1327
4wM4JGblqj,a2lqRX2Mr0,CB,1310,1,0,0,0.0742,-0.0742,-0.0742,2,0,0.0601,-0.0601,0,0.1343,0.0,0.0942
4wM4JmKAqj,WBLMvYAQxe,W,1409,31,13,4,2.9903,1.2429999999999999,1.0097,24,3,2.4998,0.5002,7,5.4901,1.4495,1.5139
4wM4JrbBqj,NWMWlBK5lz,CM,1820,18,5,1,1.3349,-0.8237,-0.33490000000000003,29,2,2.7979000000000003,-0.7979,3,4.1328,0.624,0.757
4wM4Jwdzqj,"['APk5LGOMOW', 'NPqxKXZ59d']",FB,1103,6,2,0,0.26880000000000004,-0.0772,-0.26880000000000004,4,1,0.5982000000000001,0.40180000000000005,1,0.867,0.0,0.2574
4wM4JxwBqj,0KPqjA456v,CB,1161,8,4,1,1.2276,0.1489,-0.22760000000000002,3,0,0.1265,-0.1265,1,1.3541,0.3551,0.8381000000000001
4wM4JxWpqj,APk5LGOMOW,GK,1804,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
4wM4JZezqj,jYQJ8EW5GR,CM,872,6,2,2,1.0189,0.6826,0.9811000000000001,6,0,0.5680000000000001,-0.5680000000000001,2,1.5869,0.007500000000000001,0.1116
4wM4pewlMj,9z5k7Yg5A3,ST,32,1,0,0,0.0521,-0.0521,-0.0521,0,0,0.0,0.0,0,0.0521,0.0,0.045200000000000004
7vQ73eoDQD,Z2vQ1xlqrA,DM,837,3,1,0,0.1515,-0.043300000000000005,-0.1515,1,0,0.056600000000000004,-0.056600000000000004,0,0.20800000000000002,0.0,0.0694
7vQ73orEQD,NWMWlBK5lz,FB,1603,5,2,0,0.45320000000000005,0.0371,-0.45320000000000005,20,4,2.201,1.799,4,2.6542,0.0,0.33580000000000004
7vQ7BmAzqD,kRQand1MKZ,CM,401,2,2,1,0.1013,0.6954,0.8987,6,0,0.7795000000000001,-0.7795000000000001,1,0.8807,0.562,0.0256
7vQ7eNPO5D,a2lqRX2Mr0,W,891,21,10,5,3.0111,1.4586000000000001,1.9889000000000001,4,0,0.30060000000000003,-0.30060000000000003,5,3.3117,1.9385,1.4781
7vQ7J8JYqD,kaDQ0wRqEv,W,1096,23,8,1,2.9908,-0.9895,-1.9908000000000001,11,1,1.2794,-0.27940000000000004,2,4.2703,0.28550000000000003,2.4863
7vQ7J8VDqD,EKXMeX3Q64,FB,322,1,1,0,0.1226,-0.0001,-0.1226,4,1,0.3272,0.6728000000000001,1,0.44980000000000003,0.0,0.0
7vQ7rA7YqD,19vQ2095K6,FB,374,1,0,0,0.0772,-0.0772,-0.0772,2,0,0.19190000000000002,-0.19190000000000002,0,0.2691,0.0,0.0049
7vQ7rKGYqD,jYQJ19EqGR,GK,200,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
7vQ7rVvGqD,Vj58weDM8n,FB,885,2,1,1,0.3536,0.14200000000000002,0.6464000000000001,4,0,0.2796,-0.2796,1,0.6332,0.084,0.047
7vQ7w3kLQD,0KPqjA456v,CB,593,0,0,0,0.0,0.0,0.0,1,0,0.025500000000000002,-0.025500000000000002,0,0.025500000000000002,0.0,0.0
7vQ7wYXeQD,Vj58weDM8n,FB,362,2,0,0,0.07200000000000001,-0.07200000000000001,-0.07200000000000001,1,0,0.040600000000000004,-0.040600000000000004,0,0.11270000000000001,0.0,0.0502
7vQ7x6aOMD,lgpMOvnQzy,CM,457,2,1,1,0.4108,0.0323,0.5892000000000001,1,1,0.2579,0.7421,2,0.6687000000000001,0.4999,0.2361
7vQ7xgKOMD,X0Oq66zq6D,CM,1524,9,3,0,0.8501000000000001,-0.057300000000000004,-0.8501000000000001,13,0,1.1616,-1.1616,0,2.0118,0.0,0.5328
7vQ7xGkYMD,"['0KPqjA456v', 'zeQZBOzQKw']",FB,639,0,0,0,0.0,0.0,0.0,5,0,0.8899,-0.8899,0,0.8899,0.0,0.0
7vQ7xNzdMD,9z5k7Yg5A3,FB,1429,9,3,1,0.46730000000000005,0.3377,0.5327000000000001,14,3,1.4445999999999999,1.5554000000000001,4,1.9119000000000002,0.592,0.2904
7vQ7xpBzMD,mvzqoLZQap,AM,93,1,1,0,0.3435,-0.16060000000000002,-0.3435,1,0,0.17830000000000001,-0.17830000000000001,0,0.5218,0.0,0.074
7vQ7xWmYMD,lgpMOvnQzy,FB,1294,24,6,1,1.3081,-0.3587,-0.30810000000000004,7,0,1.031,-1.031,1,2.339,0.6445000000000001,0.7675000000000001
7VqG07YAQv,lgpMOvnQzy,GK,1911,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
7VqG080xQv,kRQabn8MKZ,CB,528,1,0,0,0.0392,-0.0392,-0.0392,0,0,0.0,0.0,0,0.0392,0.0,0.0205
7VqG08vjQv,WBLMvYAQxe,DM,1611,19,3,2,1.1873,-0.5452,0.8127000000000001,10,0,0.6033000000000001,-0.6033000000000001,2,1.7907000000000002,0.7817000000000001,0.6951
7VqG08wXQv,a2lqRX2Mr0,W,1106,16,5,0,0.9357000000000001,-0.2891,-0.9357000000000001,5,1,0.6585000000000001,0.3415,1,1.5942,0.0,0.667
7VqG0jDzQv,X0Oq66zq6D,W,517,13,6,1,1.5152,1.1094,-0.5152,6,2,1.0949,0.9051,3,2.6101,0.5392,1.4028
7VqG0wE6Qv,APk5LGOMOW,CM,1390,19,5,1,1.3186,-0.45330000000000004,-0.3186,7,0,0.3133,-0.3133,1,1.6319,0.96,1.0634
7VqG0xmYQv,mvzqoLZQap,CM,29,1,1,0,0.043500000000000004,0.4055,-0.043500000000000004,1,0,0.0562,-0.0562,0,0.09970000000000001,0.0,0.0709
7VqG0ZGYQv,a2lqR4JMr0,AM,1481,32,13,8,5.0326,0.15860000000000002,2.9674,22,2,2.0807,-0.08070000000000001,10,7.1133,4.2366,3.2166
7VqG3dLjqv,eVq3ya6MWO,FB,515,2,1,1,0.2477,-0.14150000000000001,0.7523000000000001,3,0,0.33030000000000004,-0.33030000000000004,1,0.578,0.32370000000000004,0.1468
7VqG3Kk6qv,lgpMOvnQzy,CB,37,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
7VqG3Onxqv,a2lqRX2Mr0,GK,103,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
7VqG3Vmjqv,vzqoOgNqap,DM,1327,5,1,1,0.3613,0.33890000000000003,0.6387,9,0,0.3481,-0.3481,1,0.7093,0.4834,0.1399
7VqGj3RA5v,APk5LGOMOW,DM,1288,1,0,0,0.0213,-0.0213,-0.0213,7,0,0.4021,-0.4021,0,0.4233,0.0,0.0143
7VqGj7ee5v,mvzqoLZQap,FB,234,3,0,0,0.20500000000000002,-0.20500000000000002,-0.20500000000000002,2,2,0.6724,1.3276,2,0.8774000000000001,0.0,0.2099
7VqGjBpz5v,EKXMeX3Q64,W,1073,18,4,0,1.7171,-0.4461,-1.7171,20,0,2.1683,-2.1683,0,3.8854,0.0,1.4905
7VqGjbre5v,0KPqjA456v,CB,811,4,1,0,0.6135,-0.5769000000000001,-0.6135,0,0,0.0,0.0,0,0.6135,0.0,0.5542
7VqGLa36Qv,pzeQZ6xQKw,CM,26,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
7VqGLJn6Qv,APk5LGOMOW,W,124,2,0,0,0.0976,-0.0976,-0.0976,2,0,0.4219,-0.4219,0,0.5196000000000001,0.0,0.09570000000000001
7VqGm2OYMv,Z2vQ1xlqrA,FB,534,5,2,1,0.5564,0.0746,0.4436,3,1,0.38930000000000003,0.6107,2,0.9457000000000001,0.9129,0.457
7VqGmmzzMv,jYQJ8EW5GR,ST,1460,56,17,6,6.5209,-2.8266,-0.5209,31,2,4.6941,-2.6941,8,11.215,3.4253,4.2784
7VqGmob3Mv,9z5k7Yg5A3,GK,1120,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
9vQ229oLQK,Z2vQ1xlqrA,W,1056,30,8,3,1.4188,-0.49860000000000004,1.5812,12,3,1.6131,1.3869,6,3.0319,1.3432,1.0054
9vQ22BR7QK,jYQJ19EqGR,ST,1173,12,5,2,2.378,0.11030000000000001,-0.378,17,3,1.5894,1.4106,5,3.9674,1.1261,1.5584
