player_id,team_id,general_position,minutes_played,shots,shots_on_target,goals,xgoals,xplace,goals_minus_xgoals,key_passes,primary_assists,xassists,primary_assists_minus_xassists,goals_plus_primary_assists,xgoals_plus_xassists,points_added,xpoints_added
0Oq624oPq6,jYQJ19EqGR,FB,801,5,3,2,0.7163,0.092,1.2837,3,1,0.7724000000000001,0.22760000000000002,3,1.4887000000000001,1.2023,0.36660000000000004
0Oq630dXQ6,pzeQZ6xQKw,W,861,13,3,0,1.951,-1.1973,-1.951,3,0,0.1121,-0.1121,0,2.0631,0.0,1.7386
0Oq632k7Q6,jYQJ19EqGR,CM,399,8,1,0,0.21710000000000002,-0.0684,-0.21710000000000002,9,0,0.6099,-0.6099,0,0.8270000000000001,0.0,0.121
0Oq63DL6Q6,jYQJ19EqGR,FB,33,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
0Oq63JA7Q6,19vQ2095K6,CB,329,2,1,0,0.2667,0.1253,-0.2667,0,0,0.0,0.0,0,0.2667,0.0,0.1814
0Oq63P32Q6,eVq3ya6MWO,CB,500,1,0,0,0.0796,-0.0796,-0.0796,1,0,0.1516,-0.1516,0,0.23120000000000002,0.0,0.0424
0Oq63YndQ6,zeQZBOzQKw,ST,1379,19,7,3,3.0152,-1.4676,-0.0152,17,4,2.2228,1.7772000000000001,7,5.238,1.2476,1.79
0Oq6712Q6D,NPqxKXZ59d,DM,2018,10,2,1,1.1168,0.5754,-0.1168,21,2,2.7692,-0.7692,3,3.8861,0.298,0.467
0Oq6ENn256,jYQJ19EqGR,ST,910,29,15,6,7.8964,-1.0933,-1.8964,4,1,0.3325,0.6675,7,8.2289,2.0801,4.8618
0Oq6LeJ7M6,a2lqR4JMr0,CB,798,4,0,0,0.2632,-0.2632,-0.2632,2,0,0.1463,-0.1463,0,0.4096,0.0,0.1824
0Oq6LgZgM6,jYQJ8EW5GR,ST,8,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
0Oq6lLZgM6,19vQ2095K6,ST,638,15,8,2,2.4409,0.5693,-0.4409,5,0,0.18460000000000001,-0.18460000000000001,2,2.6255,3.1383,2.8147
0Oq6LpK2M6,pzeQZ6xQKw,CM,273,2,0,0,0.1447,-0.1447,-0.1447,0,0,0.0,0.0,0,0.1447,0.0,0.2124
0Oq6lyNdM6,kRQand1MKZ,DM,1785,6,4,2,0.6051000000000001,0.23900000000000002,1.3949,6,0,0.5038,-0.5038,2,1.1089,0.358,0.13920000000000002
0Oq6w6j2Q6,YgOMngl5wN,ST,184,10,3,2,2.4019,-0.12190000000000001,-0.40190000000000003,1,0,0.1456,-0.1456,2,2.5475,0.22030000000000002,0.6552
0Oq6wjlzQ6,0KPqjA456v,DM,12,2,0,0,0.21830000000000002,-0.21830000000000002,-0.21830000000000002,0,0,0.0,0.0,0,0.21830000000000002,0.0,0.00030000000000000003
0Oq6wmbrQ6,EKXMeX3Q64,CB,1669,3,1,0,0.5423,-0.031,-0.5423,2,0,0.46440000000000003,-0.46440000000000003,0,1.0067,0.0,0.3607
0Oq6woOxQ6,mKAqBBmqbg,GK,1735,0,0,0,0.0,0.0,0.0,1,0,0.021400000000000002,-0.021400000000000002,0,0.021400000000000002,0.0,0.0
0Oq6wvbgQ6,0KPqjA456v,FB,1205,14,2,1,1.7135,-0.853,-0.7135,18,2,1.7671000000000001,0.23290000000000002,3,3.4806,0.0002,1.0471
0x5g2EKLM7,9z5k7Yg5A3,W,1308,17,5,1,0.8388,0.08020000000000001,0.1612,12,1,0.8742000000000001,0.1258,2,1.713,0.49450000000000005,0.5144000000000001
0x5g2EwmM7,pzeQZ6xQKw,CB,35,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
0x5g2mYrM7,mKAqBBmqbg,GK,203,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
0x5g2pW7M7,mKAqBBmqbg,FB,1744,15,4,2,1.8488,-0.9914000000000001,0.1512,14,2,1.9380000000000002,0.062,4,3.7868,1.5474999999999999,1.6002
0x5g2xoXM7,a2lqRX2Mr0,FB,828,5,1,0,0.42410000000000003,-0.0623,-0.42410000000000003,6,0,0.32980000000000004,-0.32980000000000004,0,0.7539,0.0,0.3325
0x5g2Z8ZM7,NPqxKXZ59d,GK,1818,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
0x5gJ0wjM7,YgOMngl5wN,ST,14,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
0x5gJEVLM7,EKXMeX3Q64,ST,903,12,4,1,1.8474,-0.266,-0.8474,4,1,0.1724,0.8276,2,2.0197,1.9306,1.4841
0x5gJJWPM7,a2lqR4JMr0,ST,719,7,1,1,1.3608,-0.4536,-0.3608,6,0,0.2642,-0.2642,1,1.625,0.4428,0.6938000000000001
0x5gJWwjM7,APk5LGOMOW,FB,1000,4,0,0,0.1063,-0.1063,-0.1063,4,0,0.3589,-0.3589,0,0.4652,0.0,0.0587
0x5gkPbP57,pzeQZ6xQKw,FB,43,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
0x5gLm2bq7,EKXMeX3Q64,CM,110,0,0,0,0.0,0.0,0.0,1,0,0.059500000000000004,-0.059500000000000004,0,0.059500000000000004,0.0,0.0
0x5gLpbwq7,APk5LGOMOW,AM,1205,15,4,0,1.1367,-0.835,-1.1367,10,2,1.7863,0.2137,2,2.9229000000000003,0.0,0.9732000000000001
0x5gP3gXq7,NWMWlBK5lz,CB,805,1,0,0,0.025,-0.025,-0.025,1,0,0.0745,-0.0745,0,0.0995,0.0,0.0222
0x5gP9Jjq7,0KPqjA456v,GK,540,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
0x5gPv8mq7,YgOMngl5wN,W,121,3,1,0,0.2306,-0.148,-0.2306,2,0,0.1832,-0.1832,0,0.4138,0.0,0.0073
0x5gPvZRq7,kaDQ0wRqEv,CB,144,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
0x5gZ9mM7O,KAqBN0Vqbg,GK,1923,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
0x5gZDPM7O,NWMWlBK5lz,ST,313,6,2,0,0.7767000000000001,-0.052700000000000004,-0.7767000000000001,1,0,0.3687,-0.3687,0,1.1455,0.0,0.8703000000000001
2lqR7V9AQr,jYQJ19EqGR,W,515,15,6,0,0.8225,-0.016,-0.8225,10,2,2.0619,-0.061900000000000004,2,2.8844000000000003,0.0,0.4126
2lqR7wZaQr,mvzqoLZQap,FB,1549,28,9,3,3.5846,-0.7522000000000001,-0.5846,23,3,3.9297,-0.9297000000000001,6,7.5143,2.0451,2.4275
2lqR7YEaQr,pzeQZ6xQKw,FB,641,1,0,0,0.022600000000000002,-0.022600000000000002,-0.022600000000000002,2,0,0.074,-0.074,0,0.0966,0.0,0.014700000000000001
2lqR7yoAQr,wvq9B9wQWn,DM,99,3,2,0,0.1009,0.022500000000000003,-0.1009,2,0,0.1155,-0.1155,0,0.2164,0.0,0.0504
2lqRJ0l4qr,EKXMeX3Q64,W,1435,8,2,2,0.6425000000000001,0.0911,1.3575,13,0,0.6958000000000001,-0.6958000000000001,2,1.3383,1.113,0.352
2lqRj7nDqr,X0Oq66zq6D,ST,16,0,0,0,0.0,0.0,0.0,1,1,0.5212,0.4788,1,0.5212,0.0,0.0
2lqRjDAAqr,zeQZkL1MKw,FB,763,4,1,0,0.3769,-0.1343,-0.3769,5,1,1.3293,-0.32930000000000004,1,1.7062,0.0,0.25
2lqRJgb2qr,a2lqRX2Mr0,ST,289,6,3,1,0.6275000000000001,0.3725,0.3725,5,1,0.7578,0.2422,2,1.3853,0.4923,0.27030000000000004
2lqRjkEJqr,Z2vQ1xlqrA,FB,1396,6,1,1,0.29050000000000004,-0.1718,0.7095,7,0,0.3884,-0.3884,1,0.6789000000000001,0.5885,0.2354
2lqRjL12qr,APk5LGOMOW,CB,389,1,0,0,0.10880000000000001,-0.10880000000000001,-0.10880000000000001,0,0,0.0,0.0,0,0.10880000000000001,0.0,0.007200000000000001
